model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,theta_mae_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,model_file,meta_file,report_file
TCN,11,67,0.921024921024921,0.907335907335907,0.925161812297735,0.790450928381963,0.421094845906479,0.881286067600989,0.95609756097561,0.949685534591195,0.91963260619977,0.996428571428571,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_transition_rich_v3_seed11_staged.mat,E:\Matlab\Simulink\S-Function_16\data\models\TCN_meta_transition_rich_v3_seed11_staged.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\transition_rich_v3_seed11\tcn_staged\TCN_train_report.md
GRU,11,8,0.937521937521938,0.873639873639874,0.912216828478964,0.620689655172414,0.520267427892857,0.905193734542457,0.91219512195122,0.968553459119497,0.958668197474168,0.983928571428571,E:\Matlab\Simulink\S-Function_16\data\models\GRU_model_transition_rich_v3_seed11_h96_l2_inputstats.mat,E:\Matlab\Simulink\S-Function_16\data\models\GRU_meta_transition_rich_v3_seed11_h96_l2_inputstats.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\experiments\transition_rich_v3_seed11\gru_h96_l2_inputstats\GRU_train_report.md
