acc_main,acc_turn,acc_turn_transition,theta_mae_deg,theta_abs_le_10_p95_abs_err_deg,flat_recall,stall_recall,slope_recall,turn_right_recall,turn_straight_recall,turn_left_recall,model,checkpoint_file,onnx_file,onnx_input_shape,source
0.9669627984453082,0.5788450860632982,0.4977645305514158,0.6793947815895081,1.8274656534194946,0.9695767195767195,0.71875,0.974909090909091,0.6120150187734669,0.5763062596999483,0.5540229885057472,ModernTCN_turn_l020_tt25_seed101,E:\Matlab\Simulink\S-Function_16\results\paper\agv_model_parameter_correction_workflow\08_models\modern_tcn\modern_tcn_v5_plantfix_turn_l020_tt25_tcm14_stw055_slrw060_seed101\modern_tcn_seed101.pt,E:\Matlab\Simulink\S-Function_16\results\paper\agv_model_parameter_correction_workflow\08_models\modern_tcn\modern_tcn_v5_plantfix_turn_l020_tt25_tcm14_stw055_slrw060_seed101\modern_tcn_seed101.onnx,"[1, 128, 22]",E:\Matlab\Simulink\S-Function_16\results\paper\agv_model_parameter_correction_workflow\08_models\modern_tcn\modern_tcn_v5_plantfix_turn_l020_tt25_tcm14_stw055_slrw060_seed101\modern_tcn_seed101_summary.csv
