run_id,seed,status,returncode,run_dir,log_file,config_json,history_csv,summary_csv,report_file,checkpoint_file
a3_full_small_lr,101,ok,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\15_bi_bu_uncertainty_stabilization\03_baseline_initialized\a3_full_small_lr_seed101,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\15_bi_bu_uncertainty_stabilization\03_baseline_initialized\a3_full_small_lr_seed101\train.log,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\15_bi_bu_uncertainty_stabilization\03_baseline_initialized\a3_full_small_lr_seed101\config.json,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\15_bi_bu_uncertainty_stabilization\03_baseline_initialized\a3_full_small_lr_seed101\modern_tcn_seed101_history.csv,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\15_bi_bu_uncertainty_stabilization\03_baseline_initialized\a3_full_small_lr_seed101\modern_tcn_seed101_summary.csv,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\15_bi_bu_uncertainty_stabilization\03_baseline_initialized\a3_full_small_lr_seed101\ModernTCN_train_report.md,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\15_bi_bu_uncertainty_stabilization\03_baseline_initialized\a3_full_small_lr_seed101\modern_tcn_seed101.pt
