run_id,seed,acc_main,acc_turn,acc_turn_transition,theta_mae_deg,theta_edge_p95_abs_err,flat_peak_theta_error,flat_recall,stall_recall,slope_recall,offline_v2_score,strict_offline_pass,strict_offline_reasons
a2_freeze_early_seed21,21,0.964741810105497,0.600222098833981,0.523099850968703,0.669151186943054,2.8892924785614,5.48658180236816,0.953703703703704,0.697916666666667,0.977090909090909,1.00271457269686,1,pass
a2_freeze_early_seed42,42,0.970571904497501,0.610216546363132,0.506706408345753,0.700618922710419,2.86220550537109,6.08484172821045,0.968253968253968,0.708333333333333,0.980363636363636,1.01647298269756,1,pass
a2_freeze_early_seed101,101,0.964186563020544,0.600222098833981,0.518628912071535,0.753267049789429,2.71917223930359,6.11385679244995,0.966931216931217,0.697916666666667,0.972727272727273,1.02260028324184,1,pass
