segment_idx,theta_true_deg,t0,t1,n_windows,theta_pred_median_deg,theta_pred_mean_deg,theta_pred_std_deg,error_median_deg,error_mean_deg,label_main_mode,conf_main_median
1,-10,0,4.99,11,-9.83942793812144,-9.85838062644723,0.0352235837982881,0.160572061878556,0.141619373552773,3,0.999998688697815
2,-9.9,5,9.99,11,-9.77801258465198,-9.77936030516048,0.0104839764824526,0.121987415348018,0.120639694839518,3,0.999964237213135
3,-9.8,10,14.99,11,-9.60471958635136,-9.60466929132201,0.000598801614096858,0.195280413648643,0.195330708677988,3,0.999950885772705
4,-9.7,15,19.99,11,-9.49323211607653,-9.49312663622333,0.00146800182282377,0.206767883923467,0.206873363776673,3,0.999947905540466
5,-9.6,20,24.99,11,-9.38522633473112,-9.38511107528888,0.00165309592688176,0.214773665268879,0.214888924711124,3,0.999945282936096
6,-9.5,25,29.99,11,-9.27771915719512,-9.27759349723755,0.00171562430391401,0.22228084280488,0.222406502762452,3,0.999942660331726
7,-9.4,30,34.99,11,-9.17355108838961,-9.17341890870601,0.00158443339118176,0.22644891161039,0.226581091293987,3,0.999940156936646
8,-9.3,35,39.99,11,-9.06982185923827,-9.06970380562773,0.00147043152997275,0.230178140761728,0.230296194372269,3,0.999937534332275
9,-9.2,40,44.99,11,-8.96463609224643,-8.96452580021449,0.00165991838732642,0.23536390775357,0.235474199785509,3,0.999935269355774
10,-9.1,45,49.99,11,-8.85559980610999,-8.85545264657969,0.00194649719903511,0.244400193890007,0.244547353420305,3,0.999933242797852
11,-9,50,54.99,11,-8.74666426526381,-8.74651493249151,0.00192427293470939,0.253335734736188,0.253485067508494,3,0.99993097782135
12,-8.9,55,59.99,11,-8.63898206413033,-8.63882985957394,0.00177290611468888,0.26101793586967,0.26117014042606,3,0.99992835521698
13,-8.8,60,64.99,11,-8.53078332994087,-8.53073086166951,0.00146187582312476,0.269216670059135,0.269269138330488,3,0.999925971031189
14,-8.7,65,69.99,11,-8.42200744476654,-8.42186036285202,0.00174168129215746,0.277992555233464,0.278139637147977,3,0.999923944473267
15,-8.6,70,74.99,11,-8.31012809238808,-8.31000646845138,0.00178800592112358,0.28987190761192,0.289993531548616,3,0.999921083450317
16,-8.5,75,79.99,11,-8.19640544270737,-8.19629406405443,0.00177573422329351,0.303594557292632,0.303705935945574,3,0.999918341636658
17,-8.4,80,84.99,11,-8.08483088752062,-8.08485184378285,0.00130034807179436,0.315169112479376,0.31514815621715,3,0.999915599822998
18,-8.3,85,89.99,11,-7.98078320079924,-7.98073321623304,0.000605138398291132,0.319216799200765,0.319266783766964,3,0.99991250038147
19,-8.2,90,94.99,11,-7.87657073576412,-7.87649847546733,0.000541888898783644,0.32342926423588,0.323501524532669,3,0.99990975856781
20,-8.1,95,99.99,11,-7.76869131291835,-7.76867431506121,0.000514236939844003,0.331308687081647,0.331325684938786,3,0.999906539916992
21,-8,100,104.99,11,-7.66164944201956,-7.66164354321982,0.000404518900446436,0.338350557980441,0.338356456780178,3,0.999902844429016
22,-7.9,105,109.99,11,-7.55599922216416,-7.55603663297302,0.000183983691623366,0.344000777835844,0.343963367026982,3,0.999898791313171
23,-7.8,110,114.99,11,-7.4495874362163,-7.44958060602713,4.85060660465445e-05,0.350412563783704,0.350419393972873,3,0.999894738197327
24,-7.7,115,119.99,11,-7.34691005619714,-7.34688351159832,9.42934567819138e-05,0.35308994380286,0.35311648840168,3,0.999889016151428
25,-7.6,120,124.99,11,-7.24557395457625,-7.2456303036369,0.000242384518744981,0.354426045423753,0.354369696363102,3,0.999882936477661
26,-7.5,125,129.99,11,-7.14510187188536,-7.1451527102252,0.000110369101901926,0.354898128114641,0.354847289774796,3,0.999875903129578
27,-7.4,130,134.99,11,-7.04476212410964,-7.04475537153626,6.53797254262195e-05,0.35523787589036,0.355244628463745,3,0.999868154525757
28,-7.3,135,139.99,11,-6.94219274645674,-6.94206425352297,0.000441384873671372,0.357807253543264,0.357935746477025,3,0.999861240386963
