run_idx,path_idx,path_file,segment_idx,ref_segment_idx,theta_true_deg,repeat_idx,variant_idx,variant_name,v_ref,omega_ref,radius_m,segment_duration,noise_variant,t0,t1,n_windows,theta_pred_median_deg,theta_pred_mean_deg,theta_pred_std_deg,error_median_deg,error_mean_deg,label_main_mode,conf_main_median
1,1,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_001_m10p0_m09p9.mat,1,1,-10,1,1,straight_v080,0.8,0,Inf,3.2,clean,0,3.19,8,-9.56712835959372,-9.57202987409685,0.0396802980914563,0.432871640406276,0.427970125903146,3,0.999998450279236
1,1,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_001_m10p0_m09p9.mat,2,2,-9.9,1,1,straight_v080,0.8,0,Inf,3.2,clean,3.2,6.39,8,-9.98194410402199,-9.98001329492099,0.018417395649701,-0.081944104021991,-0.0800132949209935,3,0.999858021736145
1,1,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_001_m10p0_m09p9.mat,3,3,-10,2,2,straight_v095,0.95,0,Inf,3.2,clean,6.4,9.59,8,-10.1030740938576,-10.1031267076585,0.00733362544806364,-0.103074093857582,-0.103126707658534,3,0.999996423721313
1,1,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_001_m10p0_m09p9.mat,4,4,-9.9,2,2,straight_v095,0.95,0,Inf,3.2,clean,9.6,12.79,8,-10.0343090299544,-10.0343072156854,8.54916328434991e-06,-0.134309029954364,-0.134307215685366,3,0.999995946884155
1,1,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_001_m10p0_m09p9.mat,5,5,-10,3,3,straight_v115,1.15,0,Inf,3.2,clean,12.8,15.99,8,-10.1163131349032,-10.1163307439846,0.000475402544593641,-0.116313134903184,-0.116330743984637,3,0.999999642372131
1,1,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_001_m10p0_m09p9.mat,6,6,-9.9,3,3,straight_v115,1.15,0,Inf,3.2,clean,16,19.19,8,-10.0113036721693,-10.0114006821998,0.00252045499020272,-0.111303672169292,-0.111400682199847,3,0.999999761581421
1,1,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_001_m10p0_m09p9.mat,7,7,-10,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,19.2,22.39,8,-10.0370948933621,-10.0329562256119,0.0452307062272042,-0.0370948933620827,-0.0329562256118781,3,0.999998688697815
1,1,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_001_m10p0_m09p9.mat,8,8,-9.9,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,22.4,25.59,8,-9.7324774210028,-9.73465785217362,0.0180727072930432,0.1675225789972,0.165342147826379,3,0.999994218349457
1,1,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_001_m10p0_m09p9.mat,9,9,-10,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,25.6,28.79,8,-10.049288061691,-10.0238757025538,0.100768206957477,-0.0492880616910263,-0.0238757025537595,3,0.999999940395355
1,1,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_001_m10p0_m09p9.mat,10,10,-9.9,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,28.8,31.99,8,-9.55093739616621,-9.5517236149727,0.00833387014624107,0.349062603833792,0.348276385027301,3,0.999999821186066
1,1,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_001_m10p0_m09p9.mat,11,11,-10,6,6,left_R30_v105,1.05,0.035,30,3.2,clean,32,35.19,8,-10.0101613230306,-10.0104534203393,0.00143062793639398,-0.0101613230306086,-0.0104534203393314,3,0.99999988079071
1,1,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_001_m10p0_m09p9.mat,12,12,-9.9,6,6,left_R30_v105,1.05,0.035,30,3.2,clean,35.2,38.39,8,-9.91785088951106,-9.89149382983422,0.0853492715512512,-0.0178508895110614,0.00850617016578248,3,1
1,1,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_001_m10p0_m09p9.mat,13,13,-10,7,7,right_R30_v105,1.05,-0.035,30,3.2,clean,38.4,41.59,8,-9.89495609541318,-9.89666652419174,0.00383701075974568,0.105043904586822,0.103333475808261,3,1
1,1,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_001_m10p0_m09p9.mat,14,14,-9.9,7,7,right_R30_v105,1.05,-0.035,30,3.2,clean,41.6,44.79,8,-9.81262029940279,-9.81156300746362,0.00281217746186073,0.087379700597209,0.0884369925363853,3,1
2,2,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_002_m09p8_m09p7.mat,15,1,-9.8,1,1,straight_v080,0.8,0,Inf,3.2,clean,0,3.19,8,-9.37429205564358,-9.37712402282819,0.0460796066061201,0.425707944356425,0.422875977171808,3,0.999998033046722
2,2,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_002_m09p8_m09p7.mat,16,2,-9.7,1,1,straight_v080,0.8,0,Inf,3.2,clean,3.2,6.39,8,-9.79484174388007,-9.79089741635609,0.0273856834711592,-0.094841743880071,-0.0908974163560945,3,0.999899327754974
2,2,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_002_m09p8_m09p7.mat,17,3,-9.8,2,2,straight_v095,0.95,0,Inf,3.2,clean,6.4,9.59,8,-9.87271102306009,-9.87321656378038,0.00561569295141074,-0.0727110230600942,-0.0732165637803792,3,0.99999737739563
2,2,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_002_m09p8_m09p7.mat,18,4,-9.7,2,2,straight_v095,0.95,0,Inf,3.2,clean,9.6,12.79,8,-9.79162216346006,-9.79162205673835,2.45493064445352e-06,-0.0916221634600571,-0.0916220567383501,3,0.999996781349182
2,2,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_002_m09p8_m09p7.mat,19,5,-9.8,3,3,straight_v115,1.15,0,Inf,3.2,clean,12.8,15.99,8,-9.87158489562069,-9.87173217157467,0.00121820331741979,-0.0715848956206884,-0.0717321715746664,3,0.99999988079071
2,2,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_002_m09p8_m09p7.mat,20,6,-9.7,3,3,straight_v115,1.15,0,Inf,3.2,clean,16,19.19,8,-9.77516183444715,-9.77531092467013,0.00281888102066415,-0.0751618344471492,-0.0753109246701271,3,0.99999988079071
2,2,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_002_m09p8_m09p7.mat,21,7,-9.8,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,19.2,22.39,8,-9.82954593505291,-9.82697362177846,0.0457319257061188,-0.029545935052905,-0.0269736217784562,3,0.999998927116394
2,2,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_002_m09p8_m09p7.mat,22,8,-9.7,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,22.4,25.59,8,-9.54784203981172,-9.54657941531062,0.0229218303241407,0.152157960188276,0.153420584689377,3,0.999989867210388
2,2,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_002_m09p8_m09p7.mat,23,9,-9.8,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,25.6,28.79,8,-9.86946796386481,-9.85229003810223,0.145692570848184,-0.0694679638648061,-0.0522900381022247,3,0.99999988079071
2,2,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_002_m09p8_m09p7.mat,24,10,-9.7,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,28.8,31.99,8,-9.34955780622484,-9.35337694918794,0.0100685367476103,0.350442193775155,0.34662305081206,3,0.999999761581421
2,2,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_002_m09p8_m09p7.mat,25,11,-9.8,6,6,left_R30_v105,1.05,0.035,30,3.2,clean,32,35.19,8,-9.87259448295738,-9.87285584441484,0.00118766314364175,-0.0725944829573812,-0.0728558444148391,3,0.999999284744263
2,2,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_002_m09p8_m09p7.mat,26,12,-9.7,6,6,left_R30_v105,1.05,0.035,30,3.2,clean,35.2,38.39,8,-9.64113815500587,-9.59363418932843,0.178085010960061,0.0588618449941336,0.106365810671571,3,1
2,2,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_002_m09p8_m09p7.mat,27,13,-9.8,7,7,right_R30_v105,1.05,-0.035,30,3.2,clean,38.4,41.59,8,-9.69069971517077,-9.69181420994425,0.0137017897291176,0.109300284829228,0.108185790055753,3,1
2,2,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_002_m09p8_m09p7.mat,28,14,-9.7,7,7,right_R30_v105,1.05,-0.035,30,3.2,clean,41.6,44.79,8,-9.60662222092203,-9.60182091810063,0.00983185976678494,0.0933777790779686,0.0981790818993709,3,1
3,3,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_003_m09p6_m09p5.mat,29,1,-9.6,1,1,straight_v080,0.8,0,Inf,3.2,clean,0,3.19,8,-9.18248839091857,-9.18447907089651,0.0515638831363891,0.417511609081428,0.415520929103488,3,0.999997615814209
3,3,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_003_m09p6_m09p5.mat,30,2,-9.5,1,1,straight_v080,0.8,0,Inf,3.2,clean,3.2,6.39,8,-9.6033599518197,-9.60010248519414,0.0290623811373247,-0.103359951819701,-0.100102485194135,3,0.999920547008514
3,3,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_003_m09p6_m09p5.mat,31,3,-9.6,2,2,straight_v095,0.95,0,Inf,3.2,clean,6.4,9.59,8,-9.64307365986192,-9.64358549716285,0.00212119606474025,-0.0430736598619195,-0.0435854971628462,3,0.999998211860657
3,3,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_003_m09p6_m09p5.mat,32,4,-9.5,2,2,straight_v095,0.95,0,Inf,3.2,clean,9.6,12.79,8,-9.5446758202446,-9.54467517991436,5.11755736821065e-06,-0.0446758202445992,-0.0446751799143641,3,0.999997735023499
3,3,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_003_m09p6_m09p5.mat,33,5,-9.6,3,3,straight_v115,1.15,0,Inf,3.2,clean,12.8,15.99,8,-9.63174322980251,-9.63155177106234,0.00213556707748742,-0.0317432298025135,-0.0315517710623432,3,1
3,3,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_003_m09p6_m09p5.mat,34,6,-9.5,3,3,straight_v115,1.15,0,Inf,3.2,clean,16,19.19,8,-9.54726659637415,-9.54753115948278,0.00371992833429551,-0.0472665963741505,-0.0475311594827819,3,1
3,3,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_003_m09p6_m09p5.mat,35,7,-9.6,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,19.2,22.39,8,-9.62623809733148,-9.62068728797038,0.0457108543961912,-0.0262380973314844,-0.0206872879703788,3,0.999999046325684
3,3,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_003_m09p6_m09p5.mat,36,8,-9.5,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,22.4,25.59,8,-9.38457703987315,-9.37954500472384,0.02863203528048,0.115422960126853,0.120454995276155,3,0.999981999397278
3,3,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_003_m09p6_m09p5.mat,37,9,-9.6,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,25.6,28.79,8,-9.69278591107539,-9.67466264444299,0.157914410755457,-0.0927859110753868,-0.0746626444429932,3,0.99999988079071
3,3,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_003_m09p6_m09p5.mat,38,10,-9.5,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,28.8,31.99,8,-9.14935044749978,-9.15308058456026,0.0120994299716637,0.350649552500215,0.346919415439743,3,0.999999761581421
3,3,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_003_m09p6_m09p5.mat,39,11,-9.6,6,6,left_R30_v105,1.05,0.035,30,3.2,clean,32,35.19,8,-9.69986454837646,-9.70066079902329,0.00491290843272682,-0.0998645483764591,-0.100660799023295,3,0.999996900558472
3,3,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_003_m09p6_m09p5.mat,40,12,-9.5,6,6,left_R30_v105,1.05,0.035,30,3.2,clean,35.2,38.39,8,-9.33736335723543,-9.34323422499218,0.13563447786747,0.162636642764568,0.156765775007823,3,1
3,3,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_003_m09p6_m09p5.mat,41,13,-9.6,7,7,right_R30_v105,1.05,-0.035,30,3.2,clean,38.4,41.59,8,-9.50523916175059,-9.5039932925573,0.010283894455077,0.0947608382494085,0.0960067074426991,3,1
3,3,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_003_m09p6_m09p5.mat,42,14,-9.5,7,7,right_R30_v105,1.05,-0.035,30,3.2,clean,41.6,44.79,8,-9.4088630581276,-9.40870404278598,0.00584514285574943,0.0911369418724028,0.0912959572140188,3,1
4,4,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_004_m09p4_m09p3.mat,43,1,-9.4,1,1,straight_v080,0.8,0,Inf,3.2,clean,0,3.19,8,-8.99410238209951,-8.99347838028581,0.0565611312723421,0.405897617900491,0.406521619714194,3,0.999997198581696
4,4,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_004_m09p4_m09p3.mat,44,2,-9.3,1,1,straight_v080,0.8,0,Inf,3.2,clean,3.2,6.39,8,-9.41897686074109,-9.41753376983552,0.0198755596764398,-0.118976860741093,-0.117533769835514,3,0.999921500682831
4,4,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_004_m09p4_m09p3.mat,45,3,-9.4,2,2,straight_v095,0.95,0,Inf,3.2,clean,6.4,9.59,8,-9.41575813409472,-9.41613294072543,0.00391878726253256,-0.0157581340947228,-0.0161329407254289,3,0.999998807907104
4,4,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_004_m09p4_m09p3.mat,46,4,-9.3,2,2,straight_v095,0.95,0,Inf,3.2,clean,9.6,12.79,8,-9.29872241577973,-9.2987218821712,2.18788792973135e-05,0.00127758422026858,0.00127811782879661,3,0.999998450279236
4,4,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_004_m09p4_m09p3.mat,47,5,-9.4,3,3,straight_v115,1.15,0,Inf,3.2,clean,12.8,15.99,8,-9.39159420547169,-9.39167446019444,0.00046837269433818,0.00840579452831314,0.00832553980556483,3,1
4,4,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_004_m09p4_m09p3.mat,48,6,-9.3,3,3,straight_v115,1.15,0,Inf,3.2,clean,16,19.19,8,-9.32708605696868,-9.32742126984654,0.00417054839592543,-0.0270860569686775,-0.0274212698465384,3,1
4,4,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_004_m09p4_m09p3.mat,49,7,-9.4,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,19.2,22.39,8,-9.42684225045718,-9.41665865184811,0.0431504734744742,-0.0268422504571841,-0.0166586518481058,3,0.999999225139618
4,4,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_004_m09p4_m09p3.mat,50,8,-9.3,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,22.4,25.59,8,-9.22582679497595,-9.2212423506607,0.0269546068922082,0.0741732050240529,0.0787576493393054,3,0.999971330165863
4,4,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_004_m09p4_m09p3.mat,51,9,-9.4,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,25.6,28.79,8,-9.53586871819669,-9.5000632657419,0.169443499466511,-0.135868718196692,-0.100063265741897,3,0.99999988079071
4,4,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_004_m09p4_m09p3.mat,52,10,-9.3,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,28.8,31.99,8,-8.95211806304509,-8.95449475543284,0.0120653860790756,0.347881936954913,0.345505244567159,3,0.999999761581421
4,4,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_004_m09p4_m09p3.mat,53,11,-9.4,6,6,left_R30_v105,1.05,0.035,30,3.2,clean,32,35.19,8,-9.49516591338529,-9.49717857803462,0.00752943871275355,-0.0951659133852925,-0.0971785780346224,3,0.999984800815582
4,4,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_004_m09p4_m09p3.mat,54,12,-9.3,6,6,left_R30_v105,1.05,0.035,30,3.2,clean,35.2,38.39,8,-9.07074478854987,-9.0371050396705,0.147625571093176,0.229255211450131,0.262894960329501,3,1
4,4,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_004_m09p4_m09p3.mat,55,13,-9.4,7,7,right_R30_v105,1.05,-0.035,30,3.2,clean,38.4,41.59,8,-9.31757459166261,-9.3161586080703,0.00764950769389311,0.0824254083373877,0.0838413919296954,3,1
4,4,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_004_m09p4_m09p3.mat,56,14,-9.3,7,7,right_R30_v105,1.05,-0.035,30,3.2,clean,41.6,44.79,8,-9.20074975543825,-9.20240308810421,0.00499546000744787,0.0992502445617554,0.0975969118957867,3,0.99999988079071
5,5,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_005_m09p2_m09p1.mat,57,1,-9.2,1,1,straight_v080,0.8,0,Inf,3.2,clean,0,3.19,8,-8.81098714488559,-8.80682318409111,0.0592927051428582,0.389012855114414,0.393176815908889,3,0.999996840953827
5,5,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_005_m09p2_m09p1.mat,58,2,-9.1,1,1,straight_v080,0.8,0,Inf,3.2,clean,3.2,6.39,8,-9.25193946194655,-9.25243390360944,0.00894772551874022,-0.151939461946553,-0.152433903609438,3,0.999906361103058
5,5,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_005_m09p2_m09p1.mat,59,3,-9.2,2,2,straight_v095,0.95,0,Inf,3.2,clean,6.4,9.59,8,-9.18719994078541,-9.18697176977845,0.0081305568400412,0.0128000592145892,0.0130282302215505,3,0.999999284744263
5,5,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_005_m09p2_m09p1.mat,60,4,-9.1,2,2,straight_v095,0.95,0,Inf,3.2,clean,9.6,12.79,8,-9.05932172404985,-9.05933026178631,0.000165370341648603,0.0406782759501514,0.0406697382136905,3,0.999998927116394
5,5,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_005_m09p2_m09p1.mat,61,5,-9.2,3,3,straight_v115,1.15,0,Inf,3.2,clean,12.8,15.99,8,-9.15562269559197,-9.15609686013076,0.00118093028102027,0.0443773044080267,0.0439031398692382,3,1
5,5,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_005_m09p2_m09p1.mat,62,6,-9.1,3,3,straight_v115,1.15,0,Inf,3.2,clean,16,19.19,8,-9.10609400571245,-9.10643754288336,0.00403631247431894,-0.00609400571244834,-0.00643754288335963,3,1
5,5,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_005_m09p2_m09p1.mat,63,7,-9.2,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,19.2,22.39,8,-9.23640889243441,-9.22055463598864,0.0391227499948424,-0.0364088924344141,-0.0205546359886384,3,0.999999403953552
5,5,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_005_m09p2_m09p1.mat,64,8,-9.1,4,4,left_R40_v095,0.95,0.02375,40,3.2,clean,22.4,25.59,8,-9.04894495915331,-9.04508067290866,0.0323406627329843,0.051055040846693,0.0549193270913353,3,0.999960482120514
5,5,E:\Matlab\Simulink\S-Function_16\data\paths\modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1\path_modern_tcn_theta_sweep_multicond_shortpaths_v1_theta0p1_005_m09p2_m09p1.mat,65,9,-9.2,5,5,right_R40_v095,0.95,-0.02375,40,3.2,clean,25.6,28.79,8,-9.40918493079223,-9.31334286258497,0.16785093890897,-0.209184930792233,-0.11334286258497,3,0.99999988079071
