epoch,lr,train_loss,val_loss,val_score,val_acc_main,val_acc_turn,val_acc_turn_transition,val_theta_mae_deg,val_flat_recall,val_stall_recall,val_slope_recall
1,0.0009998286624877785,0.7263064747213769,0.4085086434867609,1.291478416537271,0.8769559032716927,0.7336415362731152,0.3307291666666667,3.0034127235412598,0.8146775389177169,0.91005291005291,0.9379905808477237
2,0.0009993147673772868,0.2155699457003354,0.17275734347520477,0.7216326626042948,0.94950213371266,0.7702702702702703,0.4192708333333333,3.2909789085388184,0.9681245366938473,0.8359788359788359,0.9466248037676609
3,0.000998458666866564,0.1256933324139458,0.15352191317132324,0.627935705071323,0.9527027027027027,0.8090327169274538,0.4375,1.910876989364624,0.9970348406226834,0.8412698412698413,0.9222919937205651
4,0.0009972609476841365,0.10185794812508486,0.1200236368548141,0.5537402730161345,0.966927453769559,0.7912517780938834,0.4713541666666667,1.9791263341903687,0.9866567828020756,0.8465608465608465,0.9638932496075353
5,0.000995722430686905,0.08881601449512933,0.11654951765730574,0.5132991788917496,0.9576813655761024,0.8147226173541963,0.5026041666666666,1.7150659561157227,0.9859154929577465,0.8941798941798942,0.9372056514913658
6,0.0009938441702975688,0.08151276738241175,0.12477407310883995,0.44503927509753033,0.9665718349928877,0.8264580369843528,0.5598958333333334,1.4890093803405762,0.9807264640474426,0.8518518518518519,0.9686028257456829
7,0.0009916274537819772,0.08061372512023865,0.10466219578070797,0.48236422055956873,0.9704836415362731,0.8172119487908962,0.5130208333333334,1.8790028095245361,0.9844329132690882,0.8835978835978836,0.9686028257456829
8,0.0009890738003669026,0.06270153562114407,0.10238452474050129,0.44384517378635235,0.9719061166429588,0.835348506401138,0.5416666666666666,1.8545994758605957,0.9851742031134173,0.8518518518518519,0.9756671899529042
9,0.000986184960198838,0.058158141842923734,0.11302779096670205,0.4341812690939876,0.9726173541963016,0.8296586059743954,0.546875,1.3181138038635254,0.9911045218680504,0.8306878306878307,0.9740973312401884
10,0.0009829629131445337,0.05667328757344589,0.11640101395663971,0.3917813000813543,0.9715504978662873,0.8492176386913229,0.5911458333333334,1.4280636310577393,0.9725722757598221,0.8571428571428571,0.9874411302982732
11,0.0009794098674340962,0.049723348667035115,0.09233764832465781,0.35448195210264555,0.980796586059744,0.8595305832147937,0.59375,1.4850021600723267,0.9948109710896961,0.91005291005291,0.9764521193092621
12,0.0009755282581475765,0.05010383696105156,0.08801832424203837,0.32412364185195564,0.9797297297297297,0.8655761024182077,0.6171875,1.423179268836975,0.9859154929577465,0.9259259259259259,0.9811616954474097
