epoch,lr,loss_mode,train_loss,train_loss_fixed_total,train_loss_main,train_loss_turn,train_loss_theta,train_loss_main_base,train_loss_turn_base,train_loss_theta_base,train_loss_main_raw,train_loss_turn_raw,train_loss_theta_raw,train_loss_transition_focal_raw,train_loss_transition_focal_weighted,train_loss_stall_focal_raw,train_loss_stall_focal_weighted,train_loss_theta_smooth,train_loss_flat_theta_expert_reg,train_loss_flat_theta_expert_reg_weighted,val_loss,val_loss_main,val_loss_turn,val_loss_theta,val_loss_main_base,val_loss_turn_base,val_loss_theta_base,val_loss_main_raw,val_loss_turn_raw,val_loss_theta_raw,val_loss_transition_focal_raw,val_loss_transition_focal_weighted,val_loss_stall_focal_raw,val_loss_stall_focal_weighted,val_loss_theta_smooth,val_loss_flat_theta_expert_reg,val_loss_flat_theta_expert_reg_weighted,val_score,val_acc_main,val_acc_turn,val_main_confidence_mean,val_turn_confidence_mean,val_main_low_conf_0p60_ratio,val_turn_low_conf_0p60_ratio,val_turn_left_recall,val_turn_right_recall,val_acc_turn_transition,val_theta_mae_deg,val_theta_abs_le_10_p95_abs_err_deg,val_theta_neg_10_8_p95_abs_err_deg,val_theta_pos_8_10_p95_abs_err_deg,val_theta_abs_le_8_p95_abs_err_deg,val_theta_neg_8_6_p95_abs_err_deg,val_theta_pos_6_8_p95_abs_err_deg,val_theta_neg_2_0p5_p95_abs_err_deg,val_theta_pos_0p5_2_p95_abs_err_deg,val_theta_flat_abs_p95_deg,val_theta_flat_bias_deg,val_theta_near_flat_abs_p95_deg,val_theta_true_zero_abs_p95_deg,val_flat_recall,val_stall_recall,val_slope_recall,val_flat_as_stall_ratio,val_stall_as_flat_ratio,val_cm_main,val_cm_turn,alpha,s_main,s_turn,s_theta,weight_main,weight_turn,weight_theta,task_weight_main,task_weight_turn,task_weight_theta,initial_loss_main,initial_loss_turn,initial_loss_theta,grad_norm_main,grad_norm_turn,grad_norm_theta,gradnorm_loss,gradnorm_unstable
1,0.0009998286624877785,fixed,0.9229766674530442,1.8459533349060884,0.7020498836413364,0.2034547522297153,0.01747202864169743,0.7020498836413364,0.2034547522297153,0.016910080911533162,0.7020498836413364,1.0172737472012194,0.019838622077261427,0.5214252978431687,0.0,1.4134316620949905,0.0,0.0,0.056194768512226094,0.0005619476707319847,0.7750660846455978,0.566616693739962,0.20384192388096423,0.004607461196785044,0.566616693739962,0.20384192388096423,0.004242174095488046,0.566616693739962,1.0192096023017563,0.005680111875311447,0.5312293689854252,0.0,2.560827115875781,0.0,0.0,0.03652871030210158,0.00036528709343620685,8.756885281087852,0.8230040595399188,0.43437077131258456,0.7084417432150756,0.4940575216724214,0.359404600811908,0.8316644113667118,0.5296655879180151,0.6054502369668247,0.3198757763975155,2.9935550689697266,8.814449310302734,9.056269645690918,6.979301452636719,8.886950492858887,8.048333168029785,9.276920318603516,9.792356491088867,7.850026607513428,10.853797912597656,-0.32688939571380615,10.492340087890625,nan,0.4840182648401826,0.23809523809523808,0.9055407209612817,0.0,0.07142857142857142,"[[318, 0, 339], [3, 10, 29], [253, 30, 2713]]","[[511, 171, 162], [767, 603, 554], [317, 119, 491]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,0.0009993147673772868,fixed,0.5909385468124067,1.1818770936248133,0.3920753870975936,0.1924913671654029,0.0063717912726378775,0.3920753870975936,0.1924913671654029,0.006210723874556444,0.3920753870975936,0.9624568190488966,0.007725978964256026,0.5359613829443305,0.0,0.9243648015361594,0.0,0.0,0.016106738665105275,0.00016106738310208985,0.5351104486940356,0.3310268049311089,0.20067787709594256,0.003405760699840255,0.3310268049311089,0.20067787709594256,0.003278557680791725,0.3310268049311089,1.0033893634889057,0.004203487582585405,0.5459731720458509,0.0,2.543789929401568,0.0,0.0,0.012720304814763418,0.00012720304515927334,6.393789604623335,0.9044654939106901,0.41136671177266576,0.8753273712298589,0.5348289851142637,0.061434370771312585,0.7466847090663058,0.6720604099244876,0.6090047393364929,0.3198757763975155,2.75648832321167,7.737623691558838,7.4086174964904785,7.659826278686523,7.807132720947266,9.337259292602539,6.307549476623535,4.044290542602539,5.604772567749023,6.932435035705566,0.3274540901184082,9.488722801208496,nan,0.821917808219178,0.23809523809523808,0.931909212283044,0.0,0.047619047619047616,"[[540, 0, 117], [2, 10, 30], [194, 10, 2792]]","[[514, 22, 308], [753, 383, 788], [279, 25, 623]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,0.000998458666866564,fixed,0.4507035633668658,0.9014071267337316,0.2577319423473641,0.18705959397039812,0.005912030537731793,0.2577319423473641,0.18705959397039812,0.005805086358876601,0.2577319423473641,0.935297955873982,0.006931570618830847,0.5395170538270673,0.0,0.7000021815581261,0.0,0.0,0.010694415510812795,0.00010694415238261736,0.5336841855384662,0.332800331078621,0.19699663073026116,0.003887221541795098,0.332800331078621,0.19699663073026116,0.0037994498465744545,0.332800331078621,0.9849831424320825,0.0049015461692790705,0.5383995634293202,0.0,2.624098274848992,0.0,0.0,0.008777172728636994,8.777172522830773e-05,6.9323919491504995,0.9058186738836265,0.45223274695534504,0.9026355715893244,0.5394481508484766,0.04248985115020298,0.7196211096075779,0.6752966558791802,0.5367298578199052,0.33540372670807456,2.8937039375305176,8.175780296325684,7.996751308441162,6.1138715744018555,8.22950267791748,8.402563095092773,6.815363883972168,5.608185768127441,7.311493396759033,7.908466339111328,-2.015374183654785,8.873537063598633,nan,0.7534246575342466,0.23809523809523808,0.9485981308411215,0.0,0.11904761904761904,"[[495, 0, 162], [5, 10, 27], [113, 41, 2842]]","[[453, 106, 285], [555, 592, 777], [215, 86, 626]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,0.0009972609476841365,fixed,0.39581952190808817,0.7916390438161763,0.20852753198350923,0.1825113364861747,0.004780653331152001,0.20852753198350923,0.1825113364861747,0.004712275226239129,0.20852753198350923,0.9125566646295347,0.005631641162054203,0.533836835849609,0.0,0.6069090634337161,0.0,0.0,0.006837810659363583,6.837810487941688e-05,0.4992804346291074,0.30143877742093694,0.19526839763208398,0.002573259308283924,0.30143877742093694,0.19526839763208398,0.002516915543314891,0.30143877742093694,0.976341969266796,0.003094217347243299,0.5321556195515902,0.0,2.8665844889724417,0.0,0.0,0.005634380039205732,5.634379901145667e-05,5.5546319571440845,0.9147496617050067,0.45656292286874156,0.922936698263084,0.5457173584541885,0.03545331529093369,0.6866035182679296,0.6655879180151025,0.5888625592417062,0.35714285714285715,2.3544182777404785,6.306950569152832,5.775475025177002,6.062696933746338,6.402106285095215,5.196375846862793,5.023751735687256,4.85336971282959,5.726533889770508,7.257137298583984,0.9707694053649902,8.622946739196777,nan,0.821917808219178,0.23809523809523808,0.9445927903871829,0.0,0.14285714285714285,"[[540, 0, 117], [6, 10, 26], [140, 26, 2830]]","[[497, 134, 213], [620, 573, 731], [242, 68, 617]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,0.000995722430686905,fixed,0.36563122410964344,0.7312624482192869,0.18418483061978413,0.17707924328086755,0.0043671486845841875,0.18418483061978413,0.17707924328086755,0.004293831504729928,0.18418483061978413,0.8853961973183384,0.005079779401342664,0.5274774006846971,0.0,0.46444699352531515,0.0,0.0,0.007331719011492282,7.331718814090168e-05,0.46873968797704363,0.2669815118161203,0.19892691068139548,0.002831258923785713,0.2669815118161203,0.19892691068139548,0.0027525313356097317,0.2669815118161203,0.994634537025782,0.0037634876854112814,0.5849693953587657,0.0,2.649889736916052,0.0,0.0,0.007872759528503488,7.872759333511762e-05,6.2705642918187365,0.9355886332882274,0.46008119079837617,0.9373063450105112,0.5818762504901849,0.019215155615696887,0.5786197564276049,0.6483279395900755,0.5734597156398105,0.35093167701863354,2.4057304859161377,7.206506729125977,6.478190898895264,5.990755558013916,7.496503829956055,5.735799312591553,4.946354389190674,5.096741199493408,8.47890567779541,10.586028099060059,-1.6599342823028564,12.123157501220703,nan,0.9330289193302892,0.23809523809523808,0.9459279038718291,0.0,0.07142857142857142,"[[613, 0, 44], [3, 10, 29], [145, 17, 2834]]","[[484, 84, 276], [598, 615, 711], [230, 96, 601]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,0.0009938441702975688,fixed,0.3492723031935137,0.6985446063870274,0.17139165272469803,0.1741870694708511,0.0036935798747599,0.17139165272469803,0.1741870694708511,0.0036280553180296615,0.17139165272469803,0.8709353245756458,0.004053704714570126,0.5356782785207133,0.0,0.3864878372911495,0.0,0.0,0.0065524555914930225,6.552455464702341e-05,0.45943074148949814,0.25531247530802986,0.2017014753995955,0.0024167888248351897,0.25531247530802986,0.2017014753995955,0.002347471153096413,0.25531247530802986,1.008507357382484,0.0030760323630043473,0.5733063690555918,0.0,2.1937319692408517,0.0,0.0,0.0069317663050633485,6.931766211167067e-05,5.88862110780631,0.9336941813261164,0.43599458728010826,0.940822483608503,0.5648384148449905,0.017050067658998646,0.6175913396481733,0.6105717367853291,0.6007109004739336,0.32919254658385094,2.2944955825805664,6.400447845458984,5.462599277496338,4.898376941680908,6.671762466430664,5.709281921386719,5.085960865020752,9.530537605285645,5.445496559143066,8.216104507446289,1.8208777904510498,10.525930404663086,nan,0.9299847792998478,0.3333333333333333,0.9429238985313751,0.0,0.14285714285714285,"[[611, 0, 46], [6, 14, 22], [136, 35, 2825]]","[[507, 78, 259], [699, 538, 687], [264, 97, 566]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,0.0009916274537819772,fixed,0.32989913199390586,0.6597982639878117,0.1561941630077691,0.1702639787552599,0.003440989416216142,0.1561941630077691,0.1702639787552599,0.00337860309607335,0.1561941630077691,0.8513198742287238,0.0036651735275783676,0.5231535046313662,0.0,0.39555424874317185,0.0,0.0,0.0062386321037265335,6.238631970347917e-05,0.47056569408660653,0.265232075680254,0.20295372662589417,0.0023798892980867415,0.265232075680254,0.20295372662589417,0.0022607059977288297,0.265232075680254,1.0147686166111607,0.0032271588315080767,0.5702787100300899,0.0,2.5932383659889564,0.0,0.0,0.01191833128343577,0.00011918331003818454,7.0732009706472585,0.9393775372124492,0.4679296346414073,0.9340624344696506,0.5785276634727464,0.06414073071718539,0.6154262516914749,0.7087378640776699,0.44075829383886256,0.3944099378881988,2.175469398498535,6.240077495574951,5.891547203063965,4.938554286956787,6.501067638397217,4.4168572425842285,4.106477737426758,12.956220626831055,13.363757133483887,12.341205596923828,2.9006428718566895,12.190034866333008,nan,0.984779299847793,0.38095238095238093,0.9372496662216289,0.0,0.07142857142857142,"[[647, 0, 10], [3, 16, 23], [155, 33, 2808]]","[[372, 165, 307], [438, 700, 786], [165, 105, 657]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,0.0009890738003669026,fixed,0.3101529902000163,0.6203059804000326,0.14078716949323494,0.1661543747603666,0.003211447341511056,0.14078716949323494,0.1661543747603666,0.003158032451954914,0.14078716949323494,0.8307718584697471,0.0034334596220534177,0.5108335079298787,0.0,0.2993927362495771,0.0,0.0,0.005341491590238965,5.341491470879629e-05,0.4278432951647793,0.23415695265923528,0.19203627431747555,0.0016500698265157065,0.23415695265923528,0.19203627431747555,0.0015867450787447625,0.23415695265923528,0.9601813597833997,0.0023476556915769677,0.5583717387083903,0.0,2.16163252545418,0.0,0.0,0.006332475396379808,6.332475170133955e-05,4.960517194553842,0.9480378890392422,0.49282814614343706,0.9524873405605156,0.5852644922342859,0.010825439783491205,0.5423545331529094,0.6914778856526429,0.6327014218009479,0.38198757763975155,1.996763825416565,5.600944519042969,4.691965579986572,4.169783592224121,5.730591773986816,5.1790080070495605,4.880345821380615,5.657174587249756,5.494323253631592,6.823306083679199,2.4638733863830566,9.047415733337402,nan,0.9710806697108066,0.4523809523809524,0.9499332443257676,0.0,0.023809523809523808,"[[638, 0, 19], [1, 19, 22], [135, 15, 2846]]","[[534, 132, 178], [633, 646, 645], [224, 62, 641]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,0.000986184960198838,fixed,0.29701061348378804,0.5940212269675761,0.13133224863684093,0.1631160728325536,0.0025622925436680553,0.13133224863684093,0.1631160728325536,0.0025118179514511028,0.13133224863684093,0.8155803478768779,0.0027437092263292787,0.511245098443031,0.0,0.27406810280554966,0.0,0.0,0.005047459659663088,5.047459532295753e-05,0.4814633278627357,0.2823490898244597,0.19650302892286176,0.002611212783363296,0.2823490898244597,0.19650302892286176,0.0025653078529545193,0.2823490898244597,0.9825151230711414,0.0031843704678728188,0.5847761601653247,0.0,2.7296035394939584,0.0,0.0,0.004590495070379545,4.5904949692525954e-05,5.7398949814570885,0.9315290933694181,0.5115020297699594,0.9526647711228905,0.5992207342271987,0.020027063599458727,0.5531799729364005,0.6299892125134844,0.590047393364929,0.3944099378881988,2.4781646728515625,6.359780311584473,6.249512195587158,4.768110752105713,6.545286655426025,6.209348678588867,4.939990997314453,4.01961088180542,10.297501564025879,8.512839317321777,-0.40355220437049866,10.099044799804688,nan,0.9634703196347032,0.40476190476190477,0.931909212283044,0.0,0.023809523809523808,"[[633, 0, 24], [1, 17, 24], [173, 31, 2792]]","[[498, 177, 169], [524, 808, 592], [175, 168, 584]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,0.0009829629131445337,fixed,0.29883276354964383,0.5976655270992877,0.13718636934532502,0.15901878781306114,0.002627607761801729,0.13718636934532502,0.15901878781306114,0.0025746516127761825,0.13718636934532502,0.7950939251179487,0.002832374139031084,0.4892437896571868,0.0,0.2671300982878568,0.0,0.0,0.005295613633219816,5.29561354464585e-05,0.4668587512027911,0.26565839003000274,0.19925906196418086,0.0019412959845174552,0.26565839003000274,0.19925906196418086,0.0019017285802836387,0.26565839003000274,0.9962952980169263,0.0026569406590166125,0.610418605272115,0.0,2.6887094066682167,0.0,0.0,0.003956739159857952,3.956739027953407e-05,4.945758732473588,0.926657645466847,0.5001353179972936,0.9481053098836051,0.6109925933151894,0.06224627875507442,0.5231393775372124,0.6040992448759439,0.5746445497630331,0.3804347826086957,2.2246315479278564,6.0378265380859375,5.527778625488281,4.403630256652832,6.248751640319824,4.985857963562012,4.471099376678467,3.1876063346862793,4.0996856689453125,5.042492389678955,0.7583443522453308,7.236747741699219,nan,0.7275494672754946,0.35714285714285715,0.9783044058744993,0.0,0.023809523809523808,"[[478, 0, 179], [1, 15, 26], [51, 14, 2931]]","[[485, 174, 185], [562, 803, 559], [192, 175, 560]]",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
