metric,mean,std,min,max
acc_main,0.977272727272727,0,0.977272727272727,0.977272727272727
acc_turn,0.938689217758985,0,0.938689217758985,0.938689217758985
acc_turn_pure,0.952751528627015,0,0.952751528627015,0.952751528627015
acc_turn_transition,0.666666666666667,0,0.666666666666667,0.666666666666667
theta_mae_deg,0.250743190662046,0,0.250743190662046,0.250743190662046
flat_recall,0.994652406417112,0,0.994652406417112,0.994652406417112
stall_recall,0.903846153846154,0,0.903846153846154,0.903846153846154
slope_recall,0.941619585687382,0,0.941619585687382,0.941619585687382
uphill_recall,0.826446280991736,0,0.826446280991736,0.826446280991736
downhill_recall,0.706713780918728,0,0.706713780918728,0.706713780918728
theta_abs_le_8_mae_deg,0.250743190662046,0,0.250743190662046,0.250743190662046
theta_abs_le_10_mae_deg,0.250743190662046,0,0.250743190662046,0.250743190662046
theta_pos_6_8_mae_deg,0.360270280061865,0,0.360270280061865,0.360270280061865
theta_pos_6_8_bias_deg,0.0443035905464987,0,0.0443035905464987,0.0443035905464987
theta_neg_8_6_mae_deg,0.333126725300481,0,0.333126725300481,0.333126725300481
theta_neg_8_6_bias_deg,-0.213459902882961,0,-0.213459902882961,-0.213459902882961
