model,seed,best_epoch,n_windows,elapsed_seconds,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,theta_mae_deg,theta_abs_le_8_mae_deg,theta_abs_le_8_rmse_deg,theta_abs_le_8_bias_deg,theta_abs_le_10_mae_deg,theta_abs_le_10_rmse_deg,theta_abs_le_10_bias_deg,theta_pos_6_8_mae_deg,theta_pos_6_8_rmse_deg,theta_pos_6_8_bias_deg,theta_pos_6_8_n,theta_neg_8_6_mae_deg,theta_neg_8_6_rmse_deg,theta_neg_8_6_bias_deg,theta_neg_8_6_n,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,onnx_file
ModernTCN-small v1 MATLAB,42,37,1892,37.8223646,0.977272727272727,0.938689217758985,0.952751528627015,0.666666666666667,0.250743190662046,0.250743190662046,0.539397941649329,-0.0197885379005892,0.250743190662046,0.539397941649329,-0.0197885379005892,0.360270280061865,0.528311820644609,0.0443035905464987,68,0.333126725300481,0.392856275846015,-0.213459902882961,55,0.994652406417112,0.903846153846154,0.941619585687382,0.826446280991736,0.706713780918728,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v6_theta_p95_s42_gate_p1p5_f0p20_stage2_t080_p95select_scale1p02\modern_tcn_seed42.onnx
