controller,j_du,dF_rms,domega_cmd_rms,F_sat595_pct,F_limit_hit_pct,omega_sat060_pct,omega_limit_hit_pct,limit_hit_max_pct,limit_hit_max_channel,limit_hit_definition,viol_rate,viol_rate_pct,violation_definition
ModernTCN,0.5990764105,0.7739165678,0.0113822922,0,0,0.05804443037,0,0,F_cmd,"channel-wise samples within 1% of the active input limit; panel d uses max(F_cmd, omega_cmd)",0,0,samples outside the active input limits
GRU,7.029765058,2.651299686,0.01936577385,0,0,1.984064165,0,0,F_cmd,"channel-wise samples within 1% of the active input limit; panel d uses max(F_cmd, omega_cmd)",0,0,samples outside the active input limits
TCN,235.673671,15.35160306,0.04420930789,0.4326948446,0.4063110126,0.4538019102,0.1688565247,0.4063110126,F_cmd,"channel-wise samples within 1% of the active input limit; panel d uses max(F_cmd, omega_cmd)",5.276766398e-05,0.005276766398,samples outside the active input limits
LPV-MPC_theta0,285.928967,16.90942958,0.01257904169,53.12648409,53.02094876,63.46894623,62.50857475,62.50857475,omega_cmd,"channel-wise samples within 1% of the active input limit; panel d uses max(F_cmd, omega_cmd)",0.103952298,10.3952298,samples outside the active input limits
LPV-MPC_IMU_theta,285.8179531,16.90614672,0.01249570577,52.98928816,52.85209224,63.04152815,62.0758799,62.0758799,omega_cmd,"channel-wise samples within 1% of the active input limit; panel d uses max(F_cmd, omega_cmd)",0.103952298,10.3952298,samples outside the active input limits
LPV-MPC_oracle_theta,0.06085204523,0.24667609,0.001718093413,0,0,0,0,0,F_cmd,"channel-wise samples within 1% of the active input limit; panel d uses max(F_cmd, omega_cmd)",0,0,samples outside the active input limits
