time_s,ModernTCN_e_y_m,ModernTCN_causal_e_y_m,ModernTCN_e_psi_rad,ModernTCN_causal_e_psi_rad,ModernTCN_X_m,ModernTCN_Y_m,ModernTCN_causal_X_m,ModernTCN_causal_Y_m,reference_X_m,reference_Y_m
0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0,6.104675899e-06,0,6.104675899e-06,0,0.007999994391,0
0.02,0,0,0,0,3.796755599e-05,0,3.796755599e-05,0,0.01599998878,0
0.03,0,0,0,0,0.0001227947203,0,0.0001227947203,0,0.02399998317,0
0.04,0,0,0,0,0.0002873878703,0,0.0002873878703,0,0.03199997756,0
0.05,0,0,0,0,0.0005570461804,0,0.0005570461804,0,0.03999997195,0
0.06,0,0,0,0,0.0009547818971,0,0.0009547818971,0,0.04799992444,0
0.07,0,0,0,0,0.001500846691,0,0.001500846691,0,0.05599987693,0
0.08,0,0,0,0,0.002212504884,0,0.002212504884,0,0.06399982942,0
0.09,0,0,0,0,0.003103989278,0,0.003103989278,0,0.07199978191,0
0.1,0,0,0,0,0.004186588305,0,0.004186588305,0,0.07999973439,0
0.11,0,0,0,0,0.005468824167,0,0.005468824167,0,0.08799959893,0
0.12,0,0,0,0,0.006956691025,0,0.006956691025,0,0.09599946346,0
0.13,0,0,0,0,0.008653927553,0,0.008653927553,0,0.103999328,0
0.14,0,0,0,0,0.01056230243,0,0.01056230243,0,0.1119991925,0
0.15,0,0,0,0,0.01268189745,0,0.01268189745,0,0.1199990571,0
0.16,0,0,0,0,0.01501137642,0,0.01501137642,0,0.1279987882,0
0.17,0,0,0,0,0.01754823418,0,0.01754823418,0,0.1359985193,0
0.18,0,0,0,0,0.02028902174,0,0.02028902174,0,0.1439982504,0
0.19,0,0,0,0,0.02322954382,0,0.02322954382,0,0.1519979815,0
0.2,0,0,0,0,0.02636502963,0,0.02636502963,0,0.1599977126,0
0.21,0,0,0,0,0.02969027748,0,0.02969027748,0,0.1679972654,0
0.22,0,0,0,0,0.0331997777,0,0.0331997777,0,0.1759968182,0
0.23,0,0,0,0,0.03688781635,0,0.03688781635,0,0.183996371,0
0.24,0,0,0,0,0.04074855939,0,0.04074855939,0,0.1919959238,0
0.25,0,0,0,0,0.04477612073,0,0.04477612073,0,0.1999954766,0
0.26,0,0,0,0,0.04896461548,0,0.04896461548,0,0.2079948068,0
0.27,0,0,0,0,0.0533082038,0,0.0533082038,0,0.2159941369,0
0.28,0,0,0,0,0.05780112731,0,0.05780112731,0,0.2239934671,0
0.29,0,0,0,0,0.06243773572,0,0.06243773572,0,0.2319927973,0
0.3,0,0,0,0,0.06721250652,0,0.06721250652,0,0.2399921275,0
0.31,0,0,0,0,0.07212005753,0,0.07212005753,0,0.2479911914,0
0.32,0,0,0,0,0.07715515765,0,0.07715515765,0,0.2559902553,0
0.33,0,0,0,0,0.08231273647,0,0.08231273647,0,0.2639893191,0
0.34,0,0,0,0,0.0875878887,0,0.0875878887,0,0.271988383,0
0.35,0,0,0,0,0.09297587579,0,0.09297587579,0,0.2799874469,0
0.36,0,0,0,0,0.09847212365,0,0.09847212365,0,0.2879862013,0
0.37,0,0,0,0,0.1040722218,0,0.1040722218,0,0.2959849558,0
0.38,0,0,0,0,0.1097719242,0,0.1097719242,0,0.3039837102,0
0.39,0,0,0,0,0.1155671467,0,0.1155671467,0,0.3119824646,0
0.4,0,0,0,0,0.1214539627,0,0.1214539627,0,0.3199812191,0
0.41,0,0,0,0,0.1274285964,0,0.1274285964,0,0.3279796215,0
0.42,0,0,0,0,0.1334874184,0,0.1334874184,0,0.335978024,0
0.43,0,0,0,0,0.1396269449,0,0.1396269449,0,0.3439764264,0
0.44,0,0,0,0,0.1458438332,0,0.1458438332,0,0.3519748289,0
0.45,0,0,0,0,0.1521348763,0,0.1521348763,0,0.3599732313,0
0.46,0,0,0,0,0.1584969946,0,0.1584969946,0,0.3679712398,0
0.47,0,0,0,0,0.1649272318,0,0.1649272318,0,0.3759692484,0
0.48,0,0,0,0,0.1714227536,0,0.1714227536,0,0.3839672569,0
0.49,0,0,0,0,0.1779808441,0,0.1779808441,0,0.3919652654,0
0.5,0,0,0,0,0.1845988997,0,0.1845988997,0,0.3999632739,0
0.51,0,0,0,0,0.1912744219,0,0.1912744219,0,0.4079608471,0
0.52,0,0,0,0,0.1980050124,0,0.1980050124,0,0.4159584204,0
0.53,0,0,0,0,0.204788374,0,0.204788374,0,0.4239559936,0
0.54,0,0,0,0,0.2116223065,0,0.2116223065,0,0.4319535668,0
0.55,0,0,0,0,0.2185047023,0,0.2185047023,0,0.43995114,0
0.56,0,0,0,0,0.2254335382,0,0.2254335382,0,0.4479482372,0
0.57,0,0,0,0,0.2324068724,0,0.2324068724,0,0.4559453343,0
0.58,0,0,0,0,0.2394228455,0,0.2394228455,0,0.4639424314,0
0.59,0,0,0,0,0.2464796777,0,0.2464796777,0,0.4719395286,0
0.6,0,0,0,0,0.2535756646,0,0.2535756646,0,0.4799366257,0
0.61,0,0,0,0,0.2607091698,0,0.2607091698,0,0.4879332066,0
0.62,0,0,0,0,0.2678786217,0,0.2678786217,0,0.4959297874,0
0.63,0,0,0,0,0.2750825164,0,0.2750825164,0,0.5039263683,0
0.64,0,0,0,0,0.282319415,0,0.282319415,0,0.5119229491,0
0.65,0,0,0,0,0.2895879402,0,0.2895879402,0,0.51991953,0
0.66,0,0,0,0,0.2968867683,0,0.2968867683,0,0.527915555,0
0.67,0,0,0,0,0.3042146281,0,0.3042146281,0,0.5359115799,0
0.68,0,0,0,0,0.3115703032,0,0.3115703032,0,0.5439076049,0
0.69,0,0,0,0,0.3189526307,0,0.3189526307,0,0.5519036299,0
0.7,0,0,0,0,0.3263604977,0,0.3263604977,0,0.5598996549,0
0.71,0,0,0,0,0.3337928342,0,0.3337928342,0,0.5678950849,0
0.72,0,0,0,0,0.3412486113,0,0.3412486113,0,0.575890515,0
0.73,0,0,0,0,0.3487268455,0,0.3487268455,0,0.5838859451,0
0.74,0,0,0,0,0.3562265968,0,0.3562265968,0,0.5918813751,0
0.75,0,0,0,0,0.3637469665,0,0.3637469665,0,0.5998768052,0
0.76,0,0,0,0,0.3712870893,0,0.3712870893,0,0.6078716019,0
0.77,0,0,0,0,0.3788461326,0,0.3788461326,0,0.6158663986,0
0.78,0,0,0,0,0.3864233007,0,0.3864233007,0,0.6238611953,0
0.79,0,0,0,0,0.3940178342,0,0.3940178342,0,0.631855992,0
0.8,0,0,0,0,0.4016290075,0,0.4016290075,0,0.6398507888,0
0.81,0,0,0,0,0.4092561208,0,0.4092561208,0,0.6478449143,0
0.82,0,0,0,0,0.4168984998,0,0.4168984998,0,0.6558390398,0
0.83,0,0,0,0,0.4245555011,0,0.4245555011,0,0.6638331653,0
0.84,0,0,0,0,0.4322265111,0,0.4322265111,0,0.6718272908,0
0.85,0,0,0,0,0.4399109439,0,0.4399109439,0,0.6798214163,0
0.86,0,0,0,0,0.4476082336,0,0.4476082336,0,0.6878148334,0
0.87,0,0,0,0,0.4553178341,0,0.4553178341,0,0.6958082504,0
0.88,0,0,0,0,0.4630392247,0,0.4630392247,0,0.7038016675,0
0.89,0,0,0,0,0.4707719097,0,0.4707719097,0,0.7117950845,0
0.9,0,0,0,0,0.4785154163,0,0.4785154163,0,0.7197885016,0
0.91,0,0,0,0,0.486269287,0,0.486269287,0,0.7277811735,0
0.92,0,0,0,0,0.4940330788,0,0.4940330788,0,0.7357738454,0
0.93,0,0,0,0,0.5018063703,0,0.5018063703,0,0.7437665173,0
0.94,0,0,0,0,0.5095887614,0,0.5095887614,0,0.7517591892,0
0.95,0,0,0,0,0.5173798705,0,0.5173798705,0,0.7597518611,0
0.96,0,0,0,0,0.5251793276,0,0.5251793276,0,0.7677437518,0
0.97,0,0,0,0,0.5329867733,0,0.5329867733,0,0.7757356424,0
0.98,0,0,0,0,0.5408018664,0,0.5408018664,0,0.7837275331,0
0.99,0,0,0,0,0.5486242837,0,0.5486242837,0,0.7917194238,0
1,0,0,0,0,0.5564537177,0,0.5564537177,0,0.7997113145,0
1.01,0,0,0,0,0.5642898691,0,0.5642898691,0,0.8077023884,0
1.02,0,0,0,0,0.5721324458,0,0.5721324458,0,0.8156934623,0
1.03,0,0,0,0,0.5799811716,0,0.5799811716,0,0.8236845362,0
1.04,0,0,0,0,0.5878357855,0,0.5878357855,0,0.8316756101,0
1.05,0,0,0,0,0.59569604,0,0.59569604,0,0.8396666841,0
1.06,0,0,0,0,0.6035616925,0,0.6035616925,0,0.8476569063,0
1.07,0,0,0,0,0.6114325058,0,0.6114325058,0,0.8556471286,0
1.08,0,0,0,0,0.6193082559,0,0.6193082559,0,0.8636373508,0
1.09,0,0,0,0,0.6271887321,0,0.6271887321,0,0.8716275731,0
1.1,0,0,0,0,0.6350737353,0,0.6350737353,0,0.8796177953,0
1.11,0,0,0,0,0.6429630692,0,0.6429630692,0,0.8876071316,0
1.12,0,0,0,0,0.6508565405,0,0.6508565405,0,0.8955964678,0
1.13,0,0,0,0,0.6587539675,0,0.6587539675,0,0.9035858041,0
1.14,0,0,0,0,0.6666551803,0,0.6666551803,0,0.9115751403,0
1.15,0,0,0,0,0.6745600189,0,0.6745600189,0,0.9195644766,0
1.16,0,0,0,0,0.6824683243,0,0.6824683243,0,0.9275528931,0
1.17,0,0,0,0,0.6903799386,0,0.6903799386,0,0.9355413096,0
1.18,0,0,0,0,0.6982947145,0,0.6982947145,0,0.9435297261,0
1.19,0,0,0,0,0.706212515,0,0.706212515,0,0.9515181426,0
1.2,0,0,0,0,0.7141332116,0,0.7141332116,0,0.9595065591,0
1.21,0,0,0,0,0.7220566756,0,0.7220566756,0,0.9674940226,0
1.22,0,0,0,0,0.7299827778,0,0.7299827778,0,0.9754814862,0
1.23,0,0,0,0,0.7379113985,0,0.7379113985,0,0.9834689498,0
1.24,0,0,0,0,0.7458424272,0,0.7458424272,0,0.9914564134,0
1.25,0,0,0,0,0.7537757612,0,0.7537757612,0,0.999443877,0
1.26,0,0,0,0,0.7617112961,0,0.7617112961,0,1.007430355,0
1.27,0,0,0,0,0.7696489258,0,0.7696489258,0,1.015416833,0
1.28,0,0,0,0,0.7775885529,0,0.7775885529,0,1.023403311,0
1.29,0,0,0,0,0.7855300887,0,0.7855300887,0,1.031389789,0
1.3,0,0,0,0,0.793473451,0,0.793473451,0,1.039376267,0
1.31,0,0,0,0,0.8014185551,0,0.8014185551,0,1.047361728,0
1.32,0,0,0,0,0.8093653137,0,0.8093653137,0,1.055347189,0
1.33,0,0,0,0,0.8173136473,0,0.8173136473,0,1.063332649,0
1.34,0,0,0,0,0.8252634846,0,0.8252634846,0,1.07131811,0
1.35,0,0,0,0,0.8332147605,0,0.8332147605,0,1.07930357,0
1.36,0,0,0,0,0.8411674059,0,0.8411674059,0,1.087287982,0
1.37,0,0,0,0,0.8491213487,0,0.8491213487,0,1.095272394,0
1.38,0,0,0,0,0.8570765239,0,0.8570765239,0,1.103256805,0
1.39,0,0,0,0,0.8650328745,0,0.8650328745,0,1.111241217,0
1.4,0,0,0,0,0.8729903487,0,0.8729903487,0,1.119225629,0
1.41,0,0,0,0,0.8809488905,0,0.8809488905,0,1.127208961,0
1.42,0,0,0,0,0.8889084399,0,0.8889084399,0,1.135192293,0
1.43,0,0,0,0,0.8968689437,0,0.8968689437,0,1.143175625,0
1.44,0,0,0,0,0.9048303561,0,0.9048303561,0,1.151158957,0
1.45,0,0,0,0,0.9127926366,0,0.9127926366,0,1.159142289,0
1.46,0,0,0,0,0.9207557396,0,0.9207557396,0,1.167124511,0
1.47,0,0,0,0,0.9287196146,0,0.9287196146,0,1.175106733,0
1.48,0,0,0,0,0.9366842182,0,0.9366842182,0,1.183088955,0
1.49,0,0,0,0,0.9446495138,0,0.9446495138,0,1.191071177,0
1.5,0,0,0,0,0.9526154698,0,0.9526154698,0,1.199053399,0
1.51,0,0,0,0,0.9605820488,0,0.9605820488,0,1.207034481,0
1.52,0,0,0,0,0.9685492086,0,0.9685492086,0,1.215015564,0
1.53,0,0,0,0,0.9765169132,0,0.9765169132,0,1.222996646,0
1.54,0,0,0,0,0.9844851335,0,0.9844851335,0,1.230977729,0
1.55,0,0,0,0,0.9924538452,0,0.9924538452,0,1.238958811,0
1.56,0,0,0,0,1.000423018,0,1.000423018,0,1.246938725,0
1.57,0,0,0,0,1.008392615,0,1.008392615,0,1.254918639,0
1.58,0,0,0,0,1.016362608,0,1.016362608,0,1.262898552,0
1.59,0,0,0,0,1.024332973,0,1.024332973,0,1.270878466,0
1.6,0,0,0,0,1.032303692,0,1.032303692,0,1.27885838,0
1.61,0,0,0,0,1.040274739,0,1.040274739,0,1.286837097,0
1.62,0,0,0,0,1.048246084,0,1.048246084,0,1.294815813,0
1.63,0,0,0,0,1.056217702,0,1.056217702,0,1.30279453,0
1.64,0,0,0,0,1.064189576,0,1.064189576,0,1.310773247,0
1.65,0,0,0,0,1.07216169,0,1.07216169,0,1.318751963,0
1.66,0,0,0,0,1.080134026,0,1.080134026,0,1.326729455,0
1.67,0,0,0,0,1.088106556,0,1.088106556,0,1.334706946,0
1.68,0,0,0,0,1.096079259,0,1.096079259,0,1.342684438,0
1.69,0,0,0,0,1.104052121,0,1.104052121,0,1.35066193,0
1.7,0,0,0,0,1.112025133,0,1.112025133,0,1.358639421,0
1.71,0,0,0,0,1.119998277,0,1.119998277,0,1.366615661,0
1.72,0,0,0,0,1.127971531,0,1.127971531,0,1.3745919,0
1.73,0,0,0,0,1.135944876,0,1.135944876,0,1.382568139,0
1.74,0,0,0,0,1.143918302,0,1.143918302,0,1.390544378,0
1.75,0,0,0,0,1.151891803,0,1.151891803,0,1.398520618,0
1.76,0,0,0,0,1.159865363,0,1.159865363,0,1.406495578,0
1.77,0,0,0,0,1.167838964,0,1.167838964,0,1.414470538,0
1.78,0,0,0,0,1.175812588,0,1.175812588,0,1.422445498,0
1.79,0,0,0,0,1.183786229,0,1.183786229,0,1.430420459,0
1.8,0,0,0,0,1.191759883,0,1.191759883,0,1.438395419,0
1.81,0,0,0,0,1.199733537,0,1.199733537,0,1.446369074,0
1.82,0,0,0,0,1.207707174,0,1.207707174,0,1.454342729,0
1.83,0,0,0,0,1.21568078,0,1.21568078,0,1.462316384,0
1.84,0,0,0,0,1.223654349,0,1.223654349,0,1.470290039,0
1.85,0,0,0,0,1.231627879,0,1.231627879,0,1.478263694,0
1.86,0,0,0,0,1.239601362,0,1.239601362,0,1.486236018,0
1.87,0,0,0,0,1.247574779,0,1.247574779,0,1.494208343,0
1.88,0,0,0,0,1.255548119,0,1.255548119,0,1.502180667,0
1.89,0,0,0,0,1.26352138,0,1.26352138,0,1.510152991,0
1.9,0,0,0,0,1.271494559,0,1.271494559,0,1.518125316,0
1.91,0,0,0,0,1.27946765,0,1.27946765,0,1.526096284,0
1.92,0,0,0,0,1.287440636,0,1.287440636,0,1.534067253,0
1.93,0,0,0,0,1.295413508,0,1.295413508,0,1.542038222,0
1.94,0,0,0,0,1.303386262,0,1.303386262,0,1.55000919,0
1.95,0,0,0,0,1.311358902,0,1.311358902,0,1.557980159,0
1.96,0,0,0,0,1.319331418,0,1.319331418,0,1.565949747,0
1.97,0,0,0,0,1.327303798,0,1.327303798,0,1.573919336,0
1.98,0,0,0,0,1.335276031,0,1.335276031,0,1.581888924,0
1.99,0,0,0,0,1.343248117,0,1.343248117,0,1.589858513,0
2,0,0,0,0,1.351220058,0,1.351220058,0,1.597828102,0
2.01,0,0,0,0,1.359191849,0,1.359191849,0,1.605796286,0
2.02,0,0,0,0,1.367163474,0,1.367163474,0,1.613764471,0
2.03,0,0,0,0,1.375134928,0,1.375134928,0,1.621732656,0
2.04,0,0,0,0,1.383106208,0,1.383106208,0,1.62970084,0
2.05,0,0,0,0,1.391077319,0,1.391077319,0,1.637669025,0
2.06,0,0,0,0,1.399048256,0,1.399048256,0,1.645635783,0
2.07,0,0,0,0,1.407019005,0,1.407019005,0,1.65360254,0
2.08,0,0,0,0,1.414989559,0,1.414989559,0,1.661569298,0
2.09,0,0,0,0,1.422959919,0,1.422959919,0,1.669536056,0
2.1,0,0,0,0,1.430930088,0,1.430930088,0,1.677502813,0
2.11,0,0,0,0,1.438900064,0,1.438900064,0,1.685468121,0
2.12,0,0,0,0,1.446869832,0,1.446869832,0,1.693433429,0
2.13,0,0,0,0,1.454839386,0,1.454839386,0,1.701398737,0
2.14,0,0,0,0,1.462808728,0,1.462808728,0,1.709364045,0
2.15,0,0,0,0,1.470777862,0,1.470777862,0,1.717329353,0
2.16,0,0,0,0,1.478746784,0,1.478746784,0,1.725293189,0
2.17,0,0,0,0,1.486715483,0,1.486715483,0,1.733257026,0
2.18,0,0,0,0,1.494683952,0,1.494683952,0,1.741220862,0
2.19,0,0,0,0,1.502652192,0,1.502652192,0,1.749184698,0
2.2,0,0,0,0,1.51062021,0,1.51062021,0,1.757148534,0
2.21,0,0,0,0,1.518588002,0,1.518588002,0,1.765110878,0
2.22,0,0,0,0,1.526555556,0,1.526555556,0,1.773073221,0
2.23,0,0,0,0,1.534522866,0,1.534522866,0,1.781035564,0
2.24,0,0,0,0,1.542489933,0,1.542489933,0,1.788997907,0
2.25,0,0,0,0,1.550456766,0,1.550456766,0,1.79696025,0
2.26,0,0,0,0,1.55842336,0,1.55842336,0,1.804921079,0
2.27,0,0,0,0,1.566389703,0,1.566389703,0,1.812881908,0
2.28,0,0,0,0,1.57435579,0,1.57435579,0,1.820842737,0
2.29,0,0,0,0,1.582321624,0,1.582321624,0,1.828803566,0
2.3,0,0,0,0,1.59028721,0,1.59028721,0,1.836764395,0
2.31,0,0,0,0,1.598252548,0,1.598252548,0,1.84472369,0
2.32,0,0,0,0,1.606217623,0,1.606217623,0,1.852682985,0
2.33,0,0,0,0,1.614182433,0,1.614182433,0,1.86064228,0
2.34,0,0,0,0,1.622146978,0,1.622146978,0,1.868601575,0
2.35,0,0,0,0,1.630111267,0,1.630111267,0,1.87656087,0
2.36,0,0,0,0,1.638075297,0,1.638075297,0,1.88451861,0
2.37,0,0,0,0,1.646039055,0,1.646039055,0,1.892476351,0
2.38,0,0,0,0,1.654002538,0,1.654002538,0,1.900434092,0
2.39,0,0,0,0,1.661965748,0,1.661965748,0,1.908391833,0
2.4,0,0,0,0,1.669928692,0,1.669928692,0,1.916349574,0
2.41,0,0,0,0,1.677891369,0,1.677891369,0,1.924305742,0
2.42,0,0,0,0,1.685853766,0,1.685853766,0,1.932261909,0
2.43,0,0,0,0,1.693815879,0,1.693815879,0,1.940218077,0
2.44,0,0,0,0,1.701777711,0,1.701777711,0,1.948174245,0
2.45,0,0,0,0,1.70973927,0,1.70973927,0,1.956130413,0
2.46,0,0,0,0,1.717700554,0,1.717700554,0,1.964084989,0
2.47,0,0,0,0,1.72566155,0,1.72566155,0,1.972039565,0
2.48,0,0,0,0,1.733622255,0,1.733622255,0,1.979994141,0
2.49,0,0,0,0,1.741582672,0,1.741582672,0,1.987948717,0
2.5,0,0,0,0,1.749542809,0,1.749542809,0,1.995903293,0
2.51,0,0,0,0,1.757502663,0,1.757502663,0,2.00385626,0
2.52,0,0,0,0,1.765462224,0,1.765462224,0,2.011809227,0
2.53,0,0,0,0,1.773421486,0,1.773421486,0,2.019762193,0
2.54,0,0,0,0,1.781380453,0,1.781380453,0,2.02771516,0
2.55,0,0,0,0,1.789339134,0,1.789339134,0,2.035668127,0
2.56,0,0,0,0,1.797297527,0,1.797297527,0,2.043619467,0
2.57,0,0,0,0,1.805255619,0,1.805255619,0,2.051570806,0
2.58,0,0,0,0,1.813213407,0,1.813213407,0,2.059522146,0
2.59,0,0,0,0,1.821170894,0,1.821170894,0,2.067473486,0
2.6,0,0,0,0,1.829128089,0,1.829128089,0,2.075424826,0
2.61,0,0,0,0,1.83708499,0,1.83708499,0,2.083374522,0
2.62,0,0,0,0,1.845041585,0,1.845041585,0,2.091324218,0
2.63,0,0,0,0,1.852997869,0,1.852997869,0,2.099273914,0
2.64,0,0,0,0,1.860953848,0,1.860953848,0,2.10722361,0
2.65,0,0,0,0,1.868909529,0,1.868909529,0,2.115173307,0
2.66,0,0,0,0,1.876864911,0,1.876864911,0,2.123121343,0
2.67,0,0,0,0,1.884819981,0,1.884819981,0,2.131069379,0
2.68,0,0,0,0,1.892774737,0,1.892774737,0,2.139017416,0
2.69,0,0,0,0,1.900729181,0,1.900729181,0,2.146965452,0
2.7,0,0,0,0,1.908683322,0,1.908683322,0,2.154913488,0
2.71,0,0,0,0,1.91663716,0,1.91663716,0,2.162859849,0
2.72,0,0,0,0,1.924590681,0,1.924590681,0,2.17080621,0
2.73,0,0,0,0,1.932543883,0,1.932543883,0,2.178752571,0
2.74,0,0,0,0,1.940496768,0,1.940496768,0,2.186698932,0
2.75,0,0,0,0,1.948449346,0,1.948449346,0,2.194645293,0
2.76,0,0,0,0,1.956401616,0,1.956401616,0,2.202589964,0
2.77,0,0,0,0,1.964353565,0,1.964353565,0,2.210534635,0
2.78,0,0,0,0,1.972305189,0,1.972305189,0,2.218479305,0
2.79,0,0,0,0,1.980256493,0,1.980256493,0,2.226423976,0
2.8,0,0,0,0,1.988207486,0,1.988207486,0,2.234368647,0
2.81,0,0,0,0,1.996158166,0,1.996158166,0,2.242311612,0
2.82,0,0,0,0,2.004108521,0,2.004108521,0,2.250254578,0
2.83,0,0,0,0,2.012058548,0,2.012058548,0,2.258197544,0
2.84,0,0,0,0,2.02000825,0,2.02000825,0,2.26614051,0
2.85,0,0,0,0,2.027957636,0,2.027957636,0,2.274083476,0
2.86,0,0,0,0,2.035906706,0,2.035906706,0,2.282024723,0
2.87,0,0,0,0,2.043855447,0,2.043855447,0,2.28996597,0
2.88,0,0,0,0,2.051803855,0,2.051803855,0,2.297907217,0
2.89,0,0,0,0,2.059751935,0,2.059751935,0,2.305848465,0
2.9,0,0,0,0,2.067699696,0,2.067699696,0,2.313789712,0
2.91,0,0,0,0,2.075647136,0,2.075647136,0,2.321729227,0
2.92,0,0,0,0,2.083594244,0,2.083594244,0,2.329668742,0
2.93,0,0,0,0,2.091541015,0,2.091541015,0,2.337608258,0
2.94,0,0,0,0,2.099487454,0,2.099487454,0,2.345547773,0
2.95,0,0,0,0,2.107433571,0,2.107433571,0,2.353487288,0
2.96,0,0,0,0,2.115379363,0,2.115379363,0,2.361425059,0
2.97,0,0,0,0,2.12332482,0,2.12332482,0,2.36936283,0
2.98,0,0,0,0,2.131269937,0,2.131269937,0,2.377300601,0
2.99,0,0,0,0,2.139214718,0,2.139214718,0,2.385238372,0
3,0,0,0,0,2.147159173,0,2.147159173,0,2.393176143,0
3.01,0,0,0,0,2.1551033,0,2.1551033,0,2.401112157,0
3.02,0,0,0,0,2.163047089,0,2.163047089,0,2.409048171,0
3.03,0,0,0,0,2.170990534,0,2.170990534,0,2.416984185,0
3.04,0,0,0,0,2.17893364,0,2.17893364,0,2.4249202,0
3.05,0,0,0,0,2.186876417,0,2.186876417,0,2.432856214,0
3.06,0,0,0,0,2.194818864,0,2.194818864,0,2.44079046,0
3.07,0,0,0,0,2.202760968,0,2.202760968,0,2.448724706,0
3.08,0,0,0,0,2.210702725,0,2.210702725,0,2.456658952,0
3.09,0,0,0,0,2.218644141,0,2.218644141,0,2.464593198,0
3.1,0,0,0,0,2.226585225,0,2.226585225,0,2.472527445,0
3.11,0,0,0,0,2.234525975,0,2.234525975,0,2.480459912,0
3.12,0,0,0,0,2.24246638,0,2.24246638,0,2.488392379,0
3.13,0,0,0,0,2.250406435,0,2.250406435,0,2.496324846,0
3.14,0,0,0,0,2.258346145,0,2.258346145,0,2.504257313,0
3.15,0,0,0,0,2.26628552,0,2.26628552,0,2.51218978,0
3.16,0,0,0,0,2.274224559,0,2.274224559,0,2.520120458,0
3.17,0,0,0,0,2.28216325,0,2.28216325,0,2.528051136,0
3.18,0,0,0,0,2.290101588,0,2.290101588,0,2.535981814,0
3.19,0,0,0,0,2.298039579,0,2.298039579,0,2.543912492,0
3.2,0,0,0,0,2.305977232,0,2.305977232,0,2.55184317,0
3.21,0,0,0,0,2.313914546,0,2.313914546,0,2.559772049,0
3.22,0,0,0,0,2.321851509,0,2.321851509,0,2.567700928,0
3.23,0,0,0,0,2.329788118,0,2.329788118,0,2.575629807,0
3.24,0,0,0,0,2.337724375,0,2.337724375,0,2.583558686,0
3.25,0,0,0,0,2.345660293,0,2.345660293,0,2.591487564,0
3.26,0,0,0,0,2.353595869,0,2.353595869,0,2.599414635,0
3.27,0,0,0,0,2.361531092,0,2.361531092,0,2.607341706,0
3.28,0,0,0,0,2.369465957,0,2.369465957,0,2.615268777,0
3.29,0,0,0,0,2.377400469,0,2.377400469,0,2.623195847,0
3.3,0,0,0,0,2.385334639,0,2.385334639,0,2.631122918,0
3.31,0,0,0,0,2.393268464,0,2.393268464,0,2.639048172,0
3.32,0,0,0,0,2.401201934,0,2.401201934,0,2.646973426,0
3.33,0,0,0,0,2.409135044,0,2.409135044,0,2.65489868,0
3.34,0,0,0,0,2.417067799,0,2.417067799,0,2.662823934,0
3.35,0,0,0,0,2.425000208,0,2.425000208,0,2.670749188,0
3.36,0,0,0,0,2.432932272,0,2.432932272,0,2.678672618,0
3.37,0,0,0,0,2.440863978,0,2.440863978,0,2.686596047,0
3.38,0,0,0,0,2.448795321,0,2.448795321,0,2.694519476,0
3.39,0,0,0,0,2.456726307,0,2.456726307,0,2.702442906,0
3.4,0,0,0,0,2.464656945,0,2.464656945,0,2.710366335,0
3.41,0,0,0,0,2.472587236,0,2.472587236,0,2.718287932,0
3.42,0,0,0,0,2.480517166,0,2.480517166,0,2.72620953,0
3.43,0,0,0,0,2.488446732,0,2.488446732,0,2.734131127,0
3.44,0,0,0,0,2.496375938,0,2.496375938,0,2.742052724,0
3.45,0,0,0,0,2.504304795,0,2.504304795,0,2.749974322,0
3.46,0,0,0,0,2.512233302,0,2.512233302,0,2.75789408,0
3.47,0,0,0,0,2.520161447,0,2.520161447,0,2.765813838,0
3.48,0,0,0,0,2.528089225,0,2.528089225,0,2.773733597,0
3.49,0,0,0,0,2.536016642,0,2.536016642,0,2.781653355,0
3.5,0,0,0,0,2.543943707,0,2.543943707,0,2.789573114,0
3.51,0,0,0,0,2.551870421,0,2.551870421,0,2.797491027,0
3.52,0,0,0,0,2.55979677,0,2.55979677,0,2.805408941,0
3.53,0,0,0,0,2.567722752,0,2.567722752,0,2.813326854,0
3.54,0,0,0,0,2.575648369,0,2.575648369,0,2.821244767,0
3.55,0,0,0,0,2.583573634,0,2.583573634,0,2.829162681,0
3.56,0,0,0,0,2.591498546,0,2.591498546,0,2.837078743,0
3.57,0,0,0,0,2.599423091,0,2.599423091,0,2.844994806,0
3.58,0,0,0,0,2.607347266,0,2.607347266,0,2.852910869,0
3.59,0,0,0,0,2.615271076,0,2.615271076,0,2.860826931,0
3.6,0,0,0,0,2.623194532,0,2.623194532,0,2.868742994,0
3.61,0,0,0,0,2.631117632,0,2.631117632,0,2.876657201,0
3.62,0,0,0,0,2.639040365,0,2.639040365,0,2.884571408,0
3.63,0,0,0,0,2.646962725,0,2.646962725,0,2.892485615,0
3.64,0,0,0,0,2.65488472,0,2.65488472,0,2.900399822,0
3.65,0,0,0,0,2.662806358,0,2.662806358,0,2.908314029,0
3.66,0,0,0,0,2.67072764,0,2.67072764,0,2.916226376,0
3.67,0,0,0,0,2.678648552,0,2.678648552,0,2.924138722,0
3.68,0,0,0,0,2.686569091,0,2.686569091,0,2.932051069,0
3.69,0,0,0,0,2.694489262,0,2.694489262,0,2.939963416,0
3.7,0,0,0,0,2.702409075,0,2.702409075,0,2.947875763,0
3.71,0,0,0,0,2.71032853,0,2.71032853,0,2.955786245,0
3.72,0,0,0,0,2.718247615,0,2.718247615,0,2.963696728,0
