time_s,true_slope_deg,ModernTCN_theta_sch_deg,ModernTCN_theta_error_deg,GRU_theta_sch_deg,GRU_theta_error_deg,TCN_theta_sch_deg,TCN_theta_error_deg,LPV_MPC_theta0_theta_sch_deg,LPV_MPC_theta0_theta_error_deg,LPV_MPC_IMU_theta_theta_sch_deg,LPV_MPC_IMU_theta_theta_error_deg,LPV_MPC_oracle_theta_theta_sch_deg,LPV_MPC_oracle_theta_theta_error_deg
51.59,5.053640625,4.8021624,-0.2514782246,4.351138745,-0.7025018796,4.981061763,-0.0725788623,0,-5.053640625,0.2931437546,-4.76049687,4.915746565,-0.1378940598
51.6,5.053640625,4.80594893,-0.2476916954,4.354572572,-0.6990680527,4.985264334,-0.06837629106,0,-5.053640625,0.2933588823,-4.760281743,4.919521501,-0.1341191235
51.61,5.07051895,4.809685715,-0.2608332355,4.358020688,-0.7124982622,4.9894159,-0.08110305061,0,-5.07051895,0.2935708118,-4.776948139,4.923245927,-0.147273023
51.62,5.07051895,4.8134225,-0.2570964502,4.361468804,-0.7090501462,4.993567466,-0.07695148473,0,-5.07051895,0.2937827413,-4.776736209,4.926970353,-0.1435485969
51.63,5.07051895,4.817159285,-0.253359665,4.36491692,-0.7056020302,4.997719032,-0.07279991885,0,-5.07051895,0.2939946709,-4.77652428,4.93069478,-0.1398241709
51.64,5.07051895,4.820896071,-0.2496228797,4.368365036,-0.7021539142,5.001870597,-0.06864835297,0,-5.07051895,0.2942066004,-4.77631235,4.934419206,-0.1360997449
51.65,5.07051895,4.824632856,-0.2458860944,4.371813152,-0.6987057982,5.006022163,-0.06449678708,0,-5.07051895,0.2944185299,-4.776100421,4.938143632,-0.1323753189
51.66,5.087120672,4.828318021,-0.2588026512,4.375273022,-0.7118476507,5.010122276,-0.07699839647,0,-5.087120672,0.2946272249,-4.792493447,4.941816946,-0.1453037263
51.67,5.087120672,4.832003186,-0.2551174861,4.378732891,-0.7083877811,5.014222388,-0.07289828391,0,-5.087120672,0.2948359199,-4.792284752,4.945490261,-0.1416304118
51.68,5.087120672,4.835688351,-0.251432321,4.382192761,-0.7049279116,5.018322501,-0.06879817135,0,-5.087120672,0.2950446149,-4.792076057,4.949163575,-0.1379570973
51.69,5.087120672,4.839373516,-0.2477471559,4.38565263,-0.7014680421,5.022422614,-0.0646980588,0,-5.087120672,0.2952533099,-4.791867362,4.95283689,-0.1342837828
51.7,5.087120672,4.843058682,-0.2440619908,4.3891125,-0.6980081726,5.026522726,-0.06059794624,0,-5.087120672,0.2954620049,-4.791658667,4.956510204,-0.1306104683
51.71,5.103442784,4.84669213,-0.256750654,4.392581367,-0.710861417,5.030570861,-0.07287192276,0,-5.103442784,0.2956674291,-4.807775355,4.960131806,-0.1433109785
51.72,5.103442784,4.850325579,-0.2531172053,4.396050235,-0.7073925494,5.034618997,-0.0688237874,0,-5.103442784,0.2958728533,-4.807569931,4.963753407,-0.1396893768
51.73,5.103442784,4.853959028,-0.2494837566,4.399519102,-0.7039236819,5.038667132,-0.06477565204,0,-5.103442784,0.2960782774,-4.807364507,4.967375009,-0.1360677751
51.74,5.103442784,4.857592476,-0.2458503079,4.40298797,-0.7004548144,5.042715268,-0.06072751668,0,-5.103442784,0.2962837016,-4.807159083,4.970996611,-0.1324461735
51.75,5.103442784,4.861225925,-0.2422168592,4.406456837,-0.6969859468,5.046763403,-0.05667938132,0,-5.103442784,0.2964891258,-4.806953658,4.974618212,-0.1288245718
51.76,5.11948228,4.864807467,-0.2546748124,4.40993178,-0.7095504997,5.050758973,-0.0687233066,0,-5.11948228,0.2966912428,-4.822791037,4.9781875,-0.1412947795
51.77,5.11948228,4.868389009,-0.2510932704,4.413406722,-0.7060755573,5.054754543,-0.06472773662,0,-5.11948228,0.2968933598,-4.82258892,4.981756788,-0.137725492
51.78,5.11948228,4.871970551,-0.2475117283,4.416881665,-0.7026006149,5.058750113,-0.06073216664,0,-5.11948228,0.2970954769,-4.822386803,4.985326075,-0.1341562044
51.79,5.11948228,4.875552093,-0.2439301863,4.420356607,-0.6991256725,5.062745683,-0.05673659667,0,-5.11948228,0.2972975939,-4.822184686,4.988895363,-0.1305869169
51.8,5.11948228,4.879133635,-0.2403486442,4.423831549,-0.69565073,5.066741253,-0.05274102669,0,-5.11948228,0.2974997109,-4.821982569,4.99246465,-0.1270176294
51.81,5.135236152,4.882662323,-0.2525738289,4.427309522,-0.7079266292,5.070683637,-0.06455251467,0,-5.135236152,0.2976984845,-4.837537667,4.995981022,-0.1392551294
51.82,5.135236152,4.88619101,-0.2490451415,4.430787495,-0.7044486562,5.074626021,-0.06061013058,0,-5.135236152,0.2978972581,-4.837338894,4.999497394,-0.1357387573
51.83,5.135236152,4.889719698,-0.245516454,4.434265468,-0.7009706833,5.078568405,-0.05666774648,0,-5.135236152,0.2980960317,-4.83714012,5.003013766,-0.1322223852
51.84,5.135236152,4.893248385,-0.2419877666,4.437743441,-0.6974927104,5.082510789,-0.05272536238,0,-5.135236152,0.2982948053,-4.836941346,5.006530138,-0.1287060131
51.85,5.135236152,4.896777072,-0.2384590792,4.441221414,-0.6940147374,5.086453173,-0.04878297829,0,-5.135236152,0.2984935789,-4.836742573,5.010046511,-0.125189641
51.86,5.150701394,4.900251822,-0.2504495723,4.444699282,-0.7060021122,5.090341695,-0.06035969871,0,-5.150701394,0.2986889727,-4.852012421,5.013509366,-0.1371920281
51.87,5.150701394,4.903726571,-0.2469748231,4.448177149,-0.7025242446,5.094230217,-0.05647117679,0,-5.150701394,0.2988843666,-4.851817027,5.016972221,-0.1337291727
51.88,5.150701394,4.90720132,-0.2435000739,4.451655017,-0.6990463771,5.098118739,-0.05258265487,0,-5.150701394,0.2990797604,-4.851621634,5.020435077,-0.1302663174
51.89,5.150701394,4.910676069,-0.2400253246,4.455132884,-0.6955685095,5.102007261,-0.04869413294,0,-5.150701394,0.2992751543,-4.85142624,5.023897932,-0.1268034621
51.9,5.150701394,4.914150819,-0.2365505754,4.458610752,-0.6920906419,5.105895783,-0.04480561102,0,-5.150701394,0.2994705482,-4.851230846,5.027360787,-0.1233406068
51.91,5.165875,4.917573712,-0.2483012879,4.462085297,-0.7037897027,5.109729795,-0.05614520543,0,-5.165875,0.2996625261,-4.866212474,5.030769524,-0.1351054756
51.92,5.165875,4.920996606,-0.2448783943,4.465559843,-0.7003151573,5.113563806,-0.05231119379,0,-5.165875,0.2998545039,-4.866020496,5.034178262,-0.1316967383
51.93,5.165875,4.924419499,-0.2414555008,4.469034388,-0.696840612,5.117397818,-0.04847718216,0,-5.165875,0.3000464818,-4.865828518,5.037586999,-0.1282880011
51.94,5.165875,4.927842393,-0.2380326072,4.472508933,-0.6933660667,5.121231829,-0.04464317052,0,-5.165875,0.3002384597,-4.86563654,5.040995736,-0.1248792638
51.95,5.165875,4.931265286,-0.2346097136,4.475983479,-0.6898915214,5.125065841,-0.04080915888,0,-5.165875,0.3004304376,-4.865444562,5.044404473,-0.1214705266
51.96,5.180753963,4.934638804,-0.2461151589,4.479451429,-0.7013025341,5.12884481,-0.05190915278,0,-5.180753963,0.3006189632,-4.880135,5.047758491,-0.1329954719
51.97,5.180753963,4.938012322,-0.242741641,4.48291938,-0.6978345836,5.13262378,-0.04813018348,0,-5.180753963,0.3008074888,-4.879946474,5.051112509,-0.1296414541
51.98,5.180753963,4.94138584,-0.239368123,4.48638733,-0.694366633,5.136402749,-0.04435121419,0,-5.180753963,0.3009960145,-4.879757949,5.054466527,-0.1262874362
51.99,5.180753963,4.944759358,-0.2359946051,4.489855281,-0.6908986825,5.140181718,-0.04057224489,0,-5.180753963,0.3011845401,-4.879569423,5.057820545,-0.1229334184
52,5.180753963,4.948132876,-0.2326210872,4.493323231,-0.687430732,5.143960688,-0.0367932756,0,-5.180753963,0.3013730657,-4.879380897,5.061174563,-0.1195794005
52.01,5.195335277,4.951460579,-0.2438746975,4.496781361,-0.6985539161,5.147684132,-0.04765114474,0,-5.195335277,0.3015581029,-4.893777174,5.06447326,-0.1308620171
52.02,5.195335277,4.954788283,-0.2405469941,4.50023949,-0.6950957865,5.151407577,-0.0439277001,0,-5.195335277,0.30174314,-4.893592137,5.067771957,-0.12756332
52.03,5.195335277,4.958115986,-0.2372192907,4.50369762,-0.6916376569,5.155131022,-0.04020425546,0,-5.195335277,0.3019281772,-4.8934071,5.071070654,-0.1242646228
52.04,5.195335277,4.96144369,-0.2338915873,4.50715575,-0.6881795273,5.158854466,-0.03648081083,0,-5.195335277,0.3021132144,-4.893222063,5.074369351,-0.1209659257
52.05,5.195335277,4.964771393,-0.2305638839,4.510613879,-0.6847213977,5.162577911,-0.03275736619,0,-5.195335277,0.3022982515,-4.893037025,5.077668048,-0.1176672285
52.06,5.209615935,4.968057794,-0.2415581411,4.514059015,-0.6955569196,5.166245276,-0.04337065846,0,-5.209615935,0.302479764,-4.907136171,5.080910824,-0.1287051112
52.07,5.209615935,4.971344194,-0.2382717404,4.517504151,-0.6921117838,5.169912642,-0.03970329293,0,-5.209615935,0.3026612764,-4.906954658,5.084153599,-0.125462336
52.08,5.209615935,4.974630595,-0.2349853397,4.520949287,-0.688666648,5.173580007,-0.03603592741,0,-5.209615935,0.3028427889,-4.906773146,5.087396374,-0.1222195609
52.09,5.209615935,4.977916996,-0.2316989391,4.524394423,-0.6852215121,5.177247373,-0.03236856188,0,-5.209615935,0.3030243013,-4.906591633,5.090639149,-0.1189767857
52.1,5.209615935,4.981203396,-0.2284125384,4.527839558,-0.6817763763,5.180914738,-0.02870119635,0,-5.209615935,0.3032058138,-4.906410121,5.093881924,-0.1157340106
52.11,5.22359293,4.984451874,-0.2391410557,4.53126856,-0.69232437,5.184525453,-0.03906747677,0,-5.22359293,0.3033837653,-4.920209165,5.097068176,-0.126524754
52.12,5.22359293,4.987700352,-0.2358925778,4.534697562,-0.6888953684,5.188136168,-0.03545676192,0,-5.22359293,0.3035617168,-4.920031213,5.100254428,-0.1233385022
52.13,5.22359293,4.99094883,-0.2326440999,4.538126563,-0.6854663668,5.191746883,-0.03184604707,0,-5.22359293,0.3037396684,-4.919853262,5.10344068,-0.1201522504
52.14,5.22359293,4.994197308,-0.2293956219,4.541555565,-0.6820373652,5.195357598,-0.02823533222,0,-5.22359293,0.3039176199,-4.91967531,5.106626931,-0.1169659985
52.15,5.22359293,4.997445786,-0.226147144,4.544984566,-0.6786083635,5.198968313,-0.02462461738,0,-5.22359293,0.3040955714,-4.919497359,5.109813183,-0.1137797467
52.16,5.237263256,5.000658403,-0.2366048536,4.548394313,-0.6888689431,5.202521759,-0.03474149721,0,-5.237263256,0.3042699258,-4.93299333,5.11294231,-0.1243209457
52.17,5.237263256,5.003871019,-0.233392237,4.55180406,-0.6854591965,5.206075205,-0.03118805088,0,-5.237263256,0.3044442803,-4.932818976,5.116071438,-0.1211918185
52.18,5.237263256,5.007083636,-0.2301796204,4.555213806,-0.6820494498,5.209628652,-0.02763460455,0,-5.237263256,0.3046186347,-4.932644622,5.119200565,-0.1180626913
52.19,5.237263256,5.010296252,-0.2269670038,4.558623553,-0.6786397032,5.213182098,-0.02408115821,0,-5.237263256,0.3047929891,-4.932470267,5.122329692,-0.1149335641
52.2,5.237263256,5.013508869,-0.2237543872,4.5620333,-0.6752299566,5.216735544,-0.02052771188,0,-5.237263256,0.3049673435,-4.932295913,5.125458819,-0.111804437
52.21,5.250623907,5.016686813,-0.2339370941,4.565420701,-0.685203206,5.220231049,-0.03039285813,0,-5.250623907,0.3051380647,-4.945485842,5.12853022,-0.1220936862
52.22,5.250623907,5.019864756,-0.2307591505,4.568808102,-0.6818158048,5.223726553,-0.02689735387,0,-5.250623907,0.3053087858,-4.945315121,5.131601622,-0.119022285
52.23,5.250623907,5.0230427,-0.2275812068,4.572195503,-0.6784284037,5.227222057,-0.02340184961,0,-5.250623907,0.3054795069,-4.9451444,5.134673023,-0.1159508837
52.24,5.250623907,5.026220644,-0.2244032632,4.575582904,-0.6750410025,5.230717561,-0.01990634535,0,-5.250623907,0.305650228,-4.944973679,5.137744424,-0.1128794825
52.25,5.250623907,5.029398587,-0.2212253196,4.578970305,-0.6716536014,5.234213066,-0.01641084109,0,-5.250623907,0.3058209492,-4.944802958,5.140815825,-0.1098080813
52.26,5.263671875,5.032543699,-0.2311281763,4.582332281,-0.6813395938,5.237650205,-0.02602166954,0,-5.263671875,0.3059880008,-4.957683874,5.143828899,-0.1198429756
52.27,5.263671875,5.03568881,-0.2279830647,4.585694257,-0.6779776179,5.241087345,-0.02258452969,0,-5.263671875,0.3061550525,-4.957516823,5.146841973,-0.1168299016
52.28,5.263671875,5.038833922,-0.2248379532,4.589056233,-0.6746156421,5.244524485,-0.01914738984,0,-5.263671875,0.3063221042,-4.957349771,5.149855047,-0.1138168276
52.29,5.263671875,5.041979033,-0.2216928416,4.592418209,-0.6712536662,5.247961625,-0.01571024999,0,-5.263671875,0.3064891558,-4.957182719,5.152868121,-0.1108037536
52.3,5.263671875,5.045124145,-0.2185477301,4.595780185,-0.6678916903,5.251398765,-0.01227311014,0,-5.263671875,0.3066562075,-4.957015668,5.155881195,-0.1077906797
52.31,5.276404155,5.048236323,-0.2281678317,4.599113668,-0.6772904868,5.254777219,-0.02162693595,0,-5.276404155,0.3068195535,-4.969584601,5.158835341,-0.1175688138
52.32,5.276404155,5.051348501,-0.2250556538,4.602447151,-0.6739570038,5.258155672,-0.01824848223,0,-5.276404155,0.3069828996,-4.969421255,5.161789486,-0.1146146684
52.33,5.276404155,5.054460679,-0.2219434759,4.605780634,-0.6706235208,5.261534126,-0.01487002851,0,-5.276404155,0.3071462456,-4.969257909,5.164743632,-0.111660523
52.34,5.276404155,5.057572857,-0.218831298,4.609114117,-0.6672900378,5.26491258,-0.0114915748,0,-5.276404155,0.3073095917,-4.969094563,5.167697777,-0.1087063776
52.35,5.276404155,5.060685034,-0.2157191201,4.6124476,-0.6639565548,5.268291033,-0.008113121078,0,-5.276404155,0.3074729377,-4.968931217,5.170651922,-0.1057522321
52.36,5.288817739,5.063764198,-0.2250535411,4.615749544,-0.6730681951,5.271610508,-0.0172072308,0,-5.288817739,0.307632542,-4.981185197,5.173546538,-0.1152712008
52.37,5.288817739,5.066843361,-0.221974378,4.619051487,-0.6697662513,5.274929982,-0.01388775634,0,-5.288817739,0.3077921463,-4.981025592,5.176441153,-0.1123765853
52.38,5.288817739,5.069922524,-0.2188952148,4.622353431,-0.6664643074,5.278249457,-0.01056828188,0,-5.288817739,0.3079517506,-4.980865988,5.179335769,-0.1094819698
52.39,5.288817739,5.073001687,-0.2158160517,4.625655375,-0.6631623636,5.281568931,-0.007248807424,0,-5.288817739,0.3081113549,-4.980706384,5.182230384,-0.1065873542
52.4,5.288817739,5.07608085,-0.2127368885,4.628957319,-0.6598604198,5.284888406,-0.003929332964,0,-5.288817739,0.3082709592,-4.980546779,5.185125,-0.1036927387
52.41,5.300909621,5.079127533,-0.2217820877,4.632224718,-0.6686849026,5.28814862,-0.01276100144,0,-5.300909621,0.3084267856,-4.992482835,5.187959484,-0.1129501367
52.42,5.300909621,5.082174216,-0.2187354046,4.635492118,-0.6654175032,5.291408833,-0.00950078762,0,-5.300909621,0.3085826121,-4.992327009,5.190793969,-0.1101156523
52.43,5.300909621,5.0852209,-0.2156887215,4.638759517,-0.6621501037,5.294669047,-0.006240573804,0,-5.300909621,0.3087384385,-4.992171183,5.193628453,-0.107281168
52.44,5.300909621,5.088267583,-0.2126420383,4.642026917,-0.6588827043,5.297929261,-0.002980359988,0,-5.300909621,0.3088942649,-4.992015356,5.196462937,-0.1044466837
52.45,5.300909621,5.091314266,-0.2095953552,4.645294316,-0.6556153049,5.301189475,0.0002798538287,0,-5.300909621,0.3090500913,-4.99185953,5.199297422,-0.1016121993
52.46,5.312676795,5.094329211,-0.2183475837,4.648524231,-0.6641525643,5.304390159,-0.00828663543,0,-5.312676795,0.3092021037,-5.003474691,5.202071173,-0.1106056214
52.47,5.312676795,5.097344156,-0.2153326384,4.651754145,-0.6609226499,5.307590844,-0.005085950855,0,-5.312676795,0.3093541162,-5.003322679,5.204844925,-0.1078318695
52.48,5.312676795,5.100359102,-0.2123176931,4.654984059,-0.6576927355,5.310791529,-0.00188526628,0,-5.312676795,0.3095061286,-5.003170666,5.207618677,-0.1050581177
52.49,5.312676795,5.103374047,-0.2093027478,4.658213974,-0.6544628211,5.313992213,0.001315418296,0,-5.312676795,0.309658141,-5.003018654,5.210392429,-0.1022843659
52.5,5.312676795,5.106388992,-0.2062878024,4.661443888,-0.6512329067,5.317192898,0.004516102871,0,-5.312676795,0.3098101534,-5.002866641,5.213166181,-0.09951061407
52.51,5.324116254,5.109373043,-0.2147432109,4.66463344,-0.6594828132,5.320333751,-0.003782502871,0,-5.324116254,0.3099583,-5.014157954,5.215878599,-0.1082376549
52.52,5.324116254,5.112357093,-0.2117591605,4.667822993,-0.6562932608,5.323474604,-0.0006416497943,0,-5.324116254,0.3101064465,-5.014009807,5.218591017,-0.1055252369
52.53,5.324116254,5.115341144,-0.2087751101,4.671012545,-0.6531037085,5.326615457,0.002499203283,0,-5.324116254,0.3102545931,-5.013861661,5.221303435,-0.1028128189
52.54,5.324116254,5.118325194,-0.2057910598,4.674202098,-0.6499141561,5.32975631,0.00564005636,0,-5.324116254,0.3104027396,-5.013713514,5.224015853,-0.1001004009
52.55,5.324116254,5.121309244,-0.2028070094,4.67739165,-0.6467246037,5.332897163,0.008780909437,0,-5.324116254,0.3105508862,-5.013565367,5.226728271,-0.09738798287
52.56,5.335224991,5.124264949,-0.210960042,4.680538026,-0.6546869647,5.335977796,0.0007528050615,0,-5.335224991,0.3106951173,-5.024529874,5.229378754,-0.1058462372
52.57,5.335224991,5.127220653,-0.2080043374,4.683684402,-0.6515405884,5.339058429,0.003833437931,0,-5.335224991,0.3108393484,-5.024385642,5.232029237,-0.1031957544
52.58,5.335224991,5.130176358,-0.2050486328,4.686830779,-0.6483942122,5.342139062,0.0069140708,0,-5.335224991,0.3109835796,-5.024241411,5.234679719,-0.1005452715
52.59,5.335224991,5.133132063,-0.2020929282,4.689977155,-0.6452478359,5.345219695,0.00999470367,0,-5.335224991,0.3111278107,-5.02409718,5.237330202,-0.09789478863
52.6,5.335224991,5.136087767,-0.1991372236,4.693123531,-0.6421014596,5.348300327,0.01307533654,0,-5.335224991,0.3112720418,-5.023952949,5.239980685,-0.09524430576
52.61,5.346,5.13901639,-0.20698361,4.696224012,-0.6497759875,5.351320298,0.005320297508,0,-5.346,0.31141231,-5.03458769,5.242568632,-0.1034313684
52.62,5.346,5.141945013,-0.2040549873,4.699324494,-0.6466755063,5.354340268,0.008340267587,0,-5.346,0.3115525782,-5.034447422,5.245156578,-0.100843422
52.63,5.346,5.144873635,-0.2011263646,4.702424975,-0.6435750251,5.357360238,0.01136023767,0,-5.346,0.3116928463,-5.034307154,5.247744524,-0.09825547558
52.64,5.346,5.147802258,-0.1981977419,4.705525456,-0.6404745439,5.360380208,0.01438020774,0,-5.346,0.3118331145,-5.034166885,5.250332471,-0.09566752915
52.65,5.346,5.150730881,-0.1952691192,4.708625937,-0.6373740627,5.363400178,0.01740017782,0,-5.346,0.3119733827,-5.034026617,5.252920417,-0.09307958273
52.66,5.356438274,5.153636168,-0.2028021069,4.711677933,-0.6447603418,5.366358997,0.009920722161,0,-5.356438274,0.3121096423,-5.044328632,5.255445226,-0.1009930485
52.67,5.356438274,5.156541454,-0.1998968201,4.714729928,-0.6417083465,5.369317815,0.01287954091,0,-5.356438274,0.3122459018,-5.044192373,5.257970035,-0.0984682398
52.68,5.356438274,5.159446741,-0.1969915334,4.717781923,-0.6386563512,5.372276634,0.01583835967,0,-5.356438274,0.3123821614,-5.044056113,5.260494843,-0.09594343112
52.69,5.356438274,5.162352028,-0.1940862467,4.720833918,-0.635604356,5.375235453,0.01879717842,0,-5.356438274,0.3125184209,-5.043919853,5.263019652,-0.09341862245
52.7,5.356438274,5.165257314,-0.19118096,4.723885914,-0.6325523607,5.378194272,0.02175599718,0,-5.356438274,0.3126546805,-5.043783594,5.265544461,-0.09089381378
52.71,5.366536808,5.168136064,-0.1984007434,4.726886976,-0.6396498312,5.381091443,0.01455463535,0,-5.366536808,0.3127868874,-5.05374992,5.26800553,-0.09853127733
52.72,5.366536808,5.171014814,-0.1955219936,4.729888039,-0.6366487685,5.383988614,0.01745180668,0,-5.366536808,0.3129190943,-5.053617713,5.2704666,-0.09607020773
52.73,5.366536808,5.173893564,-0.1926432438,4.732889102,-0.6336477059,5.386885786,0.02034897802,0,-5.366536808,0.3130513012,-5.053485506,5.272927669,-0.09360913812
52.74,5.366536808,5.176772313,-0.1897644941,4.735890164,-0.6306466432,5.389782957,0.02324614936,0,-5.366536808,0.3131835081,-5.0533533,5.275388739,-0.09114806851
52.75,5.366536808,5.179651063,-0.1868857443,4.738891227,-0.6276455805,5.392680128,0.02614332069,0,-5.366536808,0.3133157149,-5.053221093,5.277849809,-0.08868699891
52.76,5.376292593,5.182500491,-0.1937921016,4.741839069,-0.6344535234,5.39551515,0.01922255753,0,-5.376292593,0.3134438266,-5.062848766,5.280246538,-0.09604605503
52.77,5.376292593,5.185349919,-0.1909426734,4.744786912,-0.631505681,5.398350173,0.02205757972,0,-5.376292593,0.3135719382,-5.062720655,5.282643267,-0.0936493258
52.78,5.376292593,5.188199348,-0.1880932453,4.747734754,-0.6285578386,5.401185195,0.02489260191,0,-5.376292593,0.3137000498,-5.062592543,5.285039996,-0.09125259657
52.79,5.376292593,5.191048776,-0.1852438172,4.750682597,-0.6256099962,5.404020217,0.0277276241,0,-5.376292593,0.3138281615,-5.062464431,5.287436726,-0.08885586735
52.8,5.376292593,5.193898204,-0.1823943891,4.753630439,-0.6226621537,5.406855239,0.03056264629,0,-5.376292593,0.3139562731,-5.06233632,5.289833455,-0.08645913812
52.81,5.385702624,5.196718647,-0.1889839767,4.756522926,-0.6291796983,5.409627244,0.02392462013,0,-5.385702624,0.3140802482,-5.071622376,5.292165242,-0.09353738156
52.82,5.385702624,5.199539091,-0.1861635332,4.759415412,-0.6262872119,5.412399249,0.02669662495,0,-5.385702624,0.3142042232,-5.071498401,5.29449703,-0.09120559402
52.83,5.385702624,5.202359534,-0.1833430898,4.762307898,-0.6233947256,5.415171254,0.02946862977,0,-5.385702624,0.3143281983,-5.071374426,5.296828817,-0.08887380649
52.84,5.385702624,5.205179978,-0.1805226463,4.765200385,-0.6205022392,5.417943258,0.03224063458,0,-5.385702624,0.3144521734,-5.071250451,5.299160605,-0.08654201895
52.85,5.385702624,5.208000421,-0.1777022029,4.768092871,-0.6176097528,5.420715263,0.0350126394,0,-5.385702624,0.3145761484,-5.071126475,5.301492392,-0.08421023141
52.86,5.394763894,5.210792266,-0.1839716276,4.770927825,-0.6238360685,5.423423528,0.02865963369,0,-5.394763894,0.3146959468,-5.080067947,5.303758637,-0.09100525692
52.87,5.394763894,5.213584112,-0.1811797823,4.77376278,-0.6210011141,5.426131792,0.03136789802,0,-5.394763894,0.3148157452,-5.079948149,5.306024882,-0.08873901239
52.88,5.394763894,5.216375957,-0.178387937,4.776597734,-0.6181661598,5.428840056,0.03407616235,0,-5.394763894,0.3149355435,-5.07982835,5.308291126,-0.08647276786
52.89,5.394763894,5.219167802,-0.1755960916,4.779432689,-0.6153312054,5.431548321,0.03678442668,0,-5.394763894,0.3150553419,-5.079708552,5.310557371,-0.08420652332
52.9,5.394763894,5.221959648,-0.1728042463,4.782267643,-0.6124962511,5.434256585,0.03949269101,0,-5.394763894,0.3151751403,-5.079588754,5.312823615,-0.08194027879
52.91,5.403473397,5.224723098,-0.1787502986,4.785042822,-0.6184305742,5.436900439,0.03342704227,0,-5.403473397,0.3152907228,-5.088182674,5.315023715,-0.08844968112
52.92,5.403473397,5.227486548,-0.1759868483,4.787818002,-0.6156553947,5.439544293,0.03607089608,0,-5.403473397,0.3154063053,-5.088067091,5.317223816,-0.0862495809
52.93,5.403473397,5.230249998,-0.1732233981,4.790593181,-0.6128802152,5.442188146,0.03871474989,0,-5.403473397,0.3155218879,-5.087951509,5.319423916,-0.08404948069
52.94,5.403473397,5.233013449,-0.1704599478,4.793368361,-0.6101050358,5.444832,0.0413586037,0,-5.403473397,0.3156374704,-5.087835926,5.321624016,-0.08184938047
52.95,5.403473397,5.235776899,-0.1676964976,4.79614354,-0.6073298563,5.447475854,0.04400245752,0,-5.403473397,0.3157530529,-5.087720344,5.323824116,-0.07964928025
52.96,5.411828125,5.23851068,-0.1733174449,4.798856954,-0.6129711708,5.45005461,0.03822648523,0,-5.411828125,0.3158643814,-5.095963744,5.325957471,-0.08587065415
52.97,5.411828125,5.241244461,-0.1705836638,4.801570368,-0.6102577568,5.452633366,0.04080524144,0,-5.411828125,0.3159757099,-5.095852415,5.328090825,-0.08373729956
52.98,5.411828125,5.243978242,-0.1678498826,4.804283782,-0.6075443428,5.455212123,0.04338399766,0,-5.411828125,0.3160870384,-5.095741087,5.33022418,-0.08160394497
52.99,5.411828125,5.246712024,-0.1651161014,4.806997196,-0.6048309287,5.457790879,0.04596275387,0,-5.411828125,0.3161983669,-5.095629758,5.332357535,-0.07947059038
53,5.411828125,5.249445805,-0.1623823203,4.80971061,-0.6021175147,5.460369635,0.04854151009,0,-5.411828125,0.3163096954,-5.09551843,5.334490889,-0.07733723579
53.01,5.419825073,5.252149161,-0.1676759114,4.812360439,-0.6074646341,5.462882583,0.04305750978,0,-5.419825073,0.3164167325,-5.10340834,5.336556897,-0.08326817602
53.02,5.419825073,5.254852518,-0.1649725547,4.815010267,-0.6048148056,5.46539553,0.04557045737,0,-5.419825073,0.3165237696,-5.103301303,5.338622905,-0.08120216837
53.03,5.419825073,5.257555875,-0.162269198,4.817660096,-0.6021649771,5.467908478,0.04808340495,0,-5.419825073,0.3166308067,-5.103194266,5.340688912,-0.07913616071
53.04,5.419825073,5.260259232,-0.1595658413,4.820309924,-0.5995151485,5.470421425,0.05059635253,0,-5.419825073,0.3167378438,-5.103087229,5.34275492,-0.07707015306
53.05,5.419825073,5.262962588,-0.1568624846,4.822959753,-0.59686532,5.472934373,0.05310930012,0,-5.419825073,0.3168448809,-5.102980192,5.344820927,-0.07500414541
53.06,5.427461234,5.265636712,-0.1618245215,4.825544305,-0.6019169288,5.475380781,0.04791954707,0,-5.427461234,0.3169475899,-5.110513644,5.346818987,-0.08064224672
53.07,5.427461234,5.268310836,-0.1591503976,4.828128857,-0.5993323769,5.477827188,0.05036595474,0,-5.427461234,0.3170502989,-5.110410935,5.348817046,-0.07864418732
53.08,5.427461234,5.27098496,-0.1564762738,4.830713409,-0.596747825,5.480273596,0.05281236241,0,-5.427461234,0.3171530079,-5.110308226,5.350815106,-0.07664612792
53.09,5.427461234,5.273659084,-0.1538021499,4.83329796,-0.5941632731,5.482720004,0.05525877008,0,-5.427461234,0.3172557169,-5.110205517,5.352813165,-0.07464806851
53.1,5.427461234,5.276333208,-0.1511280261,4.835882512,-0.5915787213,5.485166411,0.05770517775,0,-5.427461234,0.3173584259,-5.110102808,5.354811224,-0.07265000911
53.11,5.434733601,5.278979444,-0.1557541562,4.838399887,-0.5963337133,5.487545612,0.05281201153,0,-5.434733601,0.3174567709,-5.11727683,5.356740734,-0.07799286625
53.12,5.434733601,5.281625681,-0.1531079194,4.840917262,-0.5938163383,5.489924813,0.05519121229,0,-5.434733601,0.3175551158,-5.117178485,5.358670244,-0.07606335641
53.13,5.434733601,5.284271918,-0.1504616826,4.843434637,-0.5912989633,5.492304014,0.05757041305,0,-5.434733601,0.3176534607,-5.11708014,5.360599754,-0.07413384657
53.14,5.434733601,5.286918155,-0.1478154458,4.845952012,-0.5887815883,5.494683214,0.05994961381,0,-5.434733601,0.3177518057,-5.116981795,5.362529264,-0.07220433673
