controller,n_cases,ey_rmse_mean,ey_rmse_std,ey_rmse_median,epsi_rmse_mean,epsi_rmse_std,epsi_rmse_median,ev_rmse_mean,ev_rmse_std,ev_rmse_median,eomega_rmse_mean,eomega_rmse_std,eomega_rmse_median,j_du_mean,j_du_std,j_du_median,viol_rate_mean,viol_rate_std,viol_rate_median
Mamba2,12,0.0206082263551973,0.0194820969145686,0.0166552339365496,0.0482715929898803,0.0393980504494016,0.054112654088664,0.0434084941765397,0.0269112602087992,0.0487193096017409,0.02903651766802,0.0224467249809955,0.0359761425671033,683822.728703551,548365.195498218,741505.050499955,0.00012263099219621,0.000300270495097923,0
