epoch,lr,train_loss,val_loss,val_score,val_theta_mae_deg,val_theta_flat_abs_p95_deg,val_theta_flat_bias_deg,val_theta_near_flat_abs_p95_deg,val_theta_abs_le_8_mae_deg,val_theta_abs_le_10_mae_deg,val_theta_pos_6_8_mae_deg,val_theta_neg_8_6_mae_deg,val_acc_main,val_acc_turn,val_acc_turn_transition
1,0.0009987820251299122,0.011299961586763156,0.0842819658753199,0.2918850571951513,0.6151207685470581,1.3001378774642944,0.38578054308891296,1.3222846984863281,0.6151207089424133,0.6151207089424133,0.9430783987045288,0.6696513891220093,0.9851609466555057,0.9511452705273571,0.7789855072463768
2,0.0009951340343707852,0.009413561480521365,0.08395905901061537,0.1335674746941553,0.5890069007873535,0.9816470146179199,0.020721664652228355,0.8010988235473633,0.5890069007873535,0.5890069007873535,1.3959338665008545,0.38173580169677734,0.9851609466555057,0.9511452705273571,0.7789855072463768
3,0.000989073800366903,0.009474521133146696,0.08415417568105403,0.21312014627716108,0.5753488540649414,1.1662275791168213,0.26638132333755493,1.2459828853607178,0.5753487944602966,0.5753487944602966,0.9005058407783508,0.5819488167762756,0.9851609466555057,0.9511452705273571,0.7789855072463768
4,0.0009806308479691596,0.009435057076866551,0.08407892809412394,0.15542975384140745,0.6056697964668274,1.0531063079833984,-0.18816260993480682,1.144884467124939,0.6056698560714722,0.6056698560714722,1.2712054252624512,0.3973667025566101,0.9851609466555057,0.9511452705273571,0.7789855072463768
5,0.0009698463103929544,0.009741083882159862,0.08395301312328374,0.15046809079412837,0.5814719200134277,1.0428317785263062,0.09037137776613235,0.8059802055358887,0.5814719200134277,0.5814719200134277,0.9509626626968384,0.38781774044036865,0.9851609466555057,0.9511452705273571,0.7789855072463768
6,0.0009567727288213006,0.009416896739806092,0.08405415260152688,0.1954487585564444,0.6403300762176514,1.1166558265686035,-0.2679208219051361,0.9174343943595886,0.6403300762176514,0.6403300762176514,1.524464726448059,0.4126766324043274,0.9851609466555057,0.9511452705273571,0.7789855072463768
7,0.0009414737964294637,0.009732804868838098,0.08771735449551121,1.0445344870484052,1.1490705013275146,2.667393922805786,1.3172461986541748,3.062333345413208,1.1490705013275146,1.1490705013275146,1.1611216068267822,0.8571034073829651,0.9851609466555057,0.9511452705273571,0.7789855072463768
8,0.000924024048078213,0.01162425520977959,0.08719747533490058,1.0772120477967762,1.3502310514450073,2.7739570140838623,-1.2399331331253052,2.8632848262786865,1.3502309322357178,1.3502309322357178,2.372453212738037,1.340234637260437,0.9851609466555057,0.9511452705273571,0.7789855072463768
9,0.0009045084971874739,0.010978924834818278,0.08445555324748484,0.23979150560933898,0.7752501964569092,1.2503505945205688,0.18853962421417236,1.1758875846862793,0.775250256061554,0.775250256061554,1.417236089706421,0.5192441344261169,0.9851609466555057,0.9511452705273571,0.7789855072463768
10,0.0008830222215594891,0.010149969797376791,0.08399544736276468,0.15387843899501982,0.6834694147109985,1.0436017513275146,0.11689924448728561,0.8270736932754517,0.6834693551063538,0.6834693551063538,0.8680052757263184,0.6730107665061951,0.9851609466555057,0.9511452705273571,0.7789855072463768
