candidate_id,source_phase,evidence_tier,evidence_validity,repair_status,offline_metric_missing_ratio,offline_missing_metrics,has_checkpoint,has_onnx,has_closed_loop_mat,actual_method
cs_main_c06_d02,E5_confidence_scheduling,advisory_only,advisory_only,PASS_CONTRACT_LIMITED,0.777777777777778,acc_main;acc_turn;acc_turn_transition;theta_mae_deg;flat_recall;stall_recall;slope_recall,false,false,false,confidence_scheduling_offline_screen
cs_mainturn_c06_d01,E5_confidence_scheduling,advisory_only,advisory_only,PASS_CONTRACT_LIMITED,0.777777777777778,acc_main;acc_turn;acc_turn_transition;theta_mae_deg;flat_recall;stall_recall;slope_recall,false,false,false,confidence_scheduling_offline_screen
cs_main_c07_d01,E5_confidence_scheduling,advisory_only,advisory_only,PASS_CONTRACT_LIMITED,0.777777777777778,acc_main;acc_turn;acc_turn_transition;theta_mae_deg;flat_recall;stall_recall;slope_recall,false,false,false,confidence_scheduling_offline_screen
cs_main_c06_d01,E5_confidence_scheduling,advisory_only,advisory_only,PASS_CONTRACT_LIMITED,0.777777777777778,acc_main;acc_turn;acc_turn_transition;theta_mae_deg;flat_recall;stall_recall;slope_recall,false,false,false,confidence_scheduling_offline_screen
rate_limit_only_d01,E5_confidence_scheduling,advisory_only,advisory_only,PASS_CONTRACT_LIMITED,0.777777777777778,acc_main;acc_turn;acc_turn_transition;theta_mae_deg;flat_recall;stall_recall;slope_recall,false,false,false,confidence_scheduling_offline_screen
