controller,n_paths,ey_rmse_mean,ey_peak_worst,xy_rmse_mean,j_du_mean,theta_mae_mean,main_acc_mean,turn_acc_mean,rank_ey
ModernTCN_turn_seed101_champion,3,0.0293881212343404,0.0852651182592324,0.599794482657117,3.6807764852036,0.528033783333603,94.7622753160075,54.3189991714089,1
ModernTCN_stage2_l020_tt30_lr_seed101,3,0.0417248673025049,0.245375950491019,0.461453021466972,8.29038097050498,0.735931737287312,91.9632328220105,55.3578711741407,2
ModernTCN_stage2_l020_tt30_lr_seed303,3,0.426678073806524,2.26251426979501,5.07909588805296,128.483224686545,0.835934686692474,91.9770097650779,47.906190296173,3
