controller,n_cases,ey_rmse_mean,ey_rmse_std,ey_rmse_median,epsi_rmse_mean,epsi_rmse_std,epsi_rmse_median,ev_rmse_mean,ev_rmse_std,ev_rmse_median,eomega_rmse_mean,eomega_rmse_std,eomega_rmse_median,j_du_mean,j_du_std,j_du_median,viol_rate_mean,viol_rate_std,viol_rate_median
GRU,9,0.0194201580774375,0.0195284573036537,0.0141094530243384,0.0306725901270046,0.0235065628042286,0.0404286682591399,NaN,NaN,NaN,NaN,NaN,NaN,7683.42042657442,5196.61414253791,7401.32313276377,0,0,0
IMU,9,0.0257007541468282,0.0234218191782972,0.0182873920631081,0.0422940617157769,0.0495180518378054,0.0413788514972085,NaN,NaN,NaN,NaN,NaN,NaN,196947.143610131,585324.133890509,911.227430388395,0.000746980870684709,0.00205425661951024,0
