model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,73,53,0.9662243667068757,0.9044028950542823,0.9352670675627874,0.7259713701431493,0.8629173989455184,0.8976453628063431,0.960960960960961,0.3992742896080017,0.95955642530985,0.8825622775800712,0.988681757656458,0.9859002169197397,0.993103448275862,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\transition_rich_v3_turnA_seed73\modern_tcn_seed73.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\transition_rich_v3_turnA_seed73\ModernTCN_train_report.md
