controller,path_name,seed,metric,n_rows,n_disturbance_levels,n_valid_levels,value_min,value_max,value_range,rel_range,invariant_flag,check_status
IMU,path_industrial,1,j_du,2,2,2,5322.72665044124,2682425.96385954,2677103.2372091,1.99207853521539,0,checked
IMU,path_industrial,1,viol_rate,2,2,2,0,0.00468227424749164,0.00468227424749164,0.00468227424749164,0,checked
IMU,path_industrial,2,ey_rmse,2,2,2,0.0183978615668203,0.0184855562322179,8.76946653975211e-05,8.76946653975211e-05,0,checked
IMU,path_industrial,2,epsi_rmse,2,2,2,0.0442065251820846,0.0449615393536565,0.000755014171571894,0.000755014171571894,0,checked
IMU,path_industrial,2,ev_rmse,2,2,2,0.0910809101066599,0.0935779608056671,0.00249705069900719,0.00249705069900719,0,checked
IMU,path_industrial,2,eomega_rmse,2,2,2,0.0182175762997018,0.01851535549726,0.000297779197558291,0.000297779197558291,0,checked
IMU,path_industrial,2,j_du,2,2,2,5090.863670377,5199.66755326913,108.803882892132,0.0211464074161917,0,checked
IMU,path_industrial,2,viol_rate,2,2,2,0,0,0,0,0,flat_zero_ignored
IMU,path_s_curve,1,ey_rmse,2,2,2,0.0526252312805321,0.0526785063371773,5.32750566451176e-05,5.32750566451176e-05,0,checked
IMU,path_s_curve,1,epsi_rmse,2,2,2,0.045786022463825,0.046219435719219,0.000433413255394012,0.000433413255394012,0,checked
IMU,path_s_curve,1,ev_rmse,2,2,2,0.00571546362352317,0.00604100609931063,0.000325542475787451,0.000325542475787451,0,checked
IMU,path_s_curve,1,eomega_rmse,2,2,2,0.043475431657706,0.0438369458926971,0.000361514234991103,0.000361514234991103,0,checked
IMU,path_s_curve,1,j_du,2,2,2,678.457003159042,706.824020771725,28.3670176126828,0.0409548923613936,0,checked
IMU,path_s_curve,1,viol_rate,2,2,2,0.000167364016736402,0.000167364016736402,0,0,0,flat_zero_ignored
IMU,path_s_curve,2,ey_rmse,2,2,2,0.0526064133778675,0.0526423909742942,3.5977596426727e-05,3.5977596426727e-05,0,checked
IMU,path_s_curve,2,epsi_rmse,2,2,2,0.0463598185250823,0.0467996329643287,0.000439814439246448,0.000439814439246448,0,checked
IMU,path_s_curve,2,ev_rmse,2,2,2,0.00570827372750161,0.00603676296756421,0.000328489240062606,0.000328489240062606,0,checked
IMU,path_s_curve,2,eomega_rmse,2,2,2,0.043770198405901,0.0441507841190145,0.000380585713113488,0.000380585713113488,0,checked
IMU,path_s_curve,2,j_du,2,2,2,675.794541891487,703.426590857088,27.6320489656003,0.0400690626172961,0,checked
IMU,path_s_curve,2,viol_rate,2,2,2,0.000251046025104603,0.000251046025104603,0,0,0,flat_zero_ignored
IMU,path_slope,1,ey_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
IMU,path_slope,1,epsi_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
IMU,path_slope,1,ev_rmse,2,2,2,0.187835182640645,0.205454201216565,0.0176190185759202,0.0176190185759202,0,checked
IMU,path_slope,1,eomega_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
IMU,path_slope,1,j_du,2,2,2,965.220660275652,994.698547502791,29.4778872271394,0.0300807167052078,0,checked
IMU,path_slope,1,viol_rate,2,2,2,0,0,0,0,0,flat_zero_ignored
IMU,path_slope,2,ey_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
IMU,path_slope,2,epsi_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
IMU,path_slope,2,ev_rmse,2,2,2,0.200228547689699,0.205705442635539,0.00547689494584039,0.00547689494584039,0,checked
IMU,path_slope,2,eomega_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
IMU,path_slope,2,j_du,2,2,2,952.348255529021,993.994082964238,41.6458274352162,0.0427939387759051,0,checked
IMU,path_slope,2,viol_rate,2,2,2,0,0,0,0,0,flat_zero_ignored
