controller,path_name,seed,metric,n_rows,n_disturbance_levels,n_valid_levels,value_min,value_max,value_range,rel_range,invariant_flag,check_status
Mamba2,path_industrial,1,ey_rmse,2,2,2,0.0231723417990689,0.0345354769434068,0.011363135144338,0.011363135144338,0,checked
Mamba2,path_industrial,1,epsi_rmse,2,2,2,0.121022496077634,0.150482744534478,0.0294602484568439,0.0294602484568439,0,checked
Mamba2,path_industrial,1,ev_rmse,2,2,2,0.0533195288842302,0.0674352116292587,0.0141156827450286,0.0141156827450286,0,checked
Mamba2,path_industrial,1,eomega_rmse,2,2,2,0.0447506876687859,0.0505717532874182,0.00582106561863231,0.00582106561863231,0,checked
Mamba2,path_industrial,1,j_du,2,2,2,3557080.88736741,4856868.65188346,1299787.76451605,0.308960199595344,0,checked
Mamba2,path_industrial,1,viol_rate,2,2,2,0.0031438127090301,0.00682274247491639,0.00367892976588629,0.00367892976588629,0,checked
Mamba2,path_industrial,2,ey_rmse,2,2,2,0.0325214260804422,0.0562335025571553,0.0237120764767131,0.0237120764767131,0,checked
Mamba2,path_industrial,2,epsi_rmse,2,2,2,0.142063375610124,0.187219234050286,0.0451558584401621,0.0451558584401621,0,checked
Mamba2,path_industrial,2,ev_rmse,2,2,2,0.0595059681728267,0.086262217579915,0.0267562494070883,0.0267562494070883,0,checked
Mamba2,path_industrial,2,eomega_rmse,2,2,2,0.0514380972789517,0.0653162429223152,0.0138781456433635,0.0138781456433635,0,checked
Mamba2,path_industrial,2,j_du,2,2,2,5610852.97744891,10800374.5354294,5189521.55798053,0.632435514516895,0,checked
Mamba2,path_industrial,2,viol_rate,2,2,2,0.00795986622073579,0.019933110367893,0.0119732441471572,0.0119732441471572,0,checked
Mamba2,path_s_curve,1,ey_rmse,2,2,2,0.0457039950412155,0.0461470235253163,0.000443028484100792,0.000443028484100792,0,checked
Mamba2,path_s_curve,1,epsi_rmse,2,2,2,0.0586301451051567,0.0647851798773683,0.00615503477221158,0.00615503477221158,0,checked
Mamba2,path_s_curve,1,ev_rmse,2,2,2,0.0136686455387039,0.0158920567717703,0.00222341123306633,0.00222341123306633,0,checked
Mamba2,path_s_curve,1,eomega_rmse,2,2,2,0.0536299629599944,0.0568781683525459,0.00324820539255159,0.00324820539255159,0,checked
Mamba2,path_s_curve,1,j_du,2,2,2,35607.0217299452,42207.9541534004,6600.9324234552,0.169657121872037,0,checked
Mamba2,path_s_curve,1,viol_rate,2,2,2,0,0,0,0,0,flat_zero_ignored
Mamba2,path_s_curve,2,ey_rmse,2,2,2,0.0455563757932382,0.0460732426120917,0.000516866818853469,0.000516866818853469,0,checked
Mamba2,path_s_curve,2,epsi_rmse,2,2,2,0.0612154654329193,0.066286462277387,0.00507099684446762,0.00507099684446762,0,checked
Mamba2,path_s_curve,2,ev_rmse,2,2,2,0.0124580382437338,0.0148748052102503,0.00241676696651644,0.00241676696651644,0,checked
Mamba2,path_s_curve,2,eomega_rmse,2,2,2,0.0548675861700998,0.057647708842939,0.00278012267283924,0.00278012267283924,0,checked
Mamba2,path_s_curve,2,j_du,2,2,2,28826.5381379867,34019.8763000853,5193.33816209857,0.16527078620264,0,checked
Mamba2,path_s_curve,2,viol_rate,2,2,2,0,8.36820083682008e-05,8.36820083682008e-05,8.36820083682008e-05,0,flat_zero_ignored
Mamba2,path_slope,1,ey_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
Mamba2,path_slope,1,epsi_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
Mamba2,path_slope,1,ev_rmse,2,2,2,0.0513035369064252,0.0577287509961695,0.00642521408974428,0.00642521408974428,0,checked
Mamba2,path_slope,1,eomega_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
Mamba2,path_slope,1,j_du,2,2,2,708098.577674525,778356.300224013,70257.7225494876,0.0945305822519333,0,checked
Mamba2,path_slope,1,viol_rate,2,2,2,0,0,0,0,0,flat_zero_ignored
Mamba2,path_slope,2,ey_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
Mamba2,path_slope,2,epsi_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
Mamba2,path_slope,2,ev_rmse,2,2,2,0.0506194806781247,0.0570119240840333,0.00639244340590862,0.00639244340590862,0,checked
Mamba2,path_slope,2,eomega_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
Mamba2,path_slope,2,j_du,2,2,2,667998.629041683,763201.736003629,95203.1069619468,0.133039523028535,0,checked
Mamba2,path_slope,2,viol_rate,2,2,2,0,0,0,0,0,flat_zero_ignored
GRU,path_industrial,1,ey_rmse,2,2,2,0.013279993546696,0.0134121189937237,0.000132125447027755,0.000132125447027755,0,checked
GRU,path_industrial,1,epsi_rmse,2,2,2,0.0325978458214333,0.0349118743012371,0.00231402847980381,0.00231402847980381,0,checked
GRU,path_industrial,1,ev_rmse,2,2,2,0.0380033857417208,0.0465848993332537,0.0085815135915329,0.0085815135915329,0,checked
GRU,path_industrial,1,eomega_rmse,2,2,2,0.0164270889942344,0.0183423408899141,0.00191525189567964,0.00191525189567964,0,checked
GRU,path_industrial,1,j_du,2,2,2,13041.669027999,13071.0627845996,29.3937566005807,0.0022512969390969,0,checked
GRU,path_industrial,1,viol_rate,2,2,2,0,0,0,0,0,flat_zero_ignored
GRU,path_industrial,2,ey_rmse,2,2,2,0.0133037799846922,0.0133656941954429,6.1914210750658e-05,6.1914210750658e-05,0,checked
GRU,path_industrial,2,epsi_rmse,2,2,2,0.0347572997649763,0.0360978730657329,0.0013405733007566,0.0013405733007566,0,checked
GRU,path_industrial,2,ev_rmse,2,2,2,0.0385043265778187,0.0442905883019471,0.00578626172412833,0.00578626172412833,0,checked
GRU,path_industrial,2,eomega_rmse,2,2,2,0.0173342057951938,0.0185409347393849,0.00120672894419103,0.00120672894419103,0,checked
GRU,path_industrial,2,j_du,2,2,2,12317.4130583943,13171.0069450948,853.593886700548,0.0669789564503175,0,checked
GRU,path_industrial,2,viol_rate,2,2,2,0,0,0,0,0,flat_zero_ignored
GRU,path_s_curve,1,ey_rmse,2,2,2,0.0442264856154992,0.0442607015550065,3.42159395072955e-05,3.42159395072955e-05,0,checked
GRU,path_s_curve,1,epsi_rmse,2,2,2,0.0419771322697604,0.0423663041384264,0.000389171868666001,0.000389171868666001,0,checked
GRU,path_s_curve,1,ev_rmse,2,2,2,0.00572596516628376,0.00604617082591668,0.000320205659632919,0.000320205659632919,0,checked
GRU,path_s_curve,1,eomega_rmse,2,2,2,0.0431415428709036,0.0435018914073513,0.000360348536447661,0.000360348536447661,0,checked
GRU,path_s_curve,1,j_du,2,2,2,1128.46299412814,1203.18370885541,74.7207147272673,0.0640926557455342,0,checked
GRU,path_s_curve,1,viol_rate,2,2,2,0,0,0,0,0,flat_zero_ignored
GRU,path_s_curve,2,ey_rmse,2,2,2,0.0441823561903498,0.0442105204361708,2.81642458210205e-05,2.81642458210205e-05,0,checked
GRU,path_s_curve,2,epsi_rmse,2,2,2,0.0421341346780958,0.0425008991706403,0.000366764492544511,0.000366764492544511,0,checked
GRU,path_s_curve,2,ev_rmse,2,2,2,0.00569026708186884,0.00602253630368657,0.000332269221817736,0.000332269221817736,0,checked
GRU,path_s_curve,2,eomega_rmse,2,2,2,0.0431847271680456,0.0435506255834436,0.000365898415398073,0.000365898415398073,0,checked
GRU,path_s_curve,2,j_du,2,2,2,790.173140642628,933.316851328179,143.143710685552,0.166109128979469,0,checked
GRU,path_s_curve,2,viol_rate,2,2,2,0,0,0,0,0,flat_zero_ignored
GRU,path_slope,1,ey_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
GRU,path_slope,1,epsi_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
GRU,path_slope,1,ev_rmse,2,2,2,0.0372451350530934,0.0572032569204544,0.0199581218673609,0.0199581218673609,0,checked
GRU,path_slope,1,eomega_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
GRU,path_slope,1,j_du,2,2,2,11135.0120915591,11932.6722000658,797.660108506694,0.0691582300522724,0,checked
GRU,path_slope,1,viol_rate,2,2,2,0,0,0,0,0,flat_zero_ignored
GRU,path_slope,2,ey_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
GRU,path_slope,2,epsi_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
GRU,path_slope,2,ev_rmse,2,2,2,0.0381299986365472,0.0580486997050046,0.0199187010684574,0.0199187010684574,0,checked
GRU,path_slope,2,eomega_rmse,2,2,2,0,0,0,0,0,flat_zero_ignored
GRU,path_slope,2,j_du,2,2,2,11477.2519265732,12297.3645271432,820.112600570019,0.0689906061926664,0,checked
GRU,path_slope,2,viol_rate,2,2,2,0,0,0,0,0,flat_zero_ignored
IMU,path_industrial,1,ey_rmse,2,2,2,0.0185435842956479,0.034133221662833,0.0155896373671851,0.0155896373671851,0,checked
IMU,path_industrial,1,epsi_rmse,2,2,2,0.0422914470679226,0.163071953372628,0.120780506304706,0.120780506304706,0,checked
IMU,path_industrial,1,ev_rmse,2,2,2,0.0934771165147389,0.0939594149936628,0.000482298478923962,0.000482298478923962,0,checked
IMU,path_industrial,1,eomega_rmse,2,2,2,0.0180661487297553,0.0498427568368112,0.0317766081070558,0.0317766081070558,0,checked
