model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,main_confidence_mean,main_low_conf_0p60_ratio,main_low_conf_0p70_ratio,turn_confidence_mean,turn_low_conf_0p60_ratio,turn_low_conf_0p70_ratio,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,theta_abs_le_8_mae_deg,theta_abs_le_8_rmse_deg,theta_abs_le_8_p95_abs_err_deg,theta_abs_le_8_max_abs_err_deg,theta_abs_le_8_bias_deg,theta_abs_le_10_mae_deg,theta_abs_le_10_rmse_deg,theta_abs_le_10_p95_abs_err_deg,theta_abs_le_10_max_abs_err_deg,theta_abs_le_10_bias_deg,theta_pos_6_8_mae_deg,theta_pos_6_8_rmse_deg,theta_pos_6_8_p95_abs_err_deg,theta_pos_6_8_max_abs_err_deg,theta_pos_6_8_bias_deg,theta_pos_6_8_n,theta_neg_8_6_mae_deg,theta_neg_8_6_rmse_deg,theta_neg_8_6_p95_abs_err_deg,theta_neg_8_6_max_abs_err_deg,theta_neg_8_6_bias_deg,theta_neg_8_6_n,theta_active_abs_ge_2_mae_deg,theta_active_abs_ge_2_p95_abs_err_deg,theta_neg_4_2_mae_deg,theta_neg_4_2_p95_abs_err_deg,theta_neg_4_2_bias_deg,theta_flat_abs_p95_deg,theta_flat_abs_max_deg,theta_flat_bias_deg,theta_near_flat_abs_p95_deg,theta_near_flat_abs_max_deg,theta_near_flat_bias_deg,theta_true_zero_mae_deg,theta_true_zero_abs_p95_deg,theta_true_zero_abs_max_deg,theta_true_zero_bias_deg,theta_flat_turn_abs_p95_deg,theta_flat_turn_abs_max_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,42,17,0.9772727272727273,0.9392177589852009,0.952751528627015,0.6774193548387096,0.997465562887178,0.0015856236786469344,0.0021141649048625794,0.9550244897934634,0.01427061310782241,0.039112050739957716,0.9263157894736842,0.9622950819672131,0.875968992248062,0.3021833896636963,0.3021833896636963,0.5687882900238037,1.1261271238327026,4.320232391357422,-0.1396838128566742,0.3021833896636963,0.5687882900238037,1.1261271238327026,4.320232391357422,-0.1396838128566742,0.3648446500301361,0.5940380096435547,1.1117730140686035,2.259371042251587,-0.21728754043579102,68.0,0.4471501111984253,0.5281853079795837,0.9675285220146179,1.2687878608703613,-0.3065347373485565,55.0,0.48782187700271606,2.388721466064453,1.2658048868179321,3.4792087078094482,0.5840701460838318,0.579384982585907,2.5064263343811035,-0.1597902625799179,0.5798202753067017,2.5064263343811035,-0.15324316918849945,0.18348608911037445,0.5825701355934143,2.5064263343811035,-0.15316800773143768,0.46962863206863403,2.5064263343811035,0.9946524064171123,0.9038461538461539,0.9416195856873822,0.8264462809917356,0.7067137809187279,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v6_theta_p95_s42_gate_p1p5_f0p20_stage2_t080\modern_tcn_seed42.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v6_theta_p95_s42_gate_p1p5_f0p20_stage2_t080\ModernTCN_theta_finetune_report.md
