path_tag,path_file,out_dir,baseline_file,candidate_files,summary_file,rank_file,report_file,status
path_factory_logistics_showcase_theta10_v3,E:\Matlab\Simulink\S-Function_16\data\paths\path_factory_logistics_showcase_theta10_v3.mat,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\14_uncertainty_stability_optimization\04_closed_loop_multiseed\01_closed_loop_runs\path_factory_logistics_showcase_theta10_v3,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\03_formal_validation\path_factory_logistics_showcase_theta10_v3\baseline_lock_out.mat,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\14_uncertainty_stability_optimization\04_closed_loop_multiseed\01_closed_loop_runs\path_factory_logistics_showcase_theta10_v3\s01_lr13_select_edges_flat_seed21_out.mat;E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\14_uncertainty_stability_optimization\04_closed_loop_multiseed\01_closed_loop_runs\path_factory_logistics_showcase_theta10_v3\s01_lr13_select_edges_flat_seed42_out.mat;E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\14_uncertainty_stability_optimization\04_closed_loop_multiseed\01_closed_loop_runs\path_factory_logistics_showcase_theta10_v3\s01_lr13_select_edges_flat_seed101_out.mat,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\14_uncertainty_stability_optimization\04_closed_loop_multiseed\01_closed_loop_runs\path_factory_logistics_showcase_theta10_v3\uncertainty_stability_summary.csv,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\14_uncertainty_stability_optimization\04_closed_loop_multiseed\01_closed_loop_runs\path_factory_logistics_showcase_theta10_v3\uncertainty_stability_rank.csv,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\14_uncertainty_stability_optimization\04_closed_loop_multiseed\01_closed_loop_runs\path_factory_logistics_showcase_theta10_v3\uncertainty_stability_report.md,ok
