model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,theta_abs_le_8_mae_deg,theta_abs_le_8_rmse_deg,theta_abs_le_8_bias_deg,theta_abs_le_10_mae_deg,theta_abs_le_10_rmse_deg,theta_abs_le_10_bias_deg,theta_pos_6_8_mae_deg,theta_pos_6_8_rmse_deg,theta_pos_6_8_bias_deg,theta_pos_6_8_n,theta_neg_8_6_mae_deg,theta_neg_8_6_rmse_deg,theta_neg_8_6_bias_deg,theta_neg_8_6_n,theta_flat_abs_p95_deg,theta_flat_bias_deg,theta_near_flat_abs_p95_deg,theta_near_flat_bias_deg,theta_flat_turn_abs_p95_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,21,9,0.9866872609591056,0.9529273315681083,0.9818690163517749,0.762409369771333,0.9363113666519239,0.95836947094536,0.9469445760303173,0.45897960662841797,0.45897960662841797,0.6716598272323608,0.002381159458309412,0.45897960662841797,0.6716598272323608,0.002381159458309412,0.8529734015464783,1.1223267316818237,-0.7047886252403259,311.0,0.5433892011642456,0.7621622681617737,0.37676745653152466,175.0,1.0852926969528198,-0.03493185341358185,0.8873496055603027,-0.011075939983129501,0.8406040072441101,0.9876215738284704,0.9720624486442071,0.9890183774092335,0.9944186046511628,0.9839965397923875,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_theta_calib_w1p0_lam100_f100_nf200_seed21\modern_tcn_seed21.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_theta_calib_w1p0_lam100_f100_nf200_seed21\ModernTCN_theta_finetune_report.md
