controller,n_paths,ey_rmse_mean,ey_peak_worst,xy_rmse_mean,j_du_mean,rank_ey
ModernTCN_turn_l020_tt25_seed101,3,0.0293881212343404,0.0852651182592324,0.599794482657117,3.6807764852036,1
ModernTCN_slope_seed101,3,0.206479560280552,1.46676864499574,4.23265788409158,64.0807090819938,2
GRU,3,0.939034477627857,8.40855355896251,4.85316815167924,659.980602686897,3
TCN,3,5.26378565091783,27.6946976692571,9.04895510759202,1029.15587145695,4
