controller,zone,t0,t1,duration_s,n_samples,ey_rmse,ey_peak,ey_iae,epsi_rmse,epsi_peak,ev_rmse,ev_peak,eomega_rmse,eomega_peak,xy_rmse,xy_peak,F_rms,F_peak,F_sat595_pct,F_limit_hit_pct,omega_cmd_rms,omega_cmd_peak,omega_sat060_pct,omega_limit_hit_pct,viol_rate,j_du,dF_rms,domega_cmd_rms,solve_time_p50_ms,solve_time_p95_ms,solve_time_p99_ms,solve_time_max_ms,timeout_rate,theta_mae_deg,theta_peak_deg,theta_sched_mae_deg,theta_hat_step_p95_deg,theta_sched_step_p95_deg,main_acc_pct,turn_acc_pct,flat_false_slope_pct,slope_recall_pct,right_recall_pct,left_recall_pct,pred_main_1_pct,pred_main_2_pct,pred_main_3_pct,pred_turn_m1_pct,pred_turn_0_pct,pred_turn_1_pct,path_tag
ModernTCN_slope_seed101,all,0,190,190,18951,0.509868451831839,1.46676864499574,62.0947412047288,0.177372435213047,0.667017190628558,0.409990281701647,0.98,0.0473456400503059,0.286567098929619,11.1322743879136,39.1874663920954,325.688454225291,720.000000000263,19.7034457284576,19.6928921956625,0.485060748400015,1.65600000000026,29.4865706295182,3.27687193287953,0,181.243707958195,13.4626105758563,0.0427134760561659,0.0389889,0.045267485,0.047666246,3.2445167,0,1.05135356995964,4.96725154092107,0.703419483537795,0.00840445006749979,0.00895273243200214,91.5571737639175,32.7212284312173,4.77914554670529,88.7107360525082,23.2080200501253,51.7270429654591,47.9869136193341,0,52.0130863806659,10.3846762703815,36.6418658645982,52.9734578650203,path_factory_logistics_showcase_theta10_v3
GRU,all,0,190,190,18951,2.70280312089033,8.40855355896251,337.516533024653,0.515702713165026,1.15938441790089,0.43584428902027,0.98,0.095302248804627,0.371531910959561,14.0067052885062,43.433707085651,347.848771494904,720.000000000176,21.7508310907076,21.640018996359,0.977613924138012,1.65600000000043,69.9910294971242,35.8186903065801,0,1972.51867756625,44.4129060614315,0.111591866728414,0.0188911,0.02141264,0.024708964,0.4851281,0,0.797101761309134,5.76217706518935,0.808033718090902,0.0240516825964405,0.0126013856134451,91.6257717270856,44.9422194079468,3.10161718561429,87.5293014533521,46.265664160401,13.9286717214266,49.3852567146852,0,50.6147432853148,32.6842910664345,38.5045644029339,28.8111445306316,path_factory_logistics_showcase_theta10_v3
TCN,all,0,190,190,18951,15.4696743807832,27.6946976692571,1845.02612396915,0.797734928239704,3.14158343292321,1.10587171445782,5.04397064274307,0.116694881317419,0.459111888601377,23.8856306531845,59.6813911756165,398.565042088076,863.672021902058,32.8003799271806,32.6262466360614,0.964722353743789,1.65600000000009,55.7912511213129,48.8311962429423,0,2594.22434154517,50.9334315529946,0.0994574360226793,0.0169378,0.020262405,0.025265854,0.4487841,0,1.2770026691828,8.35431995496914,1.41312673861561,0.0500000000000001,0.0711070851577,78.5657748931455,54.8150493377658,29.3265749456915,85.4195968120019,44.3609022556391,48.0763830384723,36.5996517334178,2.506464038837,60.8938842277452,20.6427101472218,39.5546409160466,39.8026489367316,path_factory_logistics_showcase_theta10_v3
ModernTCN_turn_l020_tt25_seed101,all,0,190,190,18951,0.0273817167042973,0.0813942394560621,3.04253567160796,0.0357905140388164,0.0971495849873885,0.025447538317634,0.126625803468147,0.0085578094591967,0.0433027783728731,0.575137880537959,1.06867585704609,152.120908808093,288.110570323955,0,0,0.0777522053718589,0.350901370283819,0,0,0,1.18279894791005,1.08754260920118,0.00707255837362756,0.0430711,0.045935815,0.04799839,0.8224387,0,0.444973726540696,2.92667747813411,0.475996564726098,0.00821710436403999,0.0106496551243781,98.1900691256398,67.0518706136879,0.518947622495776,97.1870604781997,91.0025062656642,10.5026677899466,45.0794153342832,0,54.9205846657169,34.6630784655163,54.3401403619862,10.9967811724975,path_factory_logistics_showcase_theta10_v3
ModernTCN_slope_seed101,all,0,44,44,4351,0.0447946315524599,0.130339739165177,1.32308285796361,0.0423225720060712,0.105414375980284,0.0596456688537377,0.217231374031786,0.026664711198347,0.108512778618859,0.84335250528141,1.2218603733596,189.830971983504,325.850959226255,0,0,0.055201233486476,0.429612395832984,0,0,0,7.83236593374723,2.79861844387731,0.0100368987733527,0.0420184,0.046183705,0.049496433,0.7427011,0,0.874644527347298,4.3762584,1.21805321456727,0.0300120019239528,0.0409046801497176,91.0825097678695,44.5874511606527,17.0091324200913,93.7841726618705,79.9554565701559,79.0754257907543,19.8345207998161,1.83865777982073,78.3268214203631,28.2693633647437,21.9719604688577,49.7586761663985,path_closed_loop_long_updown_theta10_v1
GRU,all,0,44,44,4351,0.0379473978731096,0.109023815636375,1.02778403630903,0.0189138930973385,0.0607896778021228,0.0437010902084854,0.144626820738518,0.0149958374004114,0.0603179680794021,0.206448187599322,0.374715245748227,188.791369743882,263.155355590705,0,0,0.0817210385354195,0.255493121507876,0,0,0,0.677751243520438,0.823223802737318,0.0073358112808522,0.0177316,0.020619525,0.023237171,0.1197289,0,0.683198071401938,3.8639984503861,0.920923161876524,0.0380240303420005,0.0321827032357474,91.1054929901172,59.7563778441738,25.7990867579909,95.3669064748201,90.8685968819599,84.6715328467153,18.6393932429327,0,81.3606067570673,26.7294874741439,36.7042059296713,36.5663065961848,path_closed_loop_long_updown_theta10_v1
TCN,all,0,44,44,4351,0.161391293470682,0.464664633092804,4.75678918010606,0.080619498022554,0.177896827098731,0.121905304811576,0.25308833573491,0.0426642905897996,0.169987158643488,1.63397363897579,2.73623281417302,190.655823082569,424.820258016463,0,0,0.126385723052948,1.49867075885892,0.252815444725351,0.0459664444955183,0,439.072296884346,20.9539943777386,0.0491579296352755,0.0131263,0.017517455,0.018938489,0.1590627,0,1.23635325015103,3.71829661997848,2.55056347172654,0.0382476202958462,0.104184306962256,74.8793380831993,36.2215582624684,43.7214611872146,79.568345323741,51.6703786191537,39.6593673965937,15.651574350724,11.9972420133303,72.3511836359458,29.0278096989198,28.4072626982303,42.5649276028499,path_closed_loop_long_updown_theta10_v1
ModernTCN_turn_l020_tt25_seed101,all,0,44,44,4351,0.0336777019003845,0.0852651182592324,1.00677171462345,0.0390490415373043,0.0813297012783862,0.0545408138842554,0.216934629263656,0.0268438270766492,0.0966102257956524,0.714726142575811,0.936564913155234,189.818890904966,322.870506476377,0,0,0.0582753905763507,0.221883825008534,0,0,0,7.6133537709016,2.75922555744522,0.00530038137293213,0.0418356,0.04742858,0.051571938,0.436957,0,0.705795990346854,4.187608,1.06585973837355,0.0330845760709794,0.0436439545686893,91.1054929901172,47.7591358308435,20.2054794520548,93.9568345323741,74.6102449888641,65.6934306569343,19.8345207998161,1.05722822339692,79.1082509767869,36.7042059296713,30.820501034245,32.4752930360837,path_closed_loop_long_updown_theta10_v1
ModernTCN_slope_seed101,all,0,52,52,5151,0.0647755974573575,0.191388376393423,2.30425758779592,0.0563074236199652,0.125815345073663,0.0354509005055687,0.12993456704513,0.0237857535502708,0.125769569324294,0.722346759079737,0.956528663369647,156.980269756271,224.599109707837,0,0,0.0814544773585889,1.47627564897879,0.09706853038245,0.03882741215298,0,3.16605335403916,1.77921138213546,0.0214525457418363,0.0234906,0.04854179,0.053033511,0.4598216,0,0.621999536001651,3.22906655092593,0.745995298106391,0.0167535347193349,0.022652227072055,94.1953018831295,61.5220345563968,11.3238967527061,95.873417721519,66.0074165636588,99.6937212863706,23.8400310619297,0,76.1599689380703,17.9188507086003,29.9165210638711,52.1646282275286,path_closed_loop_sharp_turn_transition_theta10_v1
GRU,all,0,52,52,5151,0.0763529141201321,0.231653987915023,2.11416016272317,0.039777054371632,0.123736871557366,0.0399260019200263,0.131911565304738,0.0210900312328395,0.0954758441871865,0.346350978932188,0.614536454837495,156.870830955163,223.082866205363,0,0,0.136843191160763,0.94005110597375,0.01941370607649,0,0,6.74537925091929,2.59705596043986,0.0260689329104395,0.0103285,0.014509205,0.020104455,0.0281257,0,0.662546394527297,3.67076797444586,0.76348006334873,0.0204244330270246,0.018445171483648,92.6033779848573,76.5870704717531,20.233139050791,96.5063291139241,95.1792336217553,97.0137825421133,21.277421859833,0,78.722578140167,24.1118229470006,38.5556202679091,37.3325567850903,path_closed_loop_sharp_turn_transition_theta10_v1
