metric,mean,std,min,max
acc_main,1,0,1,1
acc_turn,0.75,0,0.75,0.75
acc_turn_pure,1,0,1,1
acc_turn_transition,0,0,0,0
theta_mae_deg,0.14687692062025,0,0.14687692062025,0.14687692062025
flat_recall,1,0,1,1
stall_recall,0,0,0,0
slope_recall,1,0,1,1
uphill_recall,1,0,1,1
downhill_recall,NaN,NaN,NaN,NaN
