case_index,controller,model_name,path_name,path_file,ref_file,disturbance_level,disturbance_scale,noise_enabled,noise_signature,seed,status,message,elapsed_sec,n_samples,ey_rmse,ey_peak,epsi_rmse,epsi_peak,ev_rmse,eomega_rmse,j_du,viol_rate,F_sat_pct,omega_sat_pct,realtime_p50_ms,realtime_p95_ms,realtime_p99_ms,timeout_rate,timeseries_file
1,GRU,LPVMPC_AGV_simulink_GRU,tmp_path_straight_0p5s,E:\Matlab\Simulink\S-Function_16\tools\tmp_path_straight_0p5s.mat,E:\Matlab\Simulink\S-Function_16\tools\tmp_path_straight_0p5s.mat,0,0,0,3.76872664625997,1,ok,,38.3079006,51,0,0,0,0,0.605991477306327,0,7140374.33551525,0.0588235294117647,7.84313725490196,0,0.0159468,0.0260287,0.03392445,0,
2,GRU,LPVMPC_AGV_simulink_GRU,tmp_path_straight_0p5s,E:\Matlab\Simulink\S-Function_16\tools\tmp_path_straight_0p5s.mat,E:\Matlab\Simulink\S-Function_16\tools\tmp_path_straight_0p5s.mat,1,1,1,3.76872664625997,1,ok,,2.4498402,51,0,0,0,0,0.605991477306327,0,7140374.33551525,0.0588235294117647,7.84313725490196,0,0.0139845,0.02215095,0.02329345,0,
3,GRU,LPVMPC_AGV_simulink_GRU,tmp_path_straight_0p5s,E:\Matlab\Simulink\S-Function_16\tools\tmp_path_straight_0p5s.mat,E:\Matlab\Simulink\S-Function_16\tools\tmp_path_straight_0p5s.mat,2,1.5,1,5.65308996938996,1,ok,,2.2489352,51,0,0,0,0,0.605991477306327,0,7140374.33551525,0.0588235294117647,7.84313725490196,0,0.0168249,0.02424465,0.03221385,0,
