epoch,lr,train_loss,val_loss,val_score,val_acc_main,val_acc_turn,val_main_confidence_mean,val_turn_confidence_mean,val_main_low_conf_0p60_ratio,val_turn_low_conf_0p60_ratio,val_turn_left_recall,val_turn_right_recall,val_acc_turn_transition,val_theta_mae_deg,val_theta_flat_abs_p95_deg,val_theta_flat_bias_deg,val_theta_near_flat_abs_p95_deg,val_flat_recall,val_stall_recall,val_slope_recall
1,0.0009998286624877785,0.861549612192438,0.6924925446510315,1.9817238855921118,0.8533872598584429,0.9054600606673407,0.6648898423089371,0.8658822956109655,0.3356926188068756,0.06825075834175935,0.8842794759825328,0.886685552407932,0.43636363636363634,4.4930219650268555,14.08682632446289,1.7582733631134033,12.872892379760742,0.9570259208731241,0.6212121212121212,0.547085201793722
2,0.0009993147673772868,0.2512101894493896,0.33696872915006626,0.8106991291993988,0.9393326592517695,0.9044489383215369,0.9366901551302167,0.9034347114653029,0.03286147623862487,0.03387259858442872,0.888646288209607,0.886685552407932,0.45454545454545453,2.964773178100586,9.298025131225586,-1.2029021978378296,9.470175743103027,0.9618008185538881,0.803030303030303,0.8856502242152466
3,0.000998458666866564,0.1287568109018134,0.41162414901538613,0.879508665225361,0.9504550050556118,0.9095045500505561,0.9687268086586392,0.9062098434961312,0.016177957532861477,0.04044489383215369,0.8842794759825328,0.9150141643059491,0.4727272727272727,3.797271966934204,12.659066200256348,3.4619336128234863,11.878349304199219,0.9774897680763983,0.7424242424242424,0.8923766816143498
4,0.0009972609476841365,0.10865205294680517,0.4010156790214554,0.8310990150293737,0.9479271991911021,0.917087967644085,0.9775851359226547,0.916671999773865,0.011122345803842264,0.03185035389282103,0.8930131004366813,0.9008498583569405,0.4818181818181818,2.6106112003326416,7.246712684631348,0.30099305510520935,7.599064826965332,0.9795361527967258,0.7272727272727273,0.8766816143497758
5,0.000995722430686905,0.10843245755091918,0.36586602774982624,0.7594774270078497,0.9544994944388271,0.9175935288169869,0.9742375567613311,0.9278367577639669,0.014661274014155713,0.03185035389282103,0.8908296943231441,0.9093484419263456,0.4909090909090909,2.14326810836792,7.510916233062744,0.974500834941864,8.320513725280762,0.9809004092769441,0.8333333333333334,0.8856502242152466
6,0.0009938441702975688,0.07657777890038076,0.37740573980087455,0.7721546509023953,0.9544994944388271,0.9191102123356926,0.9823760197603516,0.9304395150442926,0.010111223458038422,0.027805864509605663,0.8733624454148472,0.9093484419263456,0.4909090909090909,2.196352005004883,6.763660430908203,0.833757758140564,7.1337056159973145,0.9788540245566166,0.7575757575757576,0.9035874439461884
7,0.0009916274537819772,0.07169395454574382,0.44309110528176426,0.8413895828465963,0.9625884732052579,0.9186046511627907,0.9832619298154162,0.9340428495506901,0.010616784630940344,0.027300303336703743,0.8799126637554585,0.9150141643059491,0.5,2.8822782039642334,9.205100059509277,2.6146399974823,9.133395195007324,0.9884038199181446,0.8636363636363636,0.8923766816143498
8,0.0009890738003669026,0.06849902455146853,0.40393644872642265,0.7920872408974005,0.9595551061678463,0.916582406471183,0.9848322942507192,0.9490538860730054,0.006572295247724975,0.020728008088978768,0.8820960698689956,0.8923512747875354,0.4909090909090909,2.119657039642334,6.631795883178711,0.35924777388572693,7.133288383483887,0.984993178717599,0.803030303030303,0.899103139013453
9,0.000986184960198838,0.06455576357188052,0.36243213895478554,0.7476217183181169,0.9605662285136501,0.9201213346814965,0.9819238733632282,0.935183743481636,0.01314459049544995,0.023761375126390292,0.8755458515283843,0.9235127478753541,0.4909090909090909,2.090043306350708,6.5850677490234375,1.2188018560409546,7.010277271270752,0.9781718963165075,0.8787878787878788,0.9147982062780269
10,0.0009829629131445337,0.05567831217196274,0.40786496856456095,0.7671675472888934,0.9625884732052579,0.9226491405460061,0.9845662984512372,0.9352713264169422,0.010111223458038422,0.021739130434782608,0.8799126637554585,0.9263456090651558,0.5272727272727272,2.5319507122039795,9.09272575378418,2.159478187561035,8.92606258392334,0.9863574351978172,0.8636363636363636,0.899103139013453
