epoch,lr,loss_mode,freeze_mode,freeze_early_blocks,preserve_mode,lambda_preserve_main,lambda_preserve_turn,lambda_preserve_theta,s_range,lambda_s_prior,train_loss,train_loss_fixed_total,train_loss_main,train_loss_turn,train_loss_theta,train_loss_main_base,train_loss_turn_base,train_loss_theta_base,train_loss_preserve,train_loss_main_raw,train_loss_turn_raw,train_loss_theta_raw,train_loss_transition_focal_raw,train_loss_transition_focal_weighted,train_loss_stall_focal_raw,train_loss_stall_focal_weighted,train_loss_theta_smooth,train_loss_flat_theta_expert_reg,train_loss_flat_theta_expert_reg_weighted,val_loss,val_loss_main,val_loss_turn,val_loss_theta,val_loss_main_base,val_loss_turn_base,val_loss_theta_base,val_loss_preserve,val_loss_main_raw,val_loss_turn_raw,val_loss_theta_raw,val_loss_transition_focal_raw,val_loss_transition_focal_weighted,val_loss_stall_focal_raw,val_loss_stall_focal_weighted,val_loss_theta_smooth,val_loss_flat_theta_expert_reg,val_loss_flat_theta_expert_reg_weighted,val_score,val_acc_main,val_acc_turn,val_main_confidence_mean,val_turn_confidence_mean,val_main_low_conf_0p60_ratio,val_turn_low_conf_0p60_ratio,val_turn_left_recall,val_turn_right_recall,val_acc_turn_transition,val_theta_mae_deg,val_theta_abs_le_10_p95_abs_err_deg,val_theta_neg_10_8_p95_abs_err_deg,val_theta_pos_8_10_p95_abs_err_deg,val_theta_abs_le_8_p95_abs_err_deg,val_theta_neg_8_6_p95_abs_err_deg,val_theta_pos_6_8_p95_abs_err_deg,val_theta_neg_2_0p5_p95_abs_err_deg,val_theta_pos_0p5_2_p95_abs_err_deg,val_theta_flat_abs_p95_deg,val_theta_flat_bias_deg,val_theta_near_flat_abs_p95_deg,val_theta_true_zero_abs_p95_deg,val_flat_recall,val_stall_recall,val_slope_recall,val_flat_as_stall_ratio,val_stall_as_flat_ratio,val_cm_main,val_cm_turn,s_main,s_turn,s_theta,raw_s_main,raw_s_turn,raw_s_theta,weight_main,weight_turn,weight_theta,bounded_s_prior,s_prior_lambda,task_weight_main,task_weight_turn,task_weight_theta,initial_loss_main,initial_loss_turn,initial_loss_theta,grad_norm_main,grad_norm_turn,grad_norm_theta,gradnorm_loss,gradnorm_unstable
1,0.0,bounded_uncertainty,early_blocks,3,baseline,0.05,0.05,0.05,0.25,0.01,0.08953697147486005,0.21549242465445867,0.04724947418491293,0.059187153251401614,0.0013095853982694405,0.04724947418491293,0.059187153251401614,0.0013095853982694405,0.004756182792527609,0.04724947418491293,0.29593576146049116,0.0019021897566948859,0.17984674554625832,0.0,0.09083653058111901,0.0,0.0,0.0,0.0,0.5770755905259769,0.3112841760434704,0.2655124986970215,0.00027891826946338755,0.3112841760434704,0.2655124986970215,0.00027891826946338755,0.00261217774823308,0.3112841760434704,1.3275624714943004,0.0004560783155406138,1.194334182461802,0.0,3.0923739563770964,0.0,0.0,0.0,0.0,0.9543737559796607,0.9485791610284168,0.627063599458728,0.9689166687293386,0.8408331503289374,0.052232746955345064,0.15426251691474965,0.7087378640776699,0.6812796208530806,0.5605590062111802,0.8185137510299683,2.5849449634552,2.4223544597625732,1.2316774129867554,2.723856210708618,2.2773444652557373,1.4847043752670288,1.9302208423614502,2.3302993774414062,3.8302993774414062,0.4593295156955719,3.850989580154419,nan,0.9558599695585996,0.47619047619047616,0.9536048064085447,0.0,0.0,"[[628, 0, 29], [0, 20, 22], [133, 6, 2857]]","[[575, 214, 55], [403, 1085, 436], [91, 179, 657]]",-0.016218237578868866,-0.016215546056628227,-0.016234124079346657,-0.0649641826748848,-0.06495337188243866,-0.06502799689769745,1.0163503885269165,1.0163476467132568,1.0163666009902954,2.5425195302132017e-06,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
