n,mae_deg,rmse_deg,p50_abs_err_deg,p95_abs_err_deg,peak_abs_err_deg,bias_deg,std_err_deg,fit_slope,fit_intercept_deg,pearson_r,r2_fit,r2_identity,truth_min_deg,truth_max_deg,pred_min_deg,pred_max_deg
4462,0.48684557522274,0.711323905523849,0.332273756298326,1.40456904095227,4.54747515469006,-0.0649469680625441,0.70843211935725,0.91557642383157,-0.0770079621821158,0.987430876412347,0.975019735692456,0.971155235032108,-8,7,-7.98391398876004,7.32275423842374
