F_limit_hit_pct,F_peak,F_rms,F_sat595_pct,candidate_id,controller,dF_rms,domega_cmd_rms,duration_s,eomega_peak,eomega_rmse,epsi_peak,epsi_rmse,ev_peak,ev_rmse,ey_iae,ey_peak,ey_rmse,flat_false_slope_pct,j_du,left_recall_pct,main_acc_pct,n_samples,omega_cmd_peak,omega_cmd_rms,omega_limit_hit_pct,omega_sat060_pct,path_tag,pred_main_1_pct,pred_main_2_pct,pred_main_3_pct,pred_turn_0_pct,pred_turn_1_pct,pred_turn_m1_pct,right_recall_pct,slope_recall_pct,solve_time_max_ms,solve_time_p50_ms,solve_time_p95_ms,solve_time_p99_ms,source,t0,t1,theta_hat_step_p95_deg,theta_mae_deg,theta_peak_deg,theta_sched_mae_deg,theta_sched_step_p95_deg,timeout_rate,turn_acc_pct,viol_rate,xy_peak,xy_rmse,zone
0,286.586879475245,152.124675279761,0,baseline_lock,baseline_lock,1.04410795651192,0.00832421885237457,190,0.0489995313948443,0.00804998082524249,0.0911957312949822,0.0331685445268731,0.126625803354214,0.0261421946494798,2.95866437674948,0.0882400253972038,0.0262369764064944,0.531016171856143,1.09023071747099,10.9800617803988,98.2058994248325,18951,0.414372925657895,0.0778355522026003,0,0,path_factory_logistics_showcase_theta10_v3,45.0530315022954,0,54.9469684977046,58.3821434225107,15.1232124953828,26.4946440821065,88.4711779448622,97.2245663384904,2.9849107,0.0214477,0.043721855,0.046583391,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\03_formal_validation\formal_validation_path_metrics.csv,0,190,0.00889193470055221,0.461768949868422,2.66936574074075,0.492195246166447,0.0101751966919935,0,65.321091235291,0,1.00156496098248,0.529216472088663,all
0,286.714866964313,152.121979695939,0,uncertainty_seed101_rerun_20260622,uncertainty_seed101_rerun_20260622,1.22085141744919,0.00747761997391936,190,0.0435316885727668,0.00865292737351455,0.0909632777186213,0.0345217111082827,0.126625803354214,0.0222873300720826,3.19554943969425,0.0825419167969463,0.0276930945778461,8.88245232923003,1.49053409828816,37.7422072451559,95.2614637749987,18951,0.501639162964204,0.0775516488676524,0,0,path_factory_logistics_showcase_theta10_v3,40.6944224579178,0,59.3055775420822,50.1134504775474,30.7055036673526,19.1810458551,64.0100250626566,98.4810126582279,0.4256683,0.0216905,0.04502814,0.0479385,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\03_formal_validation\formal_validation_path_metrics.csv,0,190,0.00826915041544595,0.35830334805257,2.83837932762391,0.389251618788411,0.00828202048624617,0,56.5669357817529,0,0.828724317503407,0.453818196394376,all
0,322.870507404185,189.918161803409,0,baseline_lock,baseline_lock,2.79036271955021,0.00549169816140275,44,0.110614542386844,0.0295813297600726,0.0998485782925873,0.0438205586620913,0.216934629182467,0.0565547314665031,1.13501296084005,0.0880568713344653,0.0353417318337382,18.7214611872146,7.78615426540432,56.4476885644769,90.9905768788784,4351,0.218844519817451,0.0606467232715493,0,0,path_closed_loop_long_updown_theta10_v1,19.2599402436222,1.86164100206849,78.8784187543094,32.8660078142956,35.9457595954953,31.1882325902091,77.0601336302895,94.0431654676259,0.7123771,0.0210086,0.045661255,0.0497255299999999,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\03_formal_validation\formal_validation_path_metrics.csv,0,44,0.0349999999999998,0.794694392365761,4.187608,1.16142933202247,0.0410589127817286,0,46.6789243851988,0,1.0324359436376,0.759372661078766,all
0,318.859462302155,190.070958698532,0,uncertainty_seed101_rerun_20260622,uncertainty_seed101_rerun_20260622,3.22660472162427,0.00417366671650134,44,0.102170226044648,0.0310157446512076,0.105834017137548,0.0450153637640199,0.224621761411753,0.0618189727805997,0.95457921470975,0.0879646929756186,0.0320073177605506,21.8036529680365,10.4109954491019,48.9051094890511,90.0712479889681,4351,0.154304981316172,0.0625190049664881,0,0,path_closed_loop_long_updown_theta10_v1,19.3518731326132,1.93059066881177,78.717536198575,30.7515513675017,37.692484486325,31.5559641461733,75.2783964365256,93.0647482014388,0.3111416,0.0208831,0.02234607,0.023351537,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\03_formal_validation\formal_validation_path_metrics.csv,0,44,0.0300140677802659,0.816997910687637,4.66104375,1.20352040420546,0.0423851912846618,0,42.656860491841,0,0.978660611909591,0.769554098918744,all
0,224.704391134481,157.137673102785,0,baseline_lock,baseline_lock,2.30721172899333,0.0218318199973113,52,0.100119389051316,0.0219126603467524,0.0946014381012255,0.0415952419404275,0.129934566927505,0.0355769981358947,1.40274657735239,0.12690287779986,0.0405837714490269,12.323064113239,5.32370259076876,46.6309341500766,94.1370607649,5151,1.35086687840308,0.0792461283900394,0,0.07765482430596,path_closed_loop_sharp_turn_transition_theta10_v1,23.4323432343234,0,76.5676567656766,36.2065618326539,36.3036303630363,27.4898078043098,91.3473423980222,96.1012658227848,0.2452377,0.0208541,0.022550575,0.023888691,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\03_formal_validation\formal_validation_path_metrics.csv,0,52,0.016546320359511,0.600177618700356,3.32314074074074,0.712585144187336,0.0240934768744909,0,48.8448844884488,0,0.679181139413126,0.513652824986013,all
0,224.828763831712,157.028974018472,0,uncertainty_seed101_rerun_20260622,uncertainty_seed101_rerun_20260622,1.47038075883971,0.00733506882167034,52,0.083284066322094,0.0162060890697367,0.0869385272443504,0.0342259227703392,0.129934566927505,0.031948066361653,0.800385447790951,0.0854036133396382,0.0291805058527429,19.9833472106578,2.16207337920066,81.2404287901991,91.9821393904096,5151,0.287493943666123,0.0730541379460078,0,0,path_closed_loop_sharp_turn_transition_theta10_v1,22.0151426907397,0,77.9848573092603,31.6055134925257,40.9629198213939,27.4315666860804,92.7070457354759,95.620253164557,0.2436315,0.0208717,0.022376235,0.023584864,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\03_formal_validation\formal_validation_path_metrics.csv,0,52,0.015833532107931,0.482994837905639,3.49777719907408,0.620938322958999,0.0242215223948487,0,62.7062706270627,0,0.640883844073009,0.438299833125631,all
0,333.170746378577,189.937889461435,0,ua_seed21,ua_seed21,3.43533594356607,0.00909364602772714,44,0.113560216626326,0.0301632683817472,0.0968393359911207,0.0380999889916413,0.208532282365142,0.0665720823510176,1.41661122753219,0.160718708628171,0.0529365556846935,17.1232876712329,11.801615739555,93.6739659367397,91.5421742128246,4351,0.344798231939017,0.0582285269009573,0,0,NaN,21.0066651344519,0.689496667432774,78.3038381981154,26.8673868076304,47.7821190530912,25.3504941392783,90.6458797327394,93.726618705036,0.394353,0.0213143,0.02313597,0.025137069,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\12_uncertainty_replacement_qualification\03_closed_loop_representatives\01_closed_loop_runs\path_closed_loop_long_updown_theta10_v1\uncertainty_replacement_summary.csv,0,44,0.0349999999999998,1.05247657172793,5.3104,1.39007165279399,0.0419018013481363,0,52.7235118363595,0,0.883586648625029,0.563574867977824,all
0,300.633043739921,189.673719155994,0,ua_seed42,ua_seed42,1.90125263590226,0.00829876263505954,44,0.130807030544134,0.03531297642931,0.11222344905666,0.0516190149474834,0.232620511754185,0.0687548920189292,1.13748190348209,0.0887890325856004,0.0371660749474704,36.6438356164384,3.61483045498657,64.5985401459854,90.3240634336934,4351,0.205067778017734,0.0650994522050041,0,0,NaN,15.0540105722822,0,84.9459894277178,31.1882325902091,44.5185014939094,24.2932659158814,71.9376391982183,97.1223021582734,0.2610053,0.0214253,0.023111275,0.024978739,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\12_uncertainty_replacement_qualification\03_closed_loop_representatives\01_closed_loop_runs\path_closed_loop_long_updown_theta10_v1\uncertainty_replacement_summary.csv,0,44,0.0263212381044112,1.16505851079108,6.13037109375,1.44197461073224,0.0382040692746627,0,47.1615720524017,0,1.23840057573274,0.897381870343479,all
0,225.253672334555,157.130384716929,0,ua_seed21,ua_seed21,1.79400373183127,0.0152791365928216,52,0.0972291052630493,0.0212959247186957,0.0932477556200366,0.0401784746087498,0.141008858270602,0.044638718131208,1.61353627097374,0.141455593709619,0.0463335984640821,22.9808492922565,3.21868284183956,93.1852986217458,91.1861774412735,5151,0.900117789695528,0.0918347739840772,0,0.03882741215298,NaN,21.4133178023685,0,78.5866821976315,27.2374296253155,44.6709376820035,28.091632692681,100,95.493670886076,0.3158595,0.0212267,0.02283773,0.024726643,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\12_uncertainty_replacement_qualification\03_closed_loop_representatives\01_closed_loop_runs\path_closed_loop_sharp_turn_transition_theta10_v1\uncertainty_replacement_summary.csv,0,52,0.0217702241335367,0.958459876759908,4.01258738425926,0.974951232235736,0.0225464437691155,0,64.8417782954766,0,0.661398529825469,0.437543099613261,all
0,226.16883423696,157.205039964543,0,ua_seed42,ua_seed42,1.7237528805579,0.0162592784165031,52,0.159279440841551,0.0312029988331279,0.14166992198582,0.058986066594507,0.145343524927931,0.0453097532449948,1.40862296046886,0.102166047176413,0.0403852489920871,10.9908409658618,2.97158835736629,56.8912710566616,94.5059211803533,5151,0.818550432999824,0.085327052609268,0,0.03882741215298,NaN,23.6847214133178,0,76.3152785866822,31.3725490196078,42.710153368278,25.9172976121142,87.6390605686032,96.1772151898734,0.476276,0.0246842,0.045217835,0.053358951,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\12_uncertainty_replacement_qualification\03_closed_loop_representatives\01_closed_loop_runs\path_closed_loop_sharp_turn_transition_theta10_v1\uncertainty_replacement_summary.csv,0,52,0.01846971597729,0.92043838914474,4.134796875,0.994548674956981,0.0225173293643798,0,50.436808386721,0,1.18404304014005,0.737339064457539,all
