epoch,lr,train_loss,val_loss,val_score,val_acc_main,val_acc_turn,val_acc_turn_transition,val_theta_mae_deg,val_flat_recall,val_stall_recall,val_slope_recall
1,0.0009998286624877785,0.7103162046587507,0.33689483237130885,1.0559506211449265,0.9078947368421053,0.7300853485064012,0.3177083333333333,3.7894821166992188,0.9303187546330616,0.8941798941798942,0.8861852433281004
2,0.0009993147673772868,0.1963121808347826,0.1643583329227537,0.7267872316368726,0.9541251778093883,0.7507112375533428,0.3932291666666667,2.8332204818725586,0.9807264640474426,0.8783068783068783,0.9372056514913658
3,0.000998458666866564,0.13999354430801922,0.15747533715296944,0.6202553374369375,0.9576813655761024,0.8125889046941679,0.4583333333333333,2.4190456867218018,0.9814677538917717,0.8359788359788359,0.9505494505494505
4,0.0009972609476841365,0.11149343755081421,0.1582612112312873,0.6253837717204027,0.9619487908961594,0.8239687055476529,0.4739583333333333,3.3406765460968018,0.9866567828020756,0.8148148148148148,0.957613814756672
5,0.000995722430686905,0.09060359074920771,0.14739182970856196,0.5888578310615928,0.9719061166429588,0.8229018492176386,0.4947916666666667,3.5011446475982666,0.9770200148257969,0.8412698412698413,0.9858712715855573
6,0.0009938441702975688,0.07800569590851937,0.15025499164210274,0.4676267797749661,0.9655049786628734,0.8460170697012802,0.5572916666666666,1.4657851457595825,0.9888806523350631,0.8412698412698413,0.9591836734693877
7,0.0009916274537819772,0.07244508983113739,0.16974934867740865,0.5302908997396656,0.9704836415362731,0.8346372688477952,0.53125,2.088879108428955,0.9666419570051891,0.8306878306878307,0.9952904238618524
8,0.0009890738003669026,0.07545441648784411,0.1407707696661332,0.48847227191715914,0.9722617354196301,0.8481507823613087,0.5416666666666666,2.2025046348571777,0.9807264640474426,0.8253968253968254,0.9850863422291993
9,0.000986184960198838,0.06396723743667021,0.16481233062818754,0.5278880644104615,0.9701280227596017,0.8314366998577525,0.5130208333333334,1.5218533277511597,0.9859154929577465,0.8359788359788359,0.9733124018838305
10,0.0009829629131445337,0.055337421254432334,0.12200910396672585,0.42462328008350014,0.9740398293029872,0.8627311522048364,0.5651041666666666,1.6859172582626343,0.994069681245367,0.8412698412698413,0.9725274725274725
11,0.0009794098674340962,0.05475012026934062,0.13741860885284365,0.4615613507125095,0.9751066856330014,0.8655761024182077,0.5494791666666666,1.946714162826538,0.9859154929577465,0.8783068783068783,0.978021978021978
12,0.0009755282581475765,0.05088120700229109,0.12189922862253012,0.3862794475046138,0.9715504978662873,0.8694879089615932,0.5885416666666666,1.1772918701171875,0.9762787249814677,0.8783068783068783,0.9803767660910518
13,0.000971320745546089,0.04619947783784906,0.15529483175209882,0.43951819772627637,0.9768847795163584,0.8655761024182077,0.5677083333333334,1.2829769849777222,0.9881393624907339,0.8518518518518519,0.9835164835164835
14,0.0009667902132486006,0.04620225897539651,0.11847640280406471,0.41279042983278386,0.982574679943101,0.8573968705547653,0.5572916666666666,1.3799811601638794,0.9881393624907339,0.8888888888888888,0.9905808477237049
15,0.0009619397662556431,0.04484740776257649,0.14621042654151428,0.4011376334921112,0.9726173541963016,0.8801564722617354,0.6223958333333334,2.132911205291748,0.9822090437361009,0.783068783068783,0.9905808477237049
16,0.0009567727288213001,0.04225312783727849,0.15494208008178098,0.35365069169775465,0.9747510668563301,0.8894025604551921,0.6432291666666666,1.1169871091842651,0.9873980726464048,0.8042328042328042,0.9866562009419152
17,0.0009512926421749302,0.04587780891922227,0.12715221163558418,0.3138031055397081,0.9740398293029872,0.8819345661450925,0.6614583333333334,1.2243142127990723,0.9814677538917717,0.8835978835978836,0.9795918367346939
18,0.0009455032620941837,0.04271355138415763,0.1418654386849695,0.39007937379587654,0.9758179231863442,0.8862019914651493,0.5989583333333334,1.2950263023376465,0.9829503335804299,0.8095238095238095,0.9929356357927787
19,0.0009394085563309825,0.037634103862897055,0.1333904701310235,0.35825967256748154,0.9786628733997155,0.887624466571835,0.625,1.4939805269241333,0.994069681245367,0.8148148148148148,0.9866562009419152
20,0.0009330127018922192,0.037395397593922866,0.1286511844922265,0.3592544448949421,0.9740398293029872,0.8915362731152204,0.6145833333333334,1.2229101657867432,0.9911045218680504,0.8359788359788359,0.9764521193092621
21,0.0009263200821770459,0.03638256680975117,0.1264931012056291,0.31612964834263674,0.9751066856330014,0.8986486486486487,0.6458333333333334,1.0057053565979004,0.9925871015567087,0.8253968253968254,0.978806907378336
22,0.0009193352839727118,0.03302941426301445,0.12274253232719888,0.3430386241972305,0.9754623044096729,0.8783783783783784,0.6197916666666666,0.9687858819961548,0.9799851742031134,0.8624338624338624,0.9874411302982732
23,0.0009120630943110076,0.037780190509935044,0.1520805172145282,0.3806278305807742,0.972972972972973,0.8943812233285917,0.6041666666666666,0.8000440001487732,0.9911045218680504,0.7619047619047619,0.9850863422291993
24,0.0009045084971874735,0.033835943989241744,0.09192779430242555,0.29001164369090804,0.982574679943101,0.8886913229018493,0.6276041666666666,0.829003095626831,0.9844329132690882,0.9206349206349206,0.9897959183673469
25,0.0008966766701456174,0.028389871188126328,0.10833588190599322,0.3349849072949419,0.9736842105263158,0.8890469416785206,0.6119791666666666,0.9675495028495789,0.9814677538917717,0.91005291005291,0.9748822605965463
26,0.0008885729807284853,0.03750904064608362,0.11812928119729967,0.3083442375404454,0.9815078236130867,0.8936699857752489,0.6380208333333334,0.9281536340713501,0.9925871015567087,0.8359788359788359,0.9913657770800628
27,0.0008802029828000154,0.031501898867411025,0.1006646732432744,0.2916818436433377,0.9772403982930299,0.8968705547652916,0.6484375,1.1918745040893555,0.9807264640474426,0.8994708994708994,0.9850863422291993
28,0.000871572412738697,0.03276217554498055,0.10902463415820432,0.27312557446880326,0.980796586059744,0.8975817923186344,0.65625,0.6807354688644409,0.9881393624907339,0.8677248677248677,0.9897959183673469
29,0.0008626871855061437,0.02756326862522369,0.120506171396752,0.3130931124420402,0.9790184921763869,0.9007823613086771,0.6588541666666666,1.6898102760314941,0.9903632320237212,0.8253968253968254,0.9897959183673469
30,0.0008535533905932737,0.029715331028671126,0.14939697862604095,0.36275796095841073,0.972972972972973,0.8865576102418208,0.6197916666666666,0.7364301681518555,0.9799851742031134,0.8042328042328042,0.9905808477237049
31,0.0008441772878468768,0.03016595791019978,0.093689518815084,0.2560591359885172,0.9850640113798008,0.895448079658606,0.6536458333333334,0.6571295261383057,0.9948109710896961,0.9417989417989417,0.9811616954474097
32,0.0008345653031794289,0.030271195028318255,0.10237573145505884,0.2860705117377528,0.9790184921763869,0.8936699857752489,0.6510416666666666,1.0618644952774048,0.9822090437361009,0.9047619047619048,0.9866562009419152
33,0.0008247240241650917,0.027774195080850876,0.128651766273409,0.2970334086996393,0.9772403982930299,0.8965149359886202,0.65625,0.6942173838615417,0.9933283914010378,0.7936507936507936,0.9874411302982732
34,0.0008146601955249186,0.025025877791589712,0.11394226189655057,0.23299713030040634,0.9800853485064012,0.9064722617354196,0.6979166666666666,0.633285403251648,0.9925871015567087,0.8624338624338624,0.9843014128728415
35,0.0008043807145043601,0.026270245456769318,0.10494839077865756,0.2625761515773999,0.9811522048364154,0.9007823613086771,0.6588541666666666,0.595628023147583,0.9836916234247591,0.8835978835978836,0.9929356357927787
36,0.0007938926261462363,0.023842038551273658,0.12375485521885612,0.27024821747389377,0.9768847795163584,0.9043385490753911,0.6770833333333334,0.7254346609115601,0.9822090437361009,0.8677248677248677,0.9874411302982732
37,0.0007832031184624162,0.022861613614084834,0.10514732980160083,0.26934233609295505,0.9839971550497866,0.8997155049786629,0.65625,0.8118937611579895,0.9948109710896961,0.8888888888888888,0.9866562009419152
38,0.0007723195175075133,0.024895345769419513,0.10596367668037225,0.21968733464642795,0.9836415362731152,0.9061166429587483,0.7005208333333334,0.6573673486709595,0.9911045218680504,0.8994708994708994,0.9882260596546311
39,0.0007612492823579742,0.024706002066833016,0.10981257363708735,0.19611302827731755,0.9793741109530584,0.9114509246088194,0.7291666666666666,0.6092169880867004,0.9903632320237212,0.8783068783068783,0.9827315541601256
40,0.0007499999999999998,0.024067164563185143,0.0957336308670417,0.21333306840792707,0.9857752489331437,0.9110953058321479,0.6927083333333334,0.6470537185668945,0.9933283914010378,0.8994708994708994,0.9905808477237049
41,0.0007385793801298041,0.02484523180036479,0.10083689045685623,0.22148974549408612,0.9822190611664295,0.9107396870554765,0.6901041666666666,0.5399329662322998,0.9896219421793921,0.8941798941798942,0.9874411302982732
42,0.0007269952498697732,0.02135169372972034,0.11156666300035642,0.2088188959205247,0.9797297297297297,0.9068278805120911,0.7213541666666666,0.6794831156730652,0.9785025945144552,0.8994708994708994,0.9929356357927787
43,0.0007152555484041474,0.023156314139070728,0.11431937178286855,0.3323162892343536,0.9775960170697012,0.8901137980085349,0.6067708333333334,0.6465969085693359,0.9836916234247591,0.8571428571428571,0.989010989010989
44,0.0007033683215378999,0.024386163185983446,0.13621364714071726,0.24200267097010544,0.9765291607396871,0.918918918918919,0.7109375,0.6310453414916992,0.9859154929577465,0.8306878306878307,0.9882260596546311
45,0.0006913417161825446,0.022697389303134318,0.09401394345216019,0.2810166496658788,0.9847083926031295,0.8975817923186344,0.6302083333333334,0.7064656615257263,0.9859154929577465,0.9312169312169312,0.9913657770800628
46,0.00067918397477265,0.020853733467317878,0.12494604509975629,0.19428062341545593,0.9786628733997155,0.9174964438122333,0.7421875,0.5144628286361694,0.9859154929577465,0.8359788359788359,0.9921507064364207
47,0.0006669034296168852,0.021272586551324236,0.10670271249829791,0.25638438865874486,0.9836415362731152,0.89900426742532,0.6692708333333334,0.7431775331497192,0.994069681245367,0.8624338624338624,0.9905808477237049
48,0.0006545084971874735,0.019686029251418415,0.11665292217755216,0.21196057766774862,0.9797297297297297,0.918918918918919,0.7161458333333334,0.5619631409645081,0.9866567828020756,0.8518518518518519,0.9913657770800628
49,0.0006420076723519612,0.023833531442472296,0.08980331979003095,0.22070208827499083,0.9818634423897582,0.9107396870554765,0.6822916666666666,0.6091927886009216,0.9881393624907339,0.9047619047619048,0.9866562009419152
50,0.0006294095225512601,0.021264222468063768,0.0836570664689178,0.1428225340393551,0.9882645803698435,0.9238975817923186,0.7395833333333334,0.47275519371032715,0.994069681245367,0.9365079365079365,0.9897959183673469
51,0.0006167226819279525,0.021304574702865932,0.100994830906052,0.1906089455269422,0.9829302987197724,0.9096728307254623,0.7213541666666666,0.5600143074989319,0.9851742031134173,0.8994708994708994,0.9929356357927787
52,0.0006039558454088793,0.019859351027433633,0.10360585942673649,0.2036380125874023,0.9818634423897582,0.9114509246088194,0.7083333333333334,0.45547354221343994,0.9888806523350631,0.8677248677248677,0.9913657770800628
53,0.0005911177627460734,0.017464309371091745,0.10489791556450924,0.21217342084931662,0.9811522048364154,0.9118065433854907,0.7005208333333334,0.41635021567344666,0.9903632320237212,0.8571428571428571,0.9897959183673469
