controller,zone,t0,t1,duration_s,n_samples,ey_rmse,ey_peak,ey_iae,epsi_rmse,epsi_peak,ev_rmse,ev_peak,eomega_rmse,eomega_peak,xy_rmse,xy_peak,F_rms,F_peak,F_sat595_pct,F_limit_hit_pct,omega_cmd_rms,omega_cmd_peak,omega_sat060_pct,omega_limit_hit_pct,viol_rate,j_du,dF_rms,domega_cmd_rms,solve_time_p50_ms,solve_time_p95_ms,solve_time_p99_ms,solve_time_max_ms,timeout_rate,theta_mae_deg,theta_peak_deg,theta_sched_mae_deg,theta_hat_step_p95_deg,theta_sched_step_p95_deg,main_acc_pct,turn_acc_pct,flat_false_slope_pct,slope_recall_pct,right_recall_pct,left_recall_pct,pred_main_1_pct,pred_main_2_pct,pred_main_3_pct,pred_turn_m1_pct,pred_turn_0_pct,pred_turn_1_pct
baseline_lock,all,0,52,52,5151,0.0405837714490269,0.12690287779986,1.40274657735239,0.0415952419404275,0.0946014381012255,0.0355769981358947,0.129934566927505,0.0219126603467524,0.100119389051316,0.513652824986013,0.679181139413126,157.137673102785,224.704391134481,0,0,0.0792461283900394,1.35086687840308,0.07765482430596,0,0,5.32370259076876,2.30721172899333,0.0218318199973113,0.0208541,0.022550575,0.023888691,0.2452377,0,0.600177618700356,3.32314074074074,0.712585144187336,0.016546320359511,0.0240934768744909,94.1370607649,48.8448844884488,12.323064113239,96.1012658227848,91.3473423980222,46.6309341500766,23.4323432343234,0,76.5676567656766,27.4898078043098,36.2065618326539,36.3036303630363
baseline_lock,startup,0,4,4,400,0,0,0,0,0,0.175318965954327,0.82,0,0,0.233527977397704,0.245250100324083,130.519914022882,508.814670318738,0,0,4.14803413030845e-05,0.000245715645736055,0,0,0,66.3592694553824,8.14611990184716,1.05861007494259e-05,0.0073666,0.0220107,0.09793125,4.0511424,0,0,0,0,0,0,100,100,0,NaN,NaN,NaN,100,0,0,0,100,0
baseline_lock,uphill_left_transition,4,22,18,1800,0.0370977796262635,0.0676463369025724,0.465920309573442,0.0542246497684397,0.0946014381012255,0.0372102589791132,0.119434879624378,0.0259447720155561,0.100119389051316,0.543572651072902,0.672205583789543,196.591985211355,224.704391134481,0,0,0.0815649602744738,0.144050227413507,0,0,0,0.962100753869758,0.980862998721816,0.00292089168006242,0.02123025,0.0231167,0.02475845,0.0325373,0,0.567596467858896,3.161125,0.705972030773276,0.0138145104544489,0.0154368517196438,93.9444444444444,63.6111111111111,0,92.985842985843,NaN,43.1396786155748,19.7222222222222,0,80.2777777777778,1.83333333333333,69.7777777777778,28.3888888888889
baseline_lock,downhill_right_transition,22,42,20,2000,0.0199914364131767,0.0390604024821615,0.329998601501967,0.0304047576097038,0.0520949553768676,0.0299067562592184,0.106524686752093,0.0228768139244661,0.0808983703452953,0.499967037273231,0.679181139413126,154.058651191476,221.809355331163,0,0,0.0779749302627381,0.130091277742777,0,0,0,3.48551651072878,1.86694902477694,0.00422488026258057,0.02073045,0.0217703,0.022617,0.0346328,0,0.523226585822837,3.32314074074074,0.668474050049112,0.0274671289333318,0.0326571263419476,96.6,36.95,14.8387096774194,97.5609756097561,91.3473423980222,NaN,8.85,0,91.15,69.15,0,30.85
baseline_lock,flat_left_exit,42,52,10,1000,0.0721618836080623,0.12690287779986,0.606227812553717,0.0420785602838962,0.074660005086531,0.0451229343193057,0.0695868440689511,0.0146516694551251,0.0454912903434778,0.553321354564253,0.666757367980061,97.5028004854607,157.637758955252,0,0,0.0906178690077542,1.35086687840308,0.4,0,0,18.4221039342532,4.29181755900467,0.0490507336582943,0.02069565,0.0220101,0.023293,0.0245591,0,1.02338810013385,1.85162068877451,1.06282778604874,0.0155919688414955,0.0212605807831194,87.5,28.2,27.8396436525612,100,NaN,52.3138832997988,32.4,0,67.6,0,25.9,74.1
ua_seed21,all,0,52,52,5151,0.0463335984640821,0.141455593709619,1.61353627097374,0.0401784746087498,0.0932477556200366,0.044638718131208,0.141008858270602,0.0212959247186957,0.0972291052630493,0.437543099613261,0.661398529825469,157.130384716929,225.253672334555,0,0,0.0918347739840772,0.900117789695528,0.03882741215298,0,0,3.21868284183956,1.79400373183127,0.0152791365928216,0.0212267,0.02283773,0.024726643,0.3158595,0,0.958459876759908,4.01258738425926,0.974951232235736,0.0217702241335367,0.0225464437691155,91.1861774412735,64.8417782954766,22.9808492922565,95.493670886076,100,93.1852986217458,21.4133178023685,0,78.5866821976315,28.091632692681,27.2374296253155,44.6709376820035
ua_seed21,startup,0,4,4,400,0,0,0,0,0,0.175318965954327,0.82,0,0,0.233527977397704,0.245250100324083,130.519914022882,508.814670318738,0,0,4.14803413030845e-05,0.000245715645736055,0,0,0,66.3592694553824,8.14611990184716,1.05861007494259e-05,0.007444,0.02256935,0.09734885,4.3438401,0,0,0,0,0,0,100,100,0,NaN,NaN,NaN,100,0,0,0,100,0
ua_seed21,uphill_left_transition,4,22,18,1800,0.0368711296646846,0.0704267825564187,0.457603027848861,0.0546495242470161,0.0932477556200366,0.0436965426233701,0.141008858270602,0.0261116144844751,0.0972291052630493,0.549620721238066,0.661398529825469,196.374508713628,224.595125758598,0,0,0.0820845904577201,0.15177343818795,0,0,0,0.848607460715168,0.921192379885889,0.00347274464074194,0.0214979,0.02331545,0.02503725,0.0303788,0,0.835906674263512,4.01258738425926,0.921164002443789,0.0185644653469564,0.0217825453023446,93.1666666666667,84.2222222222222,0,92.0849420849421,NaN,88.9987639060569,20.5,0,79.5,0.944444444444444,49.1666666666667,49.8888888888889
ua_seed21,downhill_right_transition,22,42,20,2000,0.0263232822356607,0.0579983049271542,0.441001342923644,0.027024336829862,0.0524353165387134,0.0561355177383108,0.107336866235135,0.0206469223790875,0.0702681334473515,0.338660085991658,0.576556591269269,154.6099526952,225.253672334555,0,0,0.0892194232980937,0.167259769594589,0,0,0,4.29633327500078,2.07275260008465,0.0054711829722994,0.0210673,0.02199235,0.0226172,0.0296965,0,1.30123296531256,3.00024594907407,1.4998512356926,0.0241686194875266,0.0268866051908253,94.6,48.85,34.1935483870968,97.0189701897019,100,NaN,7.85,0,92.15,69.4,8.4,22.2
ua_seed21,flat_left_exit,42,52,10,1000,0.0850012897637389,0.141455593709619,0.714079127913919,0.0384408707726915,0.0697017509326082,0.0179478951798734,0.0354096652534651,0.0159720779366424,0.0529129235365021,0.438384263853225,0.475084793510995,96.4802693192762,156.432631856573,0,0,0.124039981252298,0.900117789695528,0.2,0,0,6.15293025148044,2.48028393387176,0.0334941615517974,0.0211686,0.0225943,0.0283227,0.0413415,0,0.827634751306021,3.35492101967116,0.364172583124521,0.0281682919778456,0.0230056308055246,77.7,49.7,49.6659242761693,100,NaN,100,22.6,0,77.4,4.2,0,95.8
