model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,main_confidence_mean,main_low_conf_0p60_ratio,main_low_conf_0p70_ratio,turn_confidence_mean,turn_low_conf_0p60_ratio,turn_low_conf_0p70_ratio,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,theta_abs_le_8_mae_deg,theta_abs_le_8_rmse_deg,theta_abs_le_8_p95_abs_err_deg,theta_abs_le_8_bias_deg,theta_abs_le_10_mae_deg,theta_abs_le_10_rmse_deg,theta_abs_le_10_p95_abs_err_deg,theta_abs_le_10_bias_deg,theta_pos_6_8_mae_deg,theta_pos_6_8_rmse_deg,theta_pos_6_8_p95_abs_err_deg,theta_pos_6_8_bias_deg,theta_pos_6_8_n,theta_neg_8_6_mae_deg,theta_neg_8_6_rmse_deg,theta_neg_8_6_p95_abs_err_deg,theta_neg_8_6_bias_deg,theta_neg_8_6_n,theta_flat_abs_p95_deg,theta_flat_bias_deg,theta_near_flat_abs_p95_deg,theta_near_flat_bias_deg,theta_flat_turn_abs_p95_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,42,105,0.9778012684989429,0.9334038054968288,0.9488604780433574,0.6344086021505376,0.9916172347751282,0.006342494714587738,0.012156448202959831,0.9479523670516461,0.02536997885835095,0.052854122621564484,0.9228070175438596,0.9581967213114754,0.8630490956072352,0.5600616335868835,0.5600615739822388,1.172926425933838,2.1577951908111572,-0.0884641706943512,0.5600615739822388,1.172926425933838,2.1577951908111572,-0.0884641706943512,1.0897318124771118,1.4145959615707397,2.847163438796997,-0.978538990020752,68.0,0.39184653759002686,0.4688146412372589,0.7761784791946411,0.04554266110062599,55.0,1.9359397888183594,-0.11037507653236389,2.2978522777557373,-0.08845943957567215,1.6168817281723022,0.9908326967150497,0.9038461538461539,0.9529190207156308,0.8236914600550964,0.7455830388692579,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v6_theta_repair_s42_lam100_f100_nf200_w1p0_headonly\modern_tcn_seed42.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_v6_theta_repair_s42_lam100_f100_nf200_w1p0_headonly\ModernTCN_theta_finetune_report.md
