label,n,mae_deg,p95_abs_err_deg,bias_deg
near_zero_abs_le_0p5,278,0.7787401676177979,1.6596896648406982,-0.5390458106994629
small_neg_2_0p5,207,0.8018568754196167,2.1701645851135254,-0.04634762182831764
small_pos_0p5_2,284,1.5507888793945312,4.398378372192383,0.020233044400811195
mid_neg_8_2,1055,0.7922065854072571,1.6565954685211182,0.3055386543273926
mid_pos_2_8,1067,0.668060302734375,2.3103153705596924,0.002746846526861191
edge_neg_10_8,373,0.7744709253311157,1.7748312950134277,0.39547738432884216
edge_pos_8_10,338,1.45664644241333,4.249531269073486,-1.0589134693145752
