segment_idx,theta_true_deg,t0,t1,n_windows,theta_pred_median_deg,theta_pred_mean_deg,theta_pred_std_deg,error_median_deg,error_mean_deg,label_main_mode,conf_main_median
114,1.3,565,569.99,11,0.596092913703521,0.596369347176428,0.00289430218440696,-0.703907086296479,-0.703630652823572,3,0.64549332857132
115,1.4,570,574.99,11,0.658927772581582,0.659432789395313,0.0047146554778761,-0.741072227418418,-0.740567210604686,3,0.997195601463318
116,1.5,575,579.99,11,0.726224399174101,0.726683035704697,0.00351096955394949,-0.773775600825899,-0.773316964295303,3,0.999836683273315
117,1.6,580,584.99,11,0.79146151028845,0.791854241314739,0.00416047688917359,-0.80853848971155,-0.808145758685261,3,0.999971389770508
118,1.7,585,589.99,11,0.870850986806477,0.87134366271023,0.00358570069679099,-0.829149013193523,-0.82865633728977,3,0.999988198280334
119,1.8,590,594.99,11,0.966589374876575,0.967002805062799,0.00285830664043764,-0.833410625123425,-0.832997194937201,3,0.999993324279785
120,1.9,595,599.99,11,1.09604814007476,1.09634760118119,0.00242368637801058,-0.803951859925238,-0.803652398818815,3,0.999994993209839
121,2,600,604.99,11,1.26777115536164,1.26790751659571,0.00169453435093478,-0.732228844638364,-0.732092483404295,3,0.999994993209839
122,2.1,605,609.99,11,1.40963365081427,1.40998296065927,0.00298745699641076,-0.690366349185728,-0.690017039340732,3,0.999993562698364
123,2.2,610,614.99,11,1.50233863448009,1.50279725645773,0.0041281597534893,-0.697661365519908,-0.697202743542273,3,0.999991178512573
124,2.3,615,619.99,11,1.58002776742076,1.5804422066122,0.00456651920477898,-0.719972232579244,-0.719557793387802,3,0.99998676776886
125,2.4,620,624.99,11,1.66612070108318,1.66660040544869,0.00354671063175236,-0.73387929891682,-0.733399594551306,3,0.999982833862305
126,2.5,625,629.99,11,1.79151827848956,1.79210912866066,0.00605162746249645,-0.708481721510441,-0.707890871339342,3,0.999980211257935
127,2.6,630,634.99,11,1.9220468220665,1.92255728168723,0.00557184387804496,-0.677953177933501,-0.677442718312774,3,0.999974846839905
128,2.7,635,639.99,11,2.05704892610639,2.05781439239209,0.00790159538479987,-0.642951073893614,-0.64218560760791,3,0.999964714050293
129,2.8,640,644.99,11,2.22991631824435,2.2307615347502,0.00751858824752918,-0.570083681755645,-0.569238465249803,3,0.999946475028992
130,2.9,645,649.99,11,2.40933492901342,2.41031347003571,0.00612853613539176,-0.490665070986577,-0.489686529964294,3,0.999940752983093
131,3,650,654.99,11,2.56295250019277,2.56329257375923,0.00189257576768834,-0.437047499807232,-0.436707426240773,3,0.999940991401672
132,3.1,655,659.99,11,2.71019302256485,2.71038153190515,0.00191633376883083,-0.389806977435151,-0.389618468094848,3,0.999954581260681
133,3.2,660,664.99,11,2.83344442646796,2.8336391256672,0.0014346911045929,-0.366555573532036,-0.366360874332798,3,0.999970078468323
134,3.3,665,669.99,11,2.92608868548319,2.92628850732431,0.00240116517227462,-0.373911314516806,-0.373711492675691,3,0.999980211257935
135,3.4,670,674.99,11,2.98847798123962,2.98873327896379,0.00252585415651153,-0.411522018760383,-0.411266721036207,3,0.999985098838806
136,3.5,675,679.99,11,3.03010542290991,3.0306404867348,0.00512377369786398,-0.469894577090094,-0.469359513265199,3,0.999988675117493
137,3.6,680,684.99,11,3.07259602973656,3.07327336329723,0.00601486627741753,-0.527403970263445,-0.526726636702769,3,0.999989986419678
138,3.7,685,689.99,11,3.12492701816649,3.12553296460797,0.0046423841313246,-0.575072981833511,-0.57446703539203,3,0.999988198280334
139,3.8,690,694.99,11,3.18452255310897,3.18500530389408,0.00452914800083827,-0.615477446891034,-0.614994696105919,3,0.999985933303833
140,3.9,695,699.99,11,3.24697630877568,3.24775745345016,0.00508110294670499,-0.653023691224318,-0.652242546549838,3,0.99998414516449
141,4,700,704.99,11,3.31561159908467,3.31602148805066,0.00252765045499333,-0.68438840091533,-0.683978511949343,3,0.999982595443726
142,4.1,705,709.99,11,3.38161150359109,3.3818479988911,0.000679588444127173,-0.718388496408908,-0.718152001108896,3,0.999979853630066
143,4.2,710,714.99,11,3.46183869213865,3.4620105334889,0.000426858022816901,-0.73816130786135,-0.737989466511095,3,0.999978065490723
144,4.3,715,719.99,11,3.53163233984219,3.53209227158622,0.00104437450276498,-0.768367660157809,-0.767907728413784,3,0.999974608421326
145,4.4,720,724.99,11,3.60702162002326,3.60705223945085,0.00095804278386828,-0.792978379976736,-0.79294776054915,3,0.999969840049744
146,4.5,725,729.99,11,3.691545637889,3.69173987139352,0.000466668645137097,-0.808454362111005,-0.808260128606483,3,0.999963521957397
147,4.6,730,734.99,11,3.77940620316428,3.7795382276163,0.000279180985674282,-0.820593796835722,-0.820461772383697,3,0.99995481967926
148,4.7,735,739.99,11,3.86288690963429,3.86306321389224,0.000470240667312635,-0.837113090365711,-0.836936786107759,3,0.999944567680359
149,4.8,740,744.99,11,3.9432867739018,3.94335771473023,0.000242536778350766,-0.856713226098198,-0.856642285269773,3,0.999933242797852
150,4.9,745,749.99,11,4.02293403670014,4.02296337546726,0.00069408765298537,-0.877065963299857,-0.877036624532741,3,0.999921202659607
151,5,750,754.99,11,4.09142631992338,4.09158865333985,0.000772036948469479,-0.908573680076615,-0.908411346660149,3,0.999909639358521
152,5.1,755,759.99,11,4.14727080035106,4.14738765091691,0.000865139121136821,-0.952729199648944,-0.952612349083087,3,0.999898552894592
153,5.2,760,764.99,11,4.20756856411757,4.20772243741336,0.000992082834492441,-0.992431435882426,-0.992277562586636,3,0.999882578849792
154,5.3,765,769.99,11,4.26947953318869,4.26967795794565,0.00121619201559793,-1.03052046681131,-1.03032204205435,3,0.999864459037781
155,5.4,770,774.99,11,4.33776776451047,4.3380036000763,0.00116166182290604,-1.06223223548953,-1.0619963999237,3,0.999853730201721
156,5.5,775,779.99,11,4.41351328174544,4.41371116319191,0.00103617568362376,-1.08648671825456,-1.08628883680809,3,0.999851584434509
157,5.6,780,784.99,11,4.48804985549732,4.48845520393983,0.00163808241494848,-1.11195014450267,-1.11154479606017,3,0.999858260154724
158,5.7,785,789.99,11,4.56078539374244,4.56097520314716,0.00142683417398006,-1.13921460625756,-1.13902479685285,3,0.999869346618652
159,5.8,790,794.99,11,4.6312533091831,4.63142984628841,0.00144654534494341,-1.16874669081689,-1.16857015371159,3,0.999878525733948
160,5.9,795,799.99,11,4.69829417720772,4.69848883759906,0.00214627252980787,-1.20170582279228,-1.20151116240094,3,0.999887943267822
161,6,800,804.99,11,4.76456323385612,4.76464209149472,0.00281867897302803,-1.23543676614388,-1.23535790850528,3,0.999898195266724
162,6.1,805,809.99,11,4.83078234474622,4.83093152228695,0.00380005843260312,-1.26921765525378,-1.26906847771305,3,0.99990439414978
163,6.2,810,814.99,11,4.89745139434789,4.89785821749033,0.00337038665846376,-1.30254860565211,-1.30214178250967,3,0.999910950660706
164,6.3,815,819.99,11,4.97644253209909,4.97661499437563,0.00208264107624792,-1.32355746790091,-1.32338500562437,3,0.99992036819458
165,6.4,820,824.99,11,5.06028523859511,5.06046495794764,0.00221817655839912,-1.33971476140489,-1.33953504205236,3,0.999928116798401
166,6.5,825,829.99,11,5.14008575376295,5.14031355609493,0.00249289319466564,-1.35991424623705,-1.35968644390507,3,0.999933362007141
167,6.6,830,834.99,11,5.21926344105586,5.219487556638,0.0024025691848188,-1.38073655894414,-1.380512443362,3,0.999935746192932
168,6.7,835,839.99,11,5.30029765914253,5.30052418081404,0.00250287558371995,-1.39970234085747,-1.39947581918596,3,0.999936103820801
169,6.8,840,844.99,11,5.37697677785968,5.37714695047054,0.00312309713180589,-1.42302322214032,-1.42285304952946,3,0.999938488006592
170,6.9,845,849.99,11,5.44801159900146,5.44836684645409,0.00397617759921086,-1.45198840099854,-1.45163315354591,3,0.999939799308777
171,7,850,854.99,11,5.51589514161492,5.51624635304668,0.00443847849398279,-1.48410485838508,-1.48375364695332,3,0.999941468238831
172,7.1,855,859.99,11,5.58102441044558,5.58137348744322,0.00470618412392959,-1.51897558955442,-1.51862651255678,3,0.999942541122437
173,7.2,860,864.99,11,5.64691524536869,5.64729804642536,0.00482216770097353,-1.55308475463131,-1.55270195357464,3,0.999944448471069
174,7.3,865,869.99,11,5.70624653736766,5.70659588602055,0.00462598670117413,-1.59375346263234,-1.59340411397945,3,0.999945402145386
175,7.4,870,874.99,11,5.76273860510601,5.76317170119202,0.00527488821716044,-1.63726139489399,-1.63682829880798,3,0.999945640563965
176,7.5,875,879.99,11,5.81823303833872,5.81860260590387,0.00544032921865246,-1.68176696166128,-1.68139739409613,3,0.999945402145386
177,7.6,880,884.99,11,5.87198876154083,5.87238809475992,0.00560074747436869,-1.72801123845917,-1.72761190524008,3,0.999943971633911
178,7.7,885,889.99,11,5.92349180297731,5.92391310146385,0.00544866811712249,-1.77650819702269,-1.77608689853616,3,0.999942302703857
179,7.8,890,894.99,11,5.97258805650501,5.97295805095698,0.00490555721156485,-1.82741194349499,-1.82704194904302,3,0.999940276145935
180,7.9,895,899.99,11,6.01560117280317,6.01590465052652,0.00432593622996145,-1.88439882719683,-1.88409534947348,3,0.999937295913696
181,8,900,904.99,11,6.05483804826395,6.0550537813412,0.00383636656225939,-1.94516195173605,-1.9449462186588,3,0.999933242797852
182,8.1,905,909.99,11,6.09404162655253,6.09435992889101,0.00412942265916267,-2.00595837344747,-2.00564007110899,3,0.999929428100586
183,8.2,910,914.99,11,6.1360895517436,6.13639822972461,0.00416403799003072,-2.0639104482564,-2.06360177027539,3,0.999924540519714
184,8.3,915,919.99,11,6.17810546042293,6.17844091585012,0.00424152975555054,-2.12189453957707,-2.12155908414988,3,0.999917149543762
185,8.4,920,924.99,11,6.21757669674961,6.2178755175258,0.00391977465425215,-2.18242330325039,-2.1821244824742,3,0.999905347824097
186,8.5,925,929.99,11,6.25319869459217,6.25351195190456,0.00322743663394599,-2.24680130540783,-2.24648804809544,3,0.9998859167099
187,8.6,930,934.99,11,6.29231305353472,6.2925024748605,0.00242738068441256,-2.30768694646528,-2.3074975251395,3,0.999859213829041
188,8.7,935,939.99,11,6.33495990093863,6.3350994541219,0.00226920622075563,-2.36504009906137,-2.3649005458781,3,0.999821245670319
189,8.8,940,944.99,11,6.37413317026277,6.37431607186253,0.00195377664892618,-2.42586682973723,-2.42568392813747,3,0.999766409397125
190,8.9,945,949.99,11,6.41026999361401,6.41043135683316,0.00239044875175853,-2.48973000638599,-2.48956864316685,3,0.99968945980072
191,9,950,954.99,11,6.44090467270199,6.44102090234156,0.0022937043899836,-2.55909532729801,-2.55897909765844,3,0.99957674741745
192,9.1,955,959.99,11,6.46524704001709,6.46551694891299,0.00291734696720969,-2.63475295998291,-2.63448305108701,3,0.999420881271362
193,9.2,960,964.99,11,6.49038341682321,6.49062592734664,0.00287353268573882,-2.70961658317679,-2.70937407265336,3,0.999207437038422
194,9.3,965,969.99,11,6.51643503897811,6.51658021930586,0.00261275155389272,-2.78356496102189,-2.78341978069414,3,0.998906016349792
195,9.4,970,974.99,11,6.56021057514236,6.56044322846097,0.0033085427813261,-2.83978942485764,-2.83955677153903,3,0.998556911945343
196,9.5,975,979.99,11,6.71787268552742,6.71804184913305,0.00271669189902258,-2.78212731447258,-2.78195815086695,3,0.998821318149567
197,9.6,980,984.99,11,6.78606187910624,6.78629189348812,0.00355395368157593,-2.81393812089376,-2.81370810651188,3,0.999059617519379
198,9.7,985,989.99,11,6.84555794941893,6.84565590054089,0.00383675800085043,-2.85444205058107,-2.85434409945911,3,0.999216079711914
199,9.8,990,994.99,11,6.8659938754156,6.86650268570088,0.00560181826751579,-2.9340061245844,-2.93349731429912,3,0.999154806137085
200,9.9,995,999.99,11,6.88514060320644,6.88571538690984,0.00573354645907113,-3.01485939679356,-3.01428461309016,3,0.999014616012573
201,10,1000,1005,11,6.90564739241576,6.90587115872686,0.00332884274730267,-3.09435260758424,-3.09412884127314,3,0.998874127864838
