epoch,lr,train_loss,val_loss,val_score,val_acc_main,val_acc_turn,val_main_confidence_mean,val_turn_confidence_mean,val_main_low_conf_0p60_ratio,val_turn_low_conf_0p60_ratio,val_turn_left_recall,val_turn_right_recall,val_acc_turn_transition,val_theta_mae_deg,val_theta_abs_le_10_p95_abs_err_deg,val_theta_neg_10_8_p95_abs_err_deg,val_theta_pos_8_10_p95_abs_err_deg,val_theta_abs_le_8_p95_abs_err_deg,val_theta_neg_8_6_p95_abs_err_deg,val_theta_pos_6_8_p95_abs_err_deg,val_theta_neg_2_0p5_p95_abs_err_deg,val_theta_pos_0p5_2_p95_abs_err_deg,val_theta_flat_abs_p95_deg,val_theta_flat_bias_deg,val_theta_near_flat_abs_p95_deg,val_theta_true_zero_abs_p95_deg,val_flat_recall,val_stall_recall,val_slope_recall
1,0.0009999238475781956,0.9630947921985622,0.7738003775779869,8.789689757562892,0.8092016238159675,0.4024357239512855,0.7690389061325608,0.4960145305741844,0.1483085250338295,0.791339648173207,0.6903991370010788,0.6611374407582938,0.3167701863354037,2.9237020015716553,8.273211479187012,10.648469924926758,6.952645301818848,8.270672798156738,10.470973014831543,7.1447649002075195,5.445829391479492,10.407068252563477,8.282393455505371,0.5497789978981018,10.471190452575684,nan,0.3683409436834094,0.047619047619047616,0.9165554072096128
2,0.0009996954135095479,0.6395424198733606,0.6189061708314816,7.139919945018725,0.8700947225981055,0.42571041948579164,0.8219728209358963,0.536753839121805,0.1428958051420839,0.6960757780784844,0.5803667745415318,0.7298578199052133,0.30124223602484473,3.0217418670654297,7.622272491455078,8.945963859558105,8.290003776550293,7.44163703918457,8.010108947753906,9.443532943725586,7.124557971954346,6.7822089195251465,6.194365501403809,0.5608659386634827,6.322964668273926,nan,0.806697108066971,0.23809523809523808,0.8928571428571429
3,0.0009993147673772868,0.47187821077986025,0.5180523055170805,5.981363600024447,0.9044654939106901,0.42462787550744246,0.8990934744692164,0.5451842745972443,0.0435723951285521,0.7412719891745602,0.5706580366774542,0.6907582938388626,0.31211180124223603,2.394477605819702,6.751914978027344,7.747856616973877,6.134165287017822,6.764252185821533,8.076851844787598,5.962413311004639,4.4904866218566895,7.681458473205566,5.342374801635742,0.904911458492279,6.082291603088379,nan,0.958904109589041,0.23809523809523808,0.9018691588785047
4,0.000998782025129912,0.41507088967644445,0.5411899935892697,6.128091704341452,0.90148849797023,0.47036535859269285,0.9085259082433853,0.5586361414282754,0.042760487144790256,0.6248985115020298,0.686084142394822,0.5319905213270142,0.3555900621118012,2.4444987773895264,6.551369667053223,8.469935417175293,5.4626359939575195,6.471125602722168,7.973830699920654,6.120012283325195,6.858543872833252,5.800312519073486,5.99360990524292,1.333385944366455,5.893113613128662,nan,0.8447488584474886,0.23809523809523808,0.9232309746328438
5,0.0009980973490458726,0.3857591297082845,0.49230342267814603,6.683402622963591,0.9147496617050067,0.4465493910690122,0.9171919259341971,0.5639525613271962,0.08606224627875507,0.6416779431664411,0.6968716289104638,0.5497630331753555,0.34316770186335405,3.33756422996521,8.171587944030762,8.9077730178833,6.4023003578186035,8.177071571350098,8.433195114135742,7.838565349578857,4.679952144622803,5.46630859375,6.369154453277588,0.7468008399009705,6.368500232696533,nan,0.7671232876712328,0.42857142857142855,0.9539385847797063
6,0.0009972609476841365,0.3530952405966347,0.4629353888625221,5.770891586149034,0.9388362652232747,0.4557510148849797,0.9376310409105276,0.5701323875663927,0.061163734776725306,0.6175913396481733,0.8015102481121898,0.490521327014218,0.37267080745341613,2.3035900592803955,6.540104389190674,6.69275426864624,3.869196653366089,6.744150161743164,6.231673240661621,4.201116561889648,5.7737650871276855,7.551983833312988,6.245360374450684,2.1966004371643066,6.245371341705322,nan,0.8249619482496194,0.42857142857142855,0.9709612817089452
7,0.000996273075820661,0.33861102891225076,0.4448930685671805,4.5855923189010825,0.9345060893098782,0.4776725304465494,0.9384978123474541,0.5752027960246502,0.060081190798376184,0.6335588633288227,0.7076591154261057,0.6350710900473934,0.37888198757763975,1.8619543313980103,5.2604522705078125,5.771345138549805,4.15140962600708,5.329586982727051,5.427834510803223,3.9784159660339355,4.249627590179443,4.699174404144287,5.448432445526123,0.7339879870414734,6.101852893829346,nan,0.9512937595129376,0.47619047619047616,0.9372496662216289
8,0.000995134034370785,0.3167918962455501,0.45841549992238717,5.358232395326857,0.9431664411366711,0.46414073071718537,0.956135456644225,0.5966664431947968,0.014884979702300407,0.564276048714479,0.7184466019417476,0.5533175355450237,0.37422360248447206,2.1010897159576416,6.07026481628418,5.5747389793396,4.09573221206665,6.134870529174805,6.048702239990234,4.143906116485596,5.929179668426514,6.996148586273193,7.620180130004883,0.8685661554336548,6.687241554260254,nan,0.9619482496194824,0.42857142857142855,0.9462616822429907
9,0.0009938441702975688,0.3245822492579207,0.44059700672294194,4.637466704084243,0.9347767253044655,0.4722598105548038,0.955117353446718,0.6091368512334965,0.013261163734776725,0.5247631935047361,0.6181229773462783,0.6943127962085308,0.36180124223602483,1.9080456495285034,5.237773418426514,6.466035842895508,4.905444622039795,5.170769691467285,6.074789047241211,5.180945873260498,3.4273955821990967,3.9545087814331055,4.699618816375732,0.8832098245620728,5.929232120513916,nan,0.9071537290715372,0.40476190476190477,0.94826435246996
10,0.000992403876506104,0.3036252398374502,0.44177034925543407,4.292051453273615,0.9480378890392422,0.4806495263870095,0.9636660448224101,0.6069419428604876,0.010284167794316644,0.5112313937753721,0.6774541531823085,0.566350710900474,0.38819875776397517,1.735308051109314,4.488056659698486,5.2423787117004395,4.367198467254639,4.47597599029541,5.051796913146973,3.3174796104431152,3.5660927295684814,5.104523658752441,5.147801876068115,1.1900465488433838,4.72894811630249,nan,0.9482496194824962,0.5,0.9542723631508678
11,0.000990813591723832,0.31004636143915404,0.4597792142298935,4.313965965237571,0.9353179972936401,0.4833558863328823,0.9383297277796459,0.6306006651091235,0.061705006765899864,0.45493910690121786,0.7162891046386192,0.7215639810426541,0.38819875776397517,1.7555346488952637,4.518476963043213,5.336694240570068,3.615323543548584,4.569915294647217,4.659751892089844,3.179877758026123,4.402415752410889,4.455619812011719,4.875000953674316,0.9589402675628662,5.289271354675293,nan,0.8234398782343988,0.5476190476190477,0.965287049399199
12,0.0009890738003669028,0.28514832853225175,0.45506923531001897,5.671718041917332,0.9428958051420839,0.5147496617050068,0.956746170873801,0.6506210114823074,0.016779431664411367,0.41434370771312584,0.7766990291262136,0.6007109004739336,0.4161490683229814,2.5736351013183594,6.816914081573486,7.3006205558776855,3.8142075538635254,6.872851848602295,6.255631923675537,4.330821990966797,6.863418102264404,6.672547817230225,7.195436954498291,2.7660865783691406,6.463461399078369,nan,0.9634703196347032,0.5,0.9445927903871829
13,0.0009871850323926177,0.27934390779949086,0.4462549197496355,5.469289314114687,0.9483085250338295,0.49905277401894454,0.9737346836443934,0.6570525859878331,0.008119079837618403,0.4197564276048715,0.6601941747572816,0.669431279620853,0.39906832298136646,2.06565260887146,7.232764720916748,6.600686073303223,2.921251058578491,7.58428430557251,8.01320743560791,3.227374315261841,9.556052207946777,4.193130016326904,6.92958402633667,1.6816706657409668,4.510605335235596,nan,0.9375951293759512,0.47619047619047616,0.9572763684913218
14,0.0009851478631379982,0.26797464989196496,0.42455578385896386,5.169121184251629,0.9434370771312585,0.508254397834912,0.9566596869964856,0.6563123488910705,0.014343707713125846,0.4162381596752368,0.6947141316073355,0.6658767772511849,0.40372670807453415,2.460007905960083,6.228753566741943,8.076506614685059,5.200260639190674,5.917923927307129,7.192352294921875,5.6132025718688965,3.782433032989502,5.625932216644287,5.30024528503418,1.4375394582748413,5.99375581741333,nan,0.9497716894977168,0.5476190476190477,0.9475967957276369
15,0.0009829629131445341,0.2580113525325067,0.42502449717024826,3.9729809105062595,0.9428958051420839,0.520703653585927,0.9576047499362449,0.6586071039809922,0.05493910690121786,0.41840324763193504,0.8069039913700108,0.6540284360189573,0.4332298136645963,1.7237141132354736,4.435660362243652,4.695822715759277,3.885186195373535,4.462327480316162,4.5051984786987305,3.456003189086914,3.594775676727295,3.236757516860962,4.5407233238220215,-0.4703783392906189,4.762883186340332,nan,0.8143074581430746,0.5714285714285714,0.9763017356475301
16,0.0009806308479691594,0.24850383029131773,0.42383355432982694,5.05338535174778,0.9480378890392422,0.5328822733423545,0.9565519049032788,0.6590942411513704,0.055209742895805144,0.42110960757780785,0.7691477885652643,0.5947867298578199,0.44254658385093165,2.49817156791687,5.86755895614624,6.933177471160889,3.693406820297241,5.850594997406006,6.653573036193848,4.279045104980469,4.047074794769287,5.656459808349609,6.475342750549316,2.5713300704956055,6.90724515914917,nan,0.9634703196347032,0.5952380952380952,0.9495994659546061
17,0.0009781523779815178,0.2560264085373217,0.5343772331658494,4.382263695919001,0.9328822733423545,0.4952638700947226,0.9607786776924514,0.7041167268682584,0.0530446549391069,0.33234100135317995,0.8932038834951457,0.5509478672985783,0.42391304347826086,1.7373254299163818,4.7081298828125,5.561185359954834,2.7420923709869385,4.730175018310547,4.893997669219971,3.0207791328430176,2.833256959915161,3.802497386932373,4.8965606689453125,0.5513013005256653,5.078059673309326,nan,0.7442922374429224,0.5,0.9803070761014686
18,0.0009755282581475768,0.2450779722090158,0.45382604623195766,3.2718259189794403,0.9434370771312585,0.5166441136671177,0.9708751708732369,0.6835180963265907,0.010825439783491205,0.37591339648173205,0.6968716289104638,0.726303317535545,0.41770186335403725,1.259177327156067,3.4602341651916504,4.255569934844971,2.6635525226593018,3.484325408935547,3.337794065475464,2.658419609069824,3.0711612701416016,2.8786048889160156,4.257270336151123,0.10217852145433426,5.224842071533203,nan,0.923896499238965,0.5238095238095238,0.9536048064085447
19,0.0009727592877996585,0.23331164738913976,0.4584214354400222,4.262826619023191,0.9456021650879567,0.557510148849797,0.9626071551682857,0.69111155235866,0.05548037889039242,0.35020297699594044,0.7648327939590076,0.6196682464454977,0.4580745341614907,2.053256034851074,5.070216178894043,6.223461627960205,3.3443031311035156,5.085728645324707,5.549870491027832,3.7675654888153076,3.4569318294525146,3.684445858001709,4.924049377441406,1.7765833139419556,5.593717098236084,nan,0.9710806697108066,0.5714285714285714,0.945260347129506
20,0.0009698463103929542,0.2338934832479237,0.45272835747960133,3.380721757461128,0.9469553450608931,0.5483085250338295,0.9634673508330258,0.7015003060002606,0.05142083897158322,0.33802435723951285,0.7281553398058253,0.6765402843601895,0.4673913043478261,1.2908433675765991,3.5148661136627197,3.7221839427948,2.631805658340454,3.5795536041259766,3.507157802581787,2.6137335300445557,3.3233866691589355,2.8514156341552734,4.187689781188965,-0.13607221841812134,5.487924098968506,nan,0.8127853881278538,0.5476190476190477,0.9819759679572764
21,0.0009667902132486009,0.22870053331362544,0.44573471450999236,3.7044576493488752,0.9469553450608931,0.550744248985115,0.96165207393581,0.7296995227331182,0.05087956698240866,0.3020297699594046,0.7713052858683926,0.6682464454976303,0.4440993788819876,1.445225715637207,4.055260181427002,4.896918296813965,2.7707502841949463,4.055260181427002,3.7553505897521973,2.7663557529449463,3.289541482925415,3.5495991706848145,4.555708885192871,0.44079065322875977,5.452372074127197,nan,0.8203957382039574,0.5,0.9809746328437917
22,0.0009635919272833937,0.2161507293517955,0.43305675015559214,4.6345478854731095,0.9496617050067659,0.5215155615696888,0.9682853092872508,0.7168241796262861,0.007307171853856563,0.30987821380243574,0.7173678532901834,0.7227488151658767,0.43478260869565216,2.231049060821533,6.1743388175964355,6.60887336730957,3.6521685123443604,6.175105094909668,5.758115291595459,3.7695631980895996,3.2382705211639404,4.82329797744751,5.984132766723633,0.715928852558136,7.330704689025879,nan,0.9512937595129376,0.47619047619047616,0.9559412550066756
23,0.0009602524267262203,0.21196192627925609,0.49943293304017494,3.5002215209475755,0.9399188092016239,0.5721244925575102,0.9575255666573628,0.7221177391060248,0.056833558863328824,0.3234100135317997,0.7885652642934197,0.6042654028436019,0.484472049689441,1.3368299007415771,3.6626484394073486,3.7138633728027344,2.4220011234283447,3.7908084392547607,3.3528294563293457,2.481006383895874,3.323403835296631,3.313715934753418,4.5420403480529785,-0.14707154035568237,5.0627875328063965,nan,0.8127853881278538,0.42857142857142855,0.9749666221628839
24,0.0009567727288213005,0.2109696124567369,0.5072366327490955,3.4820885414204836,0.9339648173207037,0.5426251691474966,0.9547569588174917,0.7330672566325097,0.056833558863328824,0.2987821380243572,0.7152103559870551,0.7180094786729858,0.45962732919254656,1.3863595724105835,3.988037586212158,3.811288356781006,2.597316026687622,4.151385307312012,3.7412941455841064,2.9432456493377686,2.413621187210083,4.036189556121826,4.783987522125244,0.670367419719696,5.061304092407227,nan,0.9025875190258752,0.47619047619047616,0.9472630173564753
25,0.0009531538935183252,0.21053459037020258,0.483389725704477,3.821141808939638,0.9447902571041948,0.5518267929634642,0.9596466541635426,0.741785530571257,0.05196211096075778,0.2820027063599459,0.6537216828478964,0.6860189573459715,0.4751552795031056,1.6984349489212036,4.255693435668945,4.8480448722839355,2.437596321105957,4.255693435668945,4.082144737243652,2.892467498779297,3.400806427001953,4.283730506896973,5.233328819274902,1.9743194580078125,5.2259202003479,nan,0.974124809741248,0.47619047619047616,0.9449265687583445
26,0.0009493970231495836,0.20704576275826683,0.49610514395614436,4.891620467914848,0.9428958051420839,0.5401894451962111,0.962611598840002,0.7400441331307882,0.05115020297699594,0.2993234100135318,0.6968716289104638,0.6492890995260664,0.4642857142857143,1.608360767364502,4.493846416473389,4.147180080413818,3.3946125507354736,4.734191417694092,4.870858192443848,3.060004949569702,8.44334888458252,3.840947389602661,9.392990112304688,-1.4998574256896973,7.334920883178711,nan,0.8112633181126332,0.3333333333333333,0.9803070761014686
27,0.000945503262094184,0.19296002195616932,0.47550930805877356,3.261270229754495,0.9493910690121786,0.5650879566982409,0.9640508508429072,0.7491741820166113,0.050608930987821384,0.24438430311231393,0.7680690399137001,0.6990521327014217,0.484472049689441,1.148418664932251,3.374920129776001,3.1689252853393555,2.3362369537353516,3.695767879486084,2.9403443336486816,2.3319029808044434,4.743445873260498,2.576791286468506,5.772561550140381,-0.12187182158231735,5.347503662109375,nan,0.969558599695586,0.40476190476190477,0.9526034712950601
28,0.0009414737964294637,0.1953580236325312,0.46759561636612446,3.246991706947561,0.9496617050067659,0.5694181326116373,0.965567684562426,0.7432782430761437,0.05250338294993234,0.28362652232746954,0.7680690399137001,0.6824644549763034,0.5139751552795031,1.1679695844650269,3.7061846256256104,4.476900100708008,2.2541534900665283,3.7578821182250977,3.474921941757202,2.109257459640503,3.944918394088745,2.9891793727874756,5.022140979766846,0.16784372925758362,5.091480255126953,nan,0.9665144596651446,0.42857142857142855,0.9532710280373832
29,0.0009373098535696981,0.1933807299731972,0.503017509177186,3.469624301307371,0.9393775372124492,0.5723951285520974,0.9578412770223859,0.7498486121034237,0.05737483085250338,0.2533152909336942,0.6817691477885652,0.6729857819905213,0.5015527950310559,1.520031213760376,3.875718832015991,5.542835235595703,2.606854200363159,3.85024356842041,4.506679534912109,3.0316953659057617,2.2276546955108643,3.3848190307617188,4.330763339996338,0.588360071182251,5.094457149505615,nan,0.9604261796042618,0.47619047619047616,0.9412550066755674
30,0.0009330127018922197,0.20399128057554403,0.5084269895121274,3.251761493414718,0.9445196211096076,0.5891745602165088,0.9608396298603237,0.7457135712000759,0.05548037889039242,0.27496617050067657,0.668824163969795,0.6220379146919431,0.5139751552795031,1.2276661396026611,3.8016774654388428,3.6732234954833984,2.285865545272827,3.801875114440918,2.7790167331695557,2.196110963821411,2.366333484649658,3.36651611328125,4.3045525550842285,0.23374590277671814,4.9823503494262695,nan,0.8249619482496194,0.35714285714285715,0.9789719626168224
31,0.0009285836503510564,0.18365236382348415,0.49096872348424064,3.706599371264949,0.9437077131258458,0.5780784844384304,0.964714079631693,0.7725558318479412,0.052232746955345064,0.2368064952638701,0.732470334412082,0.7298578199052133,0.4891304347826087,1.7323863506317139,4.1920366287231445,5.018404483795166,3.0459322929382324,4.1405181884765625,4.035140037536621,3.62703013420105,3.280665159225464,3.9317691326141357,4.966064929962158,0.29461756348609924,6.227564811706543,nan,0.9604261796042618,0.38095238095238093,0.9479305740987984
32,0.0009240240480782131,0.18174320611271325,0.5292820602211804,5.280951394092117,0.9401894451962111,0.5531799729364005,0.9658597067665627,0.7789918544250036,0.05196211096075778,0.2178619756427605,0.7087378640776699,0.6777251184834123,0.48757763975155277,2.622056722640991,6.202396869659424,7.026727676391602,3.820659637451172,6.31211519241333,6.203326225280762,4.530708312988281,4.683054447174072,5.2955803871154785,6.161144256591797,2.4884462356567383,6.185558319091797,nan,0.8082191780821918,0.2857142857142857,0.9783044058744993
33,0.0009193352839727123,0.17557450701280372,0.48531406130616495,2.8815448362716336,0.9483085250338295,0.5769959404600812,0.9702086083497,0.7798770477634226,0.007307171853856563,0.22246278755074425,0.732470334412082,0.6990521327014217,0.48757763975155277,1.2346504926681519,3.255039930343628,2.8134448528289795,2.7659037113189697,3.4084508419036865,2.8178815841674805,2.5658297538757324,1.9057233333587646,2.751965045928955,4.252026557922363,0.22363202273845673,4.276036262512207,nan,0.9634703196347032,0.5,0.9512683578104139
34,0.0009145187862775211,0.17237538168435232,0.5776452512476538,5.386235389584945,0.9447902571041948,0.5723951285520974,0.969300637796184,0.7847376675385233,0.050608930987821384,0.21515561569688768,0.7076591154261057,0.6895734597156398,0.5170807453416149,2.837048292160034,6.163015365600586,6.3291497230529785,4.431389808654785,6.264621257781982,7.418859958648682,4.8386077880859375,3.672096014022827,6.310429573059082,5.682775497436523,2.747767686843872,6.991585731506348,nan,0.8097412480974124,0.2619047619047619,0.9839786381842457
35,0.0009095760221444961,0.1732068648859899,0.4959952336202939,3.154821482377892,0.9466847090663059,0.5943166441136671,0.9611539183119986,0.7912679495255242,0.05412719891745602,0.2078484438430311,0.7626752966558792,0.6765402843601895,0.5232919254658385,1.1505345106124878,3.651958465576172,3.660794258117676,2.0937483310699463,3.857611894607544,3.366100549697876,2.4322378635406494,3.9804017543792725,2.202299118041992,4.892727851867676,-0.423799991607666,4.998954772949219,nan,0.9710806697108066,0.30952380952380953,0.9502670226969292
36,0.000904508497187474,0.17795841133513737,0.48690410187828365,3.462077494901576,0.9456021650879567,0.5810554803788904,0.961291130155376,0.7843874400470321,0.05385656292286874,0.2162381596752368,0.7529665587918015,0.6729857819905213,0.5139751552795031,1.1916524171829224,4.257438659667969,3.6634256839752197,1.8502529859542847,4.524405002593994,3.599517345428467,2.2557382583618164,2.1712357997894287,3.730776309967041,5.230776309967041,1.3622045516967773,5.232259750366211,nan,0.837138508371385,0.5,0.975634178905207
37,0.0008993177550236466,0.16786945619757807,0.5110589155324903,3.5605064688153316,0.9420838971583221,0.5813261163734776,0.9593856985600229,0.7930141745871895,0.05548037889039242,0.21001353179972937,0.756202804746494,0.6433649289099526,0.5263975155279503,1.4598126411437988,4.292678356170654,3.8899292945861816,2.0325732231140137,4.586613655090332,3.909719944000244,2.431757926940918,2.4326655864715576,4.192917346954346,5.480679035186768,1.3087294101715088,5.545846939086914,nan,0.9726027397260274,0.5238095238095238,0.9412550066755674
