controller,zone,t0,t1,duration_s,n_samples,ey_rmse,ey_peak,ey_iae,epsi_rmse,epsi_peak,ev_rmse,ev_peak,eomega_rmse,eomega_peak,xy_rmse,xy_peak,F_rms,F_peak,F_sat595_pct,F_limit_hit_pct,omega_cmd_rms,omega_cmd_peak,omega_sat060_pct,omega_limit_hit_pct,viol_rate,j_du,dF_rms,domega_cmd_rms,solve_time_p50_ms,solve_time_p95_ms,solve_time_p99_ms,solve_time_max_ms,timeout_rate,theta_mae_deg,theta_peak_deg,theta_sched_mae_deg,theta_hat_step_p95_deg,theta_sched_step_p95_deg,main_acc_pct,turn_acc_pct,flat_false_slope_pct,slope_recall_pct,right_recall_pct,left_recall_pct,pred_main_1_pct,pred_main_2_pct,pred_main_3_pct,pred_turn_m1_pct,pred_turn_0_pct,pred_turn_1_pct
baseline_lock,all,0,190,190,18951,0.0262369764064944,0.0882400253972038,2.95866437674948,0.0331685445268731,0.0911957312949822,0.0261421946494798,0.126625803354214,0.00804998082524249,0.0489995313948443,0.529216472088663,1.00156496098248,152.124675279761,286.586879475245,0,0,0.0778355522026003,0.414372925657895,0,0,0,1.09023071747099,1.04410795651192,0.00832421885237457,0.0206514,0.024934605,0.0350293750000001,6.1242163,0,0.461768949868422,2.66936574074075,0.492195246166447,0.00889193470055221,0.0101751966919935,98.2058994248325,65.321091235291,0.531016171856143,97.2245663384904,88.4711779448622,10.9800617803988,45.0530315022954,0,54.9469684977046,26.4946440821065,58.3821434225107,15.1232124953828
baseline_lock,startup,0,12,12,1200,0,0,0,0,0,0.0987598566684326,0.8,0,0,0.233867566163931,0.246634980411892,77.791700789951,497.116056865081,0,0,2.33663715177701e-05,0.000239718252881715,0,0,0,21.0478426834576,4.58779278993963,5.95591443073433e-06,0.0224297,0.0384673,0.0485238,18.7424123,0.0833333333333333,0,0,0,0,0,100,100,0,NaN,NaN,NaN,100,0,0,0,100,0
baseline_lock,receiving_aisle_right_entry,12,36,24,2400,0.00597742663888784,0.0118876517562944,0.113870861153705,0.0168906361550176,0.0286998406681877,0.00289434524386891,0.00561475711335613,0.00601400953630795,0.0282508257087683,0.266546659397576,0.279005607099608,29.9141137180683,34.3789555515954,0,0,0.0987317509987709,0.414372925657895,0,0,0,0.0695431211192813,0.262826188316094,0.0215758164275264,0.0212512,0.03071565,0.04139,0.0493057,0,0,0,0,0,0,100,70.625,0,NaN,71.4108141702921,NaN,100,0,0,55.2083333333333,33.1666666666667,11.625
baseline_lock,main_aisle_to_ramp,36,56,20,2000,0.00270565868095451,0.00601900636774377,0.0450751902692647,0.00182230228955783,0.00528533616713256,0.0335296875709737,0.0924844266786424,0.00391589387520234,0.0213387488831632,0.499209654646051,0.736739300474583,138.289173088186,219.218622127692,0,0,0.00390195701890231,0.0554035168114155,0,0,0,0.518584906438428,0.72012428989206,0.00243177833770162,0.02104305,0.0259354,0.03497255,0.0458763,0,0.539756578622342,2.48518672558309,0.647392234660357,0.00660642884329474,0.00835657700723492,96.45,70.45,0,93.06640625,NaN,NaN,52.35,0,47.65,0,70.45,29.55
baseline_lock,extended_uphill_left_ramp_transfer,56,96,40,4000,0.0460211324666133,0.07111178629131,1.71262050703399,0.0672900640782258,0.0911957312949822,0.0135903604262663,0.0254257186384548,0.00983173682105418,0.0465743709394693,0.615318820240882,0.769171346722858,247.492256254231,286.586879475245,0,0,0.110292802803852,0.154110996600851,0,0,0,0.151165829328244,0.388777523727667,0.00422686319007422,0.02068435,0.02385785,0.03069945,0.0506445,0,0.406065300997638,0.822766588551999,0.415682461238607,0.00935879884660929,0.00714120736177337,100,14.625,NaN,100,NaN,10.9800617803988,0,0,100,22.85,63.75,13.4
baseline_lock,upper_pickup_straight,96,108,12,1200,0.00401596059768668,0.0160132987256585,0.0350924690082245,0.007466753752814,0.0224143747477483,0.036300953018907,0.0678055919401868,0.00954468076336352,0.0305856136306085,0.494401014186028,0.660734693499192,98.6043653471504,139.75882041304,0,0,0.0115351613424553,0.0336085411055059,0,0,0,6.18327673516619,2.48661945364532,0.000654155035006394,0.0203861,0.0216555,0.0227403,0.0405639,0,0.859476364262547,2.50058349609375,0.745589385540328,0.0090832057135952,0.0298390781496606,97,70.5,0,94.6745562130178,NaN,NaN,46.6666666666667,0,53.3333333333333,10.75,70.5,18.75
baseline_lock,slope_reversal_right_transfer,108,136,28,2800,0.0176728272341652,0.0331370850376762,0.41562401772657,0.0231470687222911,0.0401827418059555,0.0315527225841994,0.0925429764130477,0.0110046157261856,0.0489995313948443,0.297238265064339,0.647824445231098,167.131514623121,226.109749503598,0,0,0.121417934061136,0.265448892102341,0,0,0,0.438817469246931,0.662404907884843,0.0060997751601702,0.0203659,0.0215526,0.02260025,0.0310675,0,0.657853138528732,2.61985459533608,0.752100348927641,0.00863422885939196,0.0117448412919594,97.8571428571428,89.1071428571429,0,97.709049255441,100,NaN,8.60714285714286,0,91.3928571428571,92.3214285714286,4.07142857142857,3.60714285714286
baseline_lock,downhill_delivery_aisle,136,154,18,1800,0.0445453932501651,0.0882400253972038,0.60063869566062,0.0160635271193445,0.0385405893888862,0.0348120734146082,0.0740527909194042,0.0088482982394869,0.0374290672927303,0.259819291633646,0.403948144577565,144.875783822777,233.91175753826,0,0,0.0259958795917686,0.0677537653874079,0,0,0,3.1403439098919,1.77210128709764,0.000968585974788935,0.02035295,0.0215124,0.02278025,0.0288101,0,0.749433686652169,1.98560689951261,0.813495227992413,0.014899565412554,0.0146329045769884,97.5555555555556,50.2222222222222,8.16326530612245,100,NaN,NaN,27.5,0,72.5,3.77777777777778,50.2222222222222,46
baseline_lock,shipping_cross_aisle,154,178,24,2400,0.000673886062699862,0.00187137753096217,0.0130811814991323,0.000728506064320182,0.00204616075835573,0.0364722959313719,0.0893324858617588,0.00291841643829787,0.00805076046652153,0.713135399644058,1.00153669886577,98.310804447385,150.347094962138,0,0,0.00189789272069954,0.0054548354689877,0,0,0,1.76924146618087,1.33012828460855,0.000461156357599155,0.0204195,0.02161365,0.02261275,0.0335712,0,0.760361568736057,2.66936574074075,0.793832483616934,0.00398228082796932,0.0181357287852108,94.625,100,0,88.110599078341,NaN,NaN,60.1666666666667,0,39.8333333333333,0,100,0
baseline_lock,dock_approach_straight,178,190,12,1200,0.00234447546096406,0.00568631675844306,0.0222843329371303,0.00328732322773562,0.0101630489256062,0.00211139409246089,0.00316263867502242,0.00972137400516311,0.0276158939146785,0.989925231266023,1.00156496098248,27.8549034312242,29.7343199135845,0,0,0.00736320593442234,0.0432866397004209,0,0,0,0.00752663712772066,0.0867264264503949,0.00227246185114079,0.02062815,0.0235037,0.02489405,0.0348312,0,1.51487750771306e-07,0.000181785300925567,1.54260351740295e-07,0,4.68940891359125e-10,100,74.5833333333333,0,NaN,NaN,NaN,100,0,0,0,74.5833333333333,25.4166666666667
a2_freeze_early_seed21,all,0,190,190,18951,0.0347196921876962,0.120423178936588,4.06859983389792,0.0444311720018994,0.150346841581829,0.0299245409584408,0.129159060741521,0.0142295232256066,0.128924912458636,0.536194005101105,1.01668983053041,152.166985344583,286.021548888063,0,0,0.0918407782084153,0.649665844098828,0.0105535327951032,0,0,14.1797045689688,3.76543359832448,0.0348480354955007,0.0204286,0.0223914,0.024392096,3.2384489,0,0.539327985627769,3.60140740740741,0.564749173743799,0.0117701563677813,0.0102829293324733,98.0423196665084,54.8572634689462,0.687907313540912,97.0557899671824,87.0927318295739,12.2999157540017,45.0794153342832,0,54.9205846657169,31.4706347949976,51.1107593266846,17.4186058783178
a2_freeze_early_seed21,startup,0,12,12,1200,0,0,0,0,0,0.0987598566684326,0.8,0,0,0.233867566163931,0.246634980411892,77.791700789951,497.116056865081,0,0,2.33663715177701e-05,0.000239718252881715,0,0,0,21.0478426834576,4.58779278993963,5.95591443073433e-06,0.0220188,0.02509845,0.0285885,9.1688646,0,0,0,0,0,0,100,100,0,NaN,NaN,NaN,100,0,0,0,100,0
a2_freeze_early_seed21,receiving_aisle_right_entry,12,36,24,2400,0.0081616751996101,0.0252735052043344,0.139394728505089,0.0184190225765557,0.0294197367516644,0.00281754576307354,0.00561475711335613,0.00791653303395995,0.0285450497187922,0.26835742090552,0.279422665790193,29.914298796819,34.3789555515954,0,0,0.0992540600093917,0.36628042062266,0,0,0,0.0199841429144941,0.140872427392347,0.0117941559715815,0.0205937,0.0227126,0.02355405,0.0307467,0,0,0,0,0,0,100,77.5833333333333,0,NaN,82.5978868862648,NaN,100,0,0,65.5833333333333,25.5416666666667,8.875
a2_freeze_early_seed21,main_aisle_to_ramp,36,56,20,2000,0.0348771117941921,0.081065133096329,0.462610509343667,0.0123287886681931,0.0336635054319168,0.0320962466002997,0.0946570122076759,0.00936568268269912,0.0278524968757355,0.495117202854344,0.699606816904588,138.323600256335,219.161772408038,0,0,0.0252705915311251,0.25763932205084,0,0,0,0.556951852874303,0.746218984875938,0.0104441124576243,0.02030095,0.0214635,0.0222936,0.0446964,0,0.46601651371426,2.51454227405248,0.581862405191992,0.00781866371193268,0.00820123989387477,95.4,42.9,0,91.015625,NaN,NaN,53.4,0,46.6,42.9,42.9,14.2
a2_freeze_early_seed21,extended_uphill_left_ramp_transfer,56,96,40,4000,0.0338728340319105,0.0521515771278268,1.19429651710209,0.0415325453178656,0.0713351621550566,0.0228551067210089,0.0349383514865171,0.0086604662822497,0.0433576647681264,0.422449161628749,0.701657534935253,247.459496624756,286.021548888063,0,0,0.110964260948427,0.149022562206065,0,0,0,0.107955746683017,0.328553459421098,0.00289326553324826,0.0203724,0.0215822,0.02292105,0.0311417,0,0.69300127271767,1.19128552805979,0.695520655458399,0.00939354292091712,0.00736000854361861,100,16.65,NaN,100,NaN,12.2999157540017,0,0,100,3.95,83.775,12.275
a2_freeze_early_seed21,upper_pickup_straight,96,108,12,1200,0.0106819031790462,0.0390906670582174,0.0844530380470601,0.00876223822561601,0.0252545610864172,0.0303593281339407,0.0669273526272981,0.010427958192064,0.0366515197817412,0.143201827323623,0.197954482483152,98.7148294206538,147.208070966822,0,0,0.0118135961836758,0.0365340820013018,0,0,0,4.49290967686718,2.11964830632207,0.000856955747331771,0.02046675,0.0216041,0.0224154,0.0368223,0,0.629338671387582,2.21233916323731,0.567426222171737,0.00851484248696442,0.0128753112358758,95.75,54.5,0,92.4556213017752,NaN,NaN,47.9166666666667,0,52.0833333333333,16.1666666666667,54.5,29.3333333333333
a2_freeze_early_seed21,slope_reversal_right_transfer,108,136,28,2800,0.0695190676112852,0.120423178936588,1.70597340575801,0.100838694967733,0.150346841581829,0.05298662031966,0.129159060741521,0.0268516853967526,0.128924912458636,0.741309159868498,1.01176555936134,167.219235554544,276.958203431224,0,0,0.173028553246339,0.649665844098828,0.0714285714285714,0,0,91.0621764309945,9.5422308987694,0.0894757261217774,0.0203266,0.02160365,0.0224293,0.0294102,0,1.18140993036559,3.60140740740741,1.2780799527393,0.0206035392734557,0.0125960503888327,98.6785714285714,76.6428571428571,0,98.5872470408553,90.1301973960521,NaN,7.78571428571429,0,92.2142857142857,90.3214285714286,0,9.67857142857143
a2_freeze_early_seed21,downhill_delivery_aisle,136,154,18,1800,0.0331331064253443,0.0842041599046612,0.429546623754164,0.0211055098625777,0.0558080140647288,0.022231014822776,0.0410483148244456,0.0227824477616149,0.109886254152556,0.898080458628109,1.01668983053041,145.156526398779,233.236199125885,0,0,0.0301234197315368,0.106431087300458,0,0,0,0.823589581757534,0.90751355509814,0.00295450007105567,0.020444,0.0218178,0.0227631,0.0332242,0,0.494581064100797,1.80025268554687,0.485016203699185,0.0141450004621012,0.0124581863574516,96.8333333333333,21.1666666666667,10.5751391465677,100,NaN,NaN,26.7777777777778,0,73.2222222222222,28.3888888888889,21.1666666666667,50.4444444444444
a2_freeze_early_seed21,shipping_cross_aisle,154,178,24,2400,0.00144211585061222,0.00446378282452453,0.0258501766444156,0.000762769511222156,0.00185915832476191,0.033812732069904,0.0916274650252156,0.00278503622358821,0.0080136367956713,0.6002082257235,0.886868240203717,98.3852806921381,152.767075171893,0,0,0.00177695752554086,0.0219615682457726,0,0,0,2.10280050499318,1.4501033432876,0.000893744535260455,0.0203935,0.0218502,0.02296325,0.0338396,0,0.6514025956155,2.49391456886574,0.676745611413627,0.00531875737445798,0.0131740788046759,94.4166666666667,90.25,0,87.6497695852535,NaN,NaN,60.375,0,39.625,0,90.25,9.75
a2_freeze_early_seed21,dock_approach_straight,178,190,12,1200,0.00320361312524717,0.00817006817928623,0.024854981001444,0.00468526455920908,0.0193476073164773,0.00200313348028045,0.00304884442943343,0.00950507735463926,0.0264046198664348,0.325511180002872,0.337216613964015,27.851453919145,29.7373978122363,0,0,0.00550933577624656,0.0176001600482279,0,0,0,0.00739238021803897,0.0859773265574939,0.000528711703125384,0.02032325,0.0215927,0.02265325,0.0382496,0,1.51487750771306e-07,0.000181785300925567,1.5922816988725e-07,0,1.30916748580932e-09,100,42.75,0,NaN,NaN,NaN,100,0,0,11.5833333333333,42.75,45.6666666666667
