case_name,neg_weight,downhill_weight,lambda_turn,turn_weight_method,best_epoch,score,acc_main,acc_turn,theta_mae_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,flat_as_slope,model_file,report_file
neg4p0_down0p25_turn0p30_sqrt_inverse,4,0.25,0.3,sqrt_inverse,1,1.25888923373266,0.476404494382022,0.692134831460674,10.5442197119594,0.384905660377359,0.722222222222222,0.598765432098765,0.56390977443609,0.758620689655172,0.539622641509434,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_neg4p0_down0p25_turn0p30_sqrt_inverse.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\sweeps\20260425_134006\neg4p0_down0p25_turn0p30_sqrt_inverse\TCN_train_report.md
neg4p0_down0p25_turn0p30_none,4,0.25,0.3,none,1,1.30265894871982,0.48314606741573,0.644943820224719,11.3822766992741,0.384905660377359,0.722222222222222,0.617283950617284,0.593984962406015,0.724137931034483,0.547169811320755,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_neg4p0_down0p25_turn0p30_none.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\sweeps\20260425_134006\neg4p0_down0p25_turn0p30_none\TCN_train_report.md
neg4p0_down0p25_turn0p10_sqrt_inverse,4,0.25,0.1,sqrt_inverse,1,1.30636335297521,0.489887640449438,0.69438202247191,11.3854660910057,0.433962264150943,0.722222222222222,0.555555555555556,0.533834586466165,0.655172413793103,0.479245283018868,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_neg4p0_down0p25_turn0p10_sqrt_inverse.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\sweeps\20260425_134006\neg4p0_down0p25_turn0p10_sqrt_inverse\TCN_train_report.md
neg4p0_down0p25_turn0p10_none,4,0.25,0.1,none,1,1.36297427163119,0.485393258426966,0.649438202247191,11.5711853092992,0.456603773584906,0.722222222222222,0.506172839506173,0.488721804511278,0.586206896551724,0.464150943396226,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_neg4p0_down0p25_turn0p10_none.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\sweeps\20260425_134006\neg4p0_down0p25_turn0p10_none\TCN_train_report.md
