index,main_state,turn_state,theta_hat_deg,main_max_abs_error,turn_max_abs_error,theta_abs_error,main_confidence,turn_confidence
1,1,-1,0.18391645042008,0,0,0,0.9999993,0.5563046
2,3,-1,3.99934725906197,0,0,0,1,0.9926725
3,1,0,0.42972279237438,0,0,0,0.9999982,0.8209926
16,1,0,0.0236298398464525,0,0,0,1,0.70919
128,1,-1,-0.0195113424986406,0,0,0,0.9999977,0.8348709
512,1,-1,0.447633896255681,0,0,0,0.9999956,0.9605607
1024,1,0,-0.0885902749385628,0,0,0,0.999972,0.6281729
2048,3,1,4.55633808681911,0,0,0,0.9999274,0.922012
2849,3,0,-3.60037285775308,0,0,0,0.9999999,0.9741277
