label,n,mae_deg,p95_abs_err_deg,bias_deg
flat,756,0.7447076439857483,1.6721733808517456,-0.26930391788482666
stall,96,16.510480880737305,43.253814697265625,14.206924438476562
slope,2750,0.6454769372940063,1.7372711896896362,-0.16791251301765442
