label,n,mae_deg,p95_abs_err_deg,bias_deg
near_zero_abs_le_0p5,278,0.5853394865989685,1.5957659482955933,-0.012473449110984802
small_neg_2_0p5,207,0.7543359398841858,1.883475422859192,-0.13811421394348145
small_pos_0p5_2,284,1.984688401222229,3.19667387008667,0.5210844278335571
mid_neg_8_2,1055,1.1458631753921509,1.8946943283081055,0.5261476039886475
mid_pos_2_8,1067,1.070236086845398,2.1618690490722656,0.3239166736602783
edge_neg_10_8,373,0.7042030096054077,1.5873446464538574,-0.03363684564828873
edge_pos_8_10,338,1.2634553909301758,3.9898886680603027,-0.9040752053260803
