model,seed,best_epoch,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,turn_right_recall,turn_straight_recall,turn_left_recall,theta_mae_deg,theta_abs_le_8_mae_deg,theta_abs_le_8_rmse_deg,theta_abs_le_8_bias_deg,theta_abs_le_10_mae_deg,theta_abs_le_10_rmse_deg,theta_abs_le_10_bias_deg,theta_pos_6_8_mae_deg,theta_pos_6_8_rmse_deg,theta_pos_6_8_bias_deg,theta_pos_6_8_n,theta_neg_8_6_mae_deg,theta_neg_8_6_rmse_deg,theta_neg_8_6_bias_deg,theta_neg_8_6_n,theta_flat_abs_p95_deg,theta_flat_bias_deg,theta_near_flat_abs_p95_deg,theta_near_flat_bias_deg,theta_flat_turn_abs_p95_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,checkpoint_file,onnx_file,report_file
ModernTCN-small,21,1,0.986981465136805,0.9521182700794352,0.9809370499025671,0.762409369771333,0.9491375497567448,0.9585862966175195,0.9270487920416864,0.467986136674881,0.46798616647720337,0.6893321871757507,0.18884384632110596,0.46798616647720337,0.6893321871757507,0.18884384632110596,0.7726816534996033,0.9814527034759521,-0.7289248704910278,311.0,0.7779512405395508,0.988441526889801,0.7589880228042603,175.0,1.0422533750534058,0.10048063844442368,0.9553569555282593,0.13839654624462128,0.9190897345542908,0.9900214727800934,0.9622021364009861,0.9883460331689825,0.9944186046511628,0.9826989619377162,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_theta_calib_uflast_w1p0p150_lam075_f100_nf200_seed21\modern_tcn_seed21.pt,,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_theta_calib_uflast_w1p0p150_lam075_f100_nf200_seed21\ModernTCN_theta_finetune_report.md
