run_tag,lambda_transition_focal,lambda_stall_focal,base_main_bundle,base_turn_bundle,base_theta_bundle,raw_transition_focal,weighted_transition_focal,transition_focal_to_base_turn_ratio,raw_stall_focal,weighted_stall_focal,stall_focal_to_base_main_ratio,scale_warning
smoke_transition_focal,0.2,0.0,0.8299417197704315,0.22034789994359016,0.022756005637347698,0.5047847032546997,0.10095694288611412,0.45817066063238837,1.4286456853151321,0.0,0.0,False
smoke_stall_focal,0.0,0.2,0.8808563202619553,0.22842153534293175,0.0255889305844903,0.5761158764362335,0.0,0.0,0.6078188717365265,0.12156377360224724,0.1380063590462696,False
smoke_combo_focal,0.2,0.2,0.880753293633461,0.22138262167572975,0.02573703369125724,0.5142459571361542,0.10284919291734695,0.46457663270423877,0.6084577888250351,0.12169155664741993,0.13816758623222786,False
