case_name,n,acc_main_mean,acc_main_std,acc_turn_mean,acc_turn_std,acc_turn_pure_mean,acc_turn_pure_std,acc_turn_transition_mean,acc_turn_transition_std,turn_right_recall_mean,turn_right_recall_std,turn_left_recall_mean,turn_left_recall_std,theta_mae_deg_mean,theta_mae_deg_std,theta_abs_le_10_p95_abs_err_deg_mean,theta_abs_le_10_p95_abs_err_deg_std,theta_neg_10_8_p95_abs_err_deg_mean,theta_neg_10_8_p95_abs_err_deg_std,theta_pos_8_10_p95_abs_err_deg_mean,theta_pos_8_10_p95_abs_err_deg_std,theta_neg_2_0p5_p95_abs_err_deg_mean,theta_neg_2_0p5_p95_abs_err_deg_std,theta_pos_0p5_2_p95_abs_err_deg_mean,theta_pos_0p5_2_p95_abs_err_deg_std,flat_recall_mean,flat_recall_std,stall_recall_mean,stall_recall_std,slope_recall_mean,slope_recall_std,uphill_recall_mean,uphill_recall_std,downhill_recall_mean,downhill_recall_std,flat_as_slope_mean,flat_as_slope_std
inputstats_hidden96_l2,5,0.975515671042057,0.00288889573309252,0.766782748459684,0.00693030618746286,0.807754846779237,0.00877889300241618,0.521869158878505,0.00974834004516286,0.755227552275523,0.0221060279896819,0.775956284153005,0.0294271300936312,0.346457507521311,0.109873678528623,1.03135896324638,0.23055038294483,0.909236423376625,0.473247649571054,0.891678170451786,0.304868090692531,0.83085331922097,0.178645673662574,1.413665983208,0.263493483811482,0.960898282694848,0.00380577550617911,0.671794871794872,0.0155264120722948,0.991815320041973,0.00369005999157828,0.806617227609812,0.00231718151872103,0.777992485238862,0.00521246307517349,0.0367239101717305,0.00254100185755236
