model,seed,best_epoch,n_windows,elapsed_seconds,acc_main,acc_turn,acc_turn_pure,acc_turn_transition,theta_mae_deg,theta_abs_le_8_mae_deg,theta_abs_le_8_rmse_deg,theta_abs_le_8_bias_deg,theta_abs_le_10_mae_deg,theta_abs_le_10_rmse_deg,theta_abs_le_10_bias_deg,theta_pos_6_8_mae_deg,theta_pos_6_8_rmse_deg,theta_pos_6_8_bias_deg,theta_pos_6_8_n,theta_neg_8_6_mae_deg,theta_neg_8_6_rmse_deg,theta_neg_8_6_bias_deg,theta_neg_8_6_n,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,onnx_file
ModernTCN-small v1 MATLAB,21,1,13596,344.3067265,0.986981465136805,0.952265372168285,0.981106498347878,0.762409369771333,0.418460695847812,0.418460695847813,0.621288743914127,0.029274884800249,0.418460695847813,0.621288743914127,0.029274884800249,0.824862056114802,1.00914973237978,-0.794115047815888,311,0.542268379417701,0.723366329252792,0.500371523123976,175,0.990021472780093,0.962202136400986,0.988346033168983,0.994418604651163,0.982698961937716,E:\Matlab\Simulink\S-Function_16\results\modern_tcn\modern_tcn_theta_calib_uflast_w1p0_lam100_f100_nf200_seed21\modern_tcn_seed21.onnx
