run_id,seed,run_tag,status,returncode,run_dir,log_file
s01_lr13_select_edges_flat,101,s01_lr13_select_edges_flat_seed101,ok,0,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\14_uncertainty_stability_optimization\03_seed101_confirmation\s01_lr13_select_edges_flat_seed101,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\14_uncertainty_stability_optimization\03_seed101_confirmation\s01_lr13_select_edges_flat_seed101.log
