path_tag,path_file,out_dir,baseline_file,candidate_files,summary_file,rank_file,report_file,status
path_closed_loop_sharp_turn_transition_theta10_v1,E:\Matlab\Simulink\S-Function_16\data\paths\path_closed_loop_sharp_turn_transition_theta10_v1.mat,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\01_closed_loop\path_closed_loop_sharp_turn_transition_theta10_v1,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\01_closed_loop\path_closed_loop_sharp_turn_transition_theta10_v1\baseline_lock_out.mat,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\01_closed_loop\path_closed_loop_sharp_turn_transition_theta10_v1\uncertainty_seed101_rerun_20260622_out.mat;E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\01_closed_loop\path_closed_loop_sharp_turn_transition_theta10_v1\mode_theta_detach_flatreg001_seed21_rerun_20260622_out.mat,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\01_closed_loop\path_closed_loop_sharp_turn_transition_theta10_v1\window2_sandbox_summary.csv,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\01_closed_loop\path_closed_loop_sharp_turn_transition_theta10_v1\window2_sandbox_rank.csv,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\01_closed_loop\path_closed_loop_sharp_turn_transition_theta10_v1\window2_sandbox_report.md,ok
