selected_order,candidate_id,source_phase,model_family,class_label,proxy_rank,seed,checkpoint_path,onnx_file,sample_file,onnxruntime_json,export_log,onnxruntime_log,export_status,onnxruntime_status,consistency_pass,eligible_for_sandbox,selected_for_sandbox,notes
1,uncertainty_seed101_rerun_20260622,E1_loss_optimization,ModernTCN_small,Class B rerun sandbox,1,101,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_sci_innovation\01_loss_optimization\uncertainty_seed101_rerun_20260622\modern_tcn_seed101.pt,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\00_exported_onnx\uncertainty_seed101_rerun_20260622\uncertainty_seed101_rerun_20260622.onnx,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\00_exported_onnx\uncertainty_seed101_rerun_20260622\uncertainty_seed101_rerun_20260622_pytorch_reference.mat,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\00_exported_onnx\uncertainty_seed101_rerun_20260622\uncertainty_seed101_rerun_20260622_onnxruntime_consistency.json,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\00_exported_onnx\uncertainty_seed101_rerun_20260622\export_onnx.log,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\00_exported_onnx\uncertainty_seed101_rerun_20260622\onnxruntime_consistency.log,reused_existing,reused_existing,true,true,true,new executable rerun; not a restored historical uncertainty_seed101 checkpoint
2,mode_theta_detach_flatreg001_seed21_rerun_20260622,E4_mode_conditioned_theta,ModernTCNModeTheta,Class B rerun sandbox,2,21,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_sci_innovation\04_mode_conditioned_theta\mode_theta_detach_flatreg001_seed21_rerun_20260622\modern_tcn_mode_theta_seed21.pt,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_sci_innovation\04_mode_conditioned_theta\mode_theta_detach_flatreg001_seed21_rerun_20260622\onnx_sandbox\mode_theta_detach_flatreg001_seed21_rerun_20260622.onnx,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_sci_innovation\04_mode_conditioned_theta\mode_theta_detach_flatreg001_seed21_rerun_20260622\onnx_sandbox\mode_theta_detach_flatreg001_seed21_rerun_20260622_pytorch_reference.mat,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_sci_innovation\04_mode_conditioned_theta\mode_theta_detach_flatreg001_seed21_rerun_20260622\onnx_sandbox\mode_theta_detach_flatreg001_seed21_rerun_20260622_onnxruntime_consistency.json,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_sci_innovation\04_mode_conditioned_theta\mode_theta_detach_flatreg001_seed21_rerun_20260622\onnx_sandbox\export_onnx.log,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_sci_innovation\04_mode_conditioned_theta\mode_theta_detach_flatreg001_seed21_rerun_20260622\onnx_sandbox\onnxruntime_consistency.log,reused_existing,reused_existing,true,true,true,new executable rerun; not a restored historical mode_theta_detach_flatreg001_seed21 checkpoint
