case_name,neg_weight,downhill_weight,best_epoch,score,acc_main,acc_turn,theta_mae_deg,flat_recall,stall_recall,slope_recall,uphill_recall,downhill_recall,flat_as_slope,model_file,report_file
neg4p0_down0p25,4,0.25,65,0.162892164487027,0.934831460674157,0.784269662921348,0.562670030022352,0.962264150943396,0.777777777777778,0.907407407407407,0.924812030075188,0.827586206896552,0.0188679245283019,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_neg4p0_down0p25.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\sweeps\20260425_121023\neg4p0_down0p25\TCN_train_report.md
neg2p0_down0p15,2,0.15,65,0.163847789842576,0.937078651685393,0.791011235955056,0.712170161473095,0.966037735849057,0.777777777777778,0.907407407407407,0.924812030075188,0.827586206896552,0.0150943396226415,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_neg2p0_down0p15.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\sweeps\20260425_121023\neg2p0_down0p15\TCN_train_report.md
neg3p0_down0p15,3,0.15,41,0.181299848800187,0.941573033707865,0.782022471910112,1.32378305485735,0.958490566037736,0.777777777777778,0.932098765432099,0.947368421052632,0.862068965517241,0.0226415094339623,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_neg3p0_down0p15.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\sweeps\20260425_121023\neg3p0_down0p15\TCN_train_report.md
neg4p0_down0p15,4,0.15,53,0.192157694433902,0.921348314606742,0.786516853932584,1.06671530975575,0.939622641509434,0.777777777777778,0.907407407407407,0.917293233082707,0.862068965517241,0.0339622641509434,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_neg4p0_down0p15.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\sweeps\20260425_121023\neg4p0_down0p15\TCN_train_report.md
neg3p0_down0p05,3,0.05,64,0.198119065659871,0.921348314606742,0.78876404494382,1.08336799924169,0.947169811320755,0.777777777777778,0.895061728395062,0.909774436090226,0.827586206896552,0.030188679245283,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_neg3p0_down0p05.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\sweeps\20260425_121023\neg3p0_down0p05\TCN_train_report.md
neg3p0_down0p25,3,0.25,65,0.199194842890426,0.914606741573034,0.784269662921348,0.85141146540942,0.932075471698113,0.777777777777778,0.901234567901235,0.917293233082707,0.827586206896552,0.0415094339622641,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_neg3p0_down0p25.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\sweeps\20260425_121023\neg3p0_down0p25\TCN_train_report.md
neg2p0_down0p25,2,0.25,64,0.209456048892968,0.948314606741573,0.786516853932584,2.15617142255375,0.981132075471698,0.777777777777778,0.91358024691358,0.932330827067669,0.827586206896552,0.00377358490566038,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_neg2p0_down0p25.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\sweeps\20260425_121023\neg2p0_down0p25\TCN_train_report.md
neg4p0_down0p05,4,0.05,74,0.284835726891111,0.885393258426966,0.78876404494382,2.31296440399284,0.89811320754717,0.777777777777778,0.876543209876543,0.879699248120301,0.862068965517241,0.0716981132075472,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_neg4p0_down0p05.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\sweeps\20260425_121023\neg4p0_down0p05\TCN_train_report.md
neg2p0_down0p05,2,0.05,43,0.325445789814987,0.847191011235955,0.791011235955056,2.06686505632803,0.856603773584906,0.777777777777778,0.839506172839506,0.834586466165414,0.862068965517241,0.113207547169811,E:\Matlab\Simulink\S-Function_16\data\models\TCN_model_neg2p0_down0p05.mat,E:\Matlab\Simulink\S-Function_16\results\tcn\sweeps\20260425_121023\neg2p0_down0p05\TCN_train_report.md
