baseline_id,source_offline_file,source_closed_loop_file,acc_main,acc_turn,acc_turn_transition,theta_mae_deg,theta_edge_p95_abs_err,flat_peak_theta_error,flat_recall,stall_recall,slope_recall,ey_rmse_mean,xy_rmse_mean,epsi_rmse,omega_cmd_rms,delta_u_proxy,control_smoothness,theta_sched_mae_deg,theta_sched_step_p95_deg,theta_hat_step_p95_deg,constraint_penalty,gap_to_oracle,notes
baseline_lock,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_sci_innovation\00_baseline_lock\baseline_offline_metrics.csv,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_sci_innovation\00_baseline_lock\baseline_closed_loop_metrics.csv,0.966962798445308,0.578845086063298,0.497764530551416,0.679394781589508,2.75505685806274,5.3357400894165,0.96957671957672,0.71875,0.974909090909091,0.0293881212343404,0.599794482657117,0.0385927891357143,0.0713431735945118,3.6807764852036,0.0256795803166023,0.694260982377913,0.0256795803166023,0.0202081396395494,0,NaN,baseline locked from offline and closed-loop aggregates; no oracle gap exposed in current artifacts
