F_limit_hit_pct,F_peak,F_rms,F_sat595_pct,candidate_id,controller,dF_rms,domega_cmd_rms,duration_s,eomega_peak,eomega_rmse,epsi_peak,epsi_rmse,ev_peak,ev_rmse,ey_iae,ey_peak,ey_rmse,flat_false_slope_pct,j_du,left_recall_pct,main_acc_pct,n_samples,omega_cmd_peak,omega_cmd_rms,omega_limit_hit_pct,omega_sat060_pct,path_tag,pred_main_1_pct,pred_main_2_pct,pred_main_3_pct,pred_turn_0_pct,pred_turn_1_pct,pred_turn_m1_pct,right_recall_pct,slope_recall_pct,solve_time_max_ms,solve_time_p50_ms,solve_time_p95_ms,solve_time_p99_ms,source,t0,t1,theta_hat_step_p95_deg,theta_mae_deg,theta_peak_deg,theta_sched_mae_deg,theta_sched_step_p95_deg,timeout_rate,turn_acc_pct,viol_rate,xy_peak,xy_rmse,zone
0,286.586879475245,152.124675279761,0,baseline_lock,baseline_lock,1.04410795651192,0.00832421885237457,190,0.0489995313948443,0.00804998082524249,0.0911957312949822,0.0331685445268731,0.126625803354214,0.0261421946494798,2.95866437674948,0.0882400253972038,0.0262369764064944,0.531016171856143,1.09023071747099,10.9800617803988,98.2058994248325,18951,0.414372925657895,0.0778355522026003,0,0,path_factory_logistics_showcase_theta10_v3,45.0530315022954,0,54.9469684977046,58.3821434225107,15.1232124953828,26.4946440821065,88.4711779448622,97.2245663384904,2.9849107,0.0214477,0.043721855,0.046583391,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\03_formal_validation\formal_validation_path_metrics.csv,0,190,0.00889193470055221,0.461768949868422,2.66936574074075,0.492195246166447,0.0101751966919935,0,65.321091235291,0,1.00156496098248,0.529216472088663,all
0,322.870507404185,189.918161803409,0,baseline_lock,baseline_lock,2.79036271955021,0.00549169816140275,44,0.110614542386844,0.0295813297600726,0.0998485782925873,0.0438205586620913,0.216934629182467,0.0565547314665031,1.13501296084005,0.0880568713344653,0.0353417318337382,18.7214611872146,7.78615426540432,56.4476885644769,90.9905768788784,4351,0.218844519817451,0.0606467232715493,0,0,path_closed_loop_long_updown_theta10_v1,19.2599402436222,1.86164100206849,78.8784187543094,32.8660078142956,35.9457595954953,31.1882325902091,77.0601336302895,94.0431654676259,0.7123771,0.0210086,0.045661255,0.0497255299999999,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\03_formal_validation\formal_validation_path_metrics.csv,0,44,0.0349999999999998,0.794694392365761,4.187608,1.16142933202247,0.0410589127817286,0,46.6789243851988,0,1.0324359436376,0.759372661078766,all
0,224.704391134481,157.137673102785,0,baseline_lock,baseline_lock,2.30721172899333,0.0218318199973113,52,0.100119389051316,0.0219126603467524,0.0946014381012255,0.0415952419404275,0.129934566927505,0.0355769981358947,1.40274657735239,0.12690287779986,0.0405837714490269,12.323064113239,5.32370259076876,46.6309341500766,94.1370607649,5151,1.35086687840308,0.0792461283900394,0,0.07765482430596,path_closed_loop_sharp_turn_transition_theta10_v1,23.4323432343234,0,76.5676567656766,36.2065618326539,36.3036303630363,27.4898078043098,91.3473423980222,96.1012658227848,0.2452377,0.0208541,0.022550575,0.023888691,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\03_formal_validation\formal_validation_path_metrics.csv,0,52,0.016546320359511,0.600177618700356,3.32314074074074,0.712585144187336,0.0240934768744909,0,48.8448844884488,0,0.679181139413126,0.513652824986013,all
0,286.714866964313,152.121979695939,0,uncertainty_seed101_rerun_20260622,uncertainty_seed101_rerun_20260622,1.22085141744919,0.00747761997391936,190,0.0435316885727668,0.00865292737351455,0.0909632777186213,0.0345217111082827,0.126625803354214,0.0222873300720826,3.19554943969425,0.0825419167969463,0.0276930945778461,8.88245232923003,1.49053409828816,37.7422072451559,95.2614637749987,18951,0.501639162964204,0.0775516488676524,0,0,path_factory_logistics_showcase_theta10_v3,40.6944224579178,0,59.3055775420822,50.1134504775474,30.7055036673526,19.1810458551,64.0100250626566,98.4810126582279,0.4256683,0.0216905,0.04502814,0.0479385,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\03_formal_validation\formal_validation_path_metrics.csv,0,190,0.00826915041544595,0.35830334805257,2.83837932762391,0.389251618788411,0.00828202048624617,0,56.5669357817529,0,0.828724317503407,0.453818196394376,all
0,318.859462302155,190.070958698532,0,uncertainty_seed101_rerun_20260622,uncertainty_seed101_rerun_20260622,3.22660472162427,0.00417366671650134,44,0.102170226044648,0.0310157446512076,0.105834017137548,0.0450153637640199,0.224621761411753,0.0618189727805997,0.95457921470975,0.0879646929756186,0.0320073177605506,21.8036529680365,10.4109954491019,48.9051094890511,90.0712479889681,4351,0.154304981316172,0.0625190049664881,0,0,path_closed_loop_long_updown_theta10_v1,19.3518731326132,1.93059066881177,78.717536198575,30.7515513675017,37.692484486325,31.5559641461733,75.2783964365256,93.0647482014388,0.3111416,0.0208831,0.02234607,0.023351537,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\03_formal_validation\formal_validation_path_metrics.csv,0,44,0.0300140677802659,0.816997910687637,4.66104375,1.20352040420546,0.0423851912846618,0,42.656860491841,0,0.978660611909591,0.769554098918744,all
0,224.828763831712,157.028974018472,0,uncertainty_seed101_rerun_20260622,uncertainty_seed101_rerun_20260622,1.47038075883971,0.00733506882167034,52,0.083284066322094,0.0162060890697367,0.0869385272443504,0.0342259227703392,0.129934566927505,0.031948066361653,0.800385447790951,0.0854036133396382,0.0291805058527429,19.9833472106578,2.16207337920066,81.2404287901991,91.9821393904096,5151,0.287493943666123,0.0730541379460078,0,0,path_closed_loop_sharp_turn_transition_theta10_v1,22.0151426907397,0,77.9848573092603,31.6055134925257,40.9629198213939,27.4315666860804,92.7070457354759,95.620253164557,0.2436315,0.0208717,0.022376235,0.023584864,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\05_sandbox_closed_loop_if_needed\03_formal_validation\formal_validation_path_metrics.csv,0,52,0.015833532107931,0.482994837905639,3.49777719907408,0.620938322958999,0.0242215223948487,0,62.7062706270627,0,0.640883844073009,0.438299833125631,all
0,322.30604722721,189.960282442725,0,u06_lr0013_seed101,u06_lr0013_seed101,4.4321513274007,0.00961167416824605,44,0.111752604138656,0.0296249091445031,0.109790396878001,0.0448862704862784,0.217332699014665,0.0606761899829844,1.39558529253623,0.137685552981234,0.0467260130497669,23.972602739726,19.64405777326,60.705596107056,91.886922546541,4351,0.34503004901967,0.0569811346099746,0,0,NaN,17.2603999080671,1.33302689037003,81.4065732015629,32.9349574810388,39.3242932659159,27.7407492530453,77.5055679287305,95.8848920863309,0.4272606,0.0212244,0.02560531,0.03547591,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\11_uncertainty_tuning\04_closed_loop_top5\01_closed_loop_runs\path_closed_loop_long_updown_theta10_v1\uncertainty_tuning_top5_summary.csv,0,44,0.0349999999999998,0.917683715388482,4.80011520000001,1.26891925730514,0.0412264485708168,0,48.6324982762583,0,1.28955800841752,0.865504245224049,all
0,228.697695405433,156.870699587852,0,u06_lr0013_seed101,u06_lr0013_seed101,1.61974535271124,0.0196784271727043,52,0.120407304046833,0.0276898718799807,0.108158039386952,0.05068666938664,0.129934566927505,0.0323187000982068,1.70316435556262,0.125247211556583,0.0459392715040932,10.9908409658618,2.62396224812567,34.8392036753446,95.4377790720249,5151,1.36462526070187,0.0790301480222137,0,0.05824111822947,NaN,22.7528635216463,0,77.2471364783537,39.0021355076684,32.6732673267327,28.3245971655989,96.9097651421508,97.3924050632911,0.2499342,0.0213688,0.023611575,0.031804411,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\11_uncertainty_tuning\04_closed_loop_top5\01_closed_loop_runs\path_closed_loop_sharp_turn_transition_theta10_v1\uncertainty_tuning_top5_summary.csv,0,52,0.0153389200012626,0.532560058717027,3.62976446759259,0.648695344494379,0.0176221604645904,0,46.5346534653465,0,0.851969011545781,0.635925064483,all
16.215503139676,708.028444143812,303.724829127579,16.2524405044589,u06_lr0013_seed101,u06_lr0013_seed101,15.2816568555151,0.0365775934119944,190,0.330057543882438,0.0550300110590235,0.986900718390867,0.325241025295974,0.98,0.390979934413453,83.9154990871896,2.65410528945224,0.769890793506634,11.0427226647357,233.530374170052,36.7031732659365,89.1245844546462,18951,1.62846542153048,0.611768113142078,10.6537913566566,29.465463563928,NaN,43.8024378660757,0.569890770935571,55.6276713629888,49.7599071289114,36.9162577172709,13.3238351538177,16.6666666666667,90.267229254571,8.0723617,0.0207174,0.027857595,0.0365937160000002,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\11_uncertainty_tuning\04_closed_loop_top5\01_closed_loop_runs\path_factory_logistics_showcase_theta10_v3\uncertainty_tuning_top5_summary.csv,0,190,0.00984782540130259,0.923917733289258,4.14576474363909,0.681588377358993,0.0107958639521929,0,33.3597171653211,0,39.298658476273,11.2894537948071,all
0,308.61224653197,190.150573679502,0,u04_lwlr0030_seed101,u04_lwlr0030_seed101,2.63630541857439,0.0117643346299735,44,0.123479370342056,0.0384097255155896,0.125363556919333,0.0561772260069559,0.234177065208167,0.0744190861857252,1.66475773080724,0.187110751300705,0.0581129170752913,29.9086757990868,6.95024465957398,73.7226277372263,88.2555734313951,4351,0.561255360187638,0.0642936596446562,0,0,NaN,16.6168696851299,3.21765111468628,80.1654792001839,24.523098138359,42.5189611583544,32.9579407032866,90.6458797327394,92.8345323741007,0.3197995,0.0211975,0.023155175,0.0298162139999999,E:\Matlab\Simulink\S-Function_16\results\modern_tcn_metric_rebuild\11_uncertainty_tuning\04_closed_loop_top5\01_closed_loop_runs\path_closed_loop_long_updown_theta10_v1\uncertainty_tuning_top5_summary.csv,0,44,0.0349999999999998,1.11397814469933,6.2,1.43345457008743,0.0430442535445734,0,45.2079981613422,0,1.34159478857777,0.979693058367089,all
